Talk_2021.8.24 13:10-15.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 5월 28일 월요일
2018. 5. 28. 16:03, (알 수 없음) : 11일밤에갈까
2018. 6. 4. 23:40, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 23:40, 경민 : 왜벌써가냥
2018. 6. 4. 23:40, 정우 : 사람이없앙
2018. 6. 4. 23:41, 정우 : 개꿀
2018. 6. 4. 23:42, 정우 : 아니무슨 설문조사를 술처먹고하냐 근데
2018. 6. 4. 23:42, 정우 : 존나무섭게따라오네
2018. 6. 4. 23:50, 이석준 : 야식땡긴다
2018. 6. 4. 23:50, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋ
2018. 6. 4. 23:50, (알 수 없음) : 아개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 23:51, 양우성 : 원준형 왜냅뒄ㅋㅋㅋㅋㅋ
2018. 6. 4. 23:51, 양우성 : 죽엇나
2018. 6. 4. 23:51, 양우성 : 하노이부럽다아..
2018. 6. 4. 23:51, 정우 : 아니 나 집가야함
2018. 6. 4. 23:51, 정우 : 메이플해야해
2018. 6. 4. 23:51, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

2018년 6월 5일 화요일
2018. 6. 5. 00:05, 양우성 : 그럼인정
2018. 6. 5. 00:11, 원준오빠 : ㅋㅋ나도 파했움
2018. 6. 5. 00:11, 원준오빠 : 하 간만에 마셨네
2018. 6. 5. 00:12, (알 수 없음) : 형
2018. 6. 5. 00:12, (알 수 없음) : 술체크해
2018. 6. 5. 00:12, 빠충 : 아
2018. 6. 5. 00:12, 빠충 : 돼지들
2018. 6. 5. 00:12, 빠충 : 아프내
2018. 6. 5. 00:16, 원준오빠 : 했덩
2018. 6. 5. 00:16, 정우 : ㅋㅋㅋㅋ조심히가십셔
2018. 6. 5. 00:16, 원준오빠 : ㅋㅋㅋㅋ예압 나듀
2018. 6. 5. 00:16, 원준오빠 : 너듀
2018. 6. 5. 00:21, 경민 : 오재훈 ㅅㅂ
2018. 6. 5. 00:21, 경민 : 술마시고잇냐
2018. 6. 5. 00:21, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 00:21, 양우성 : 술체크잘하네
2018. 6. 5. 00:22, (알 수 없음) : 응
2018. 6. 5. 00:22, (알 수 없음) : 원주니형
2018. 6. 5. 00:22, (알 수 없음) : 개웃겨
2018. 6. 5. 00:23, (알 수 없음) : 형투표언됏어
2018. 6. 5. 00:23, (알 수 없음) :  ㅜ
2018. 6. 5. 00:25, 이석준 : 곧있으면 155다
2018. 6. 5. 00:26, (알 수 없음) : 지은이연락옴
2018. 6. 5. 00:27, (알 수 없음) : 사진
2018. 6. 5. 00:27, 이석준 : 저거 의미없음
2018. 6. 5. 00:27, 이석준 : 플미 아니면
2018. 6. 5. 00:27, 이석준 : 못함
2018. 6. 5. 00:27, 이석준 : ㅜ
2018. 6. 5. 00:27, (알 수 없음) : ㅠ
2018. 6. 5. 00:27, (알 수 없음) : 씌바
2018. 6. 5. 00:27, (알 수 없음) : 봑취네
2018. 6. 5. 00:28, 경민 : 그러냐
2018. 6. 5. 00:28, 경민 : 체크해도아무일도안일어남??
2018. 6. 5. 00:28, (알 수 없음) : 5km안이면
2018. 6. 5. 00:28, (알 수 없음) : 다좋아요누른다시바
2018. 6. 5. 00:28, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 00:28, 경민 : ㅅㅂ
2018. 6. 5. 00:28, 경민 : 야근데
2018. 6. 5. 00:28, 경민 : 그거사기임
2018. 6. 5. 00:28, 경민 : ㅏㅇ위치켯는데
2018. 6. 5. 00:28, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 00:28, 경민 : 자기소개에
2018. 6. 5. 00:29, 경민 : 부산사람인데
2018. 6. 5. 00:29, 경민 : 2키로라뜸
2018. 6. 5. 00:29, (알 수 없음) : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 00:29, (알 수 없음) : 개웃기네시밬ㅋㅋㅌㅌㅌㅋ
2018. 6. 5. 00:29, (알 수 없음) : 서울놀러오셧는갑지
2018. 6. 5. 00:37, 경민 : 그게답이가
2018. 6. 5. 00:39, (알 수 없음) : ㅌㅌㅌㅋㅋㅋ
2018. 6. 5. 00:39, (알 수 없음) : 디쇼웅
2018. 6. 5. 00:39, (알 수 없음) : ;
2018. 6. 5. 00:52, (알 수 없음) : 다들
2018. 6. 5. 00:53, (알 수 없음) : 메플하러가셧나여
2018. 6. 5. 00:53, (알 수 없음) : 이모티콘 
2018. 6. 5. 00:58, 경민 : ㄴㄴ
2018. 6. 5. 01:01, 이석준 : ㅇㅇ
2018. 6. 5. 01:04, (알 수 없음) : 이모티콘 
2018. 6. 5. 01:15, 원준오빠 : 집더착
2018. 6. 5. 01:15, 경민 : 츄카
2018. 6. 5. 01:16, 원준오빠 : 노트북으로 메플 함 깔아보갰움
2018. 6. 5. 01:16, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 01:16, 경민 : 오빠는
2018. 6. 5. 01:16, 원준오빠 : 근데 영화트는것도 오래걸리는 녀석이라
2018. 6. 5. 01:16, 경민 : 사일런트벌레야
2018. 6. 5. 01:16, 이석준 : 구벌레에 길드가입신청하는거 잊지말고
2018. 6. 5. 01:16, 경민 : 이모티콘 
2018. 6. 5. 01:16, 원준오빠 : 오케이
2018. 6. 5. 01:16, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 01:16, 원준오빠 : 쫌 간지나네
2018. 6. 5. 01:16, 이석준 : 렙업할때마다 기여도줘서
2018. 6. 5. 01:16, 원준오빠 : 옼케이
2018. 6. 5. 01:16, 경민 : 잘어율림
2018. 6. 5. 01:16, 이석준 : 기여도로 길드렙업시켜야함
2018. 6. 5. 01:16, 원준오빠 : 옹
2018. 6. 5. 01:16, 원준오빠 : 고런것도있나
2018. 6. 5. 01:16, 경민 : ㅋㅋㅋㅋ
2018. 6. 5. 01:17, 이석준 : 길드렙업시키면 길드스킬찍고
2018. 6. 5. 01:18, 경민 : 와중고딩칭구들요새결혼마니하네....
2018. 6. 5. 01:18, 경민 : 웨딩드레스입고싶다
2018. 6. 5. 01:18, 이석준 : 니가입은 웨딩드레스~
2018. 6. 5. 01:22, (알 수 없음) : 개샹명곡
2018. 6. 5. 01:22, (알 수 없음) : 따리명곡따
2018. 6. 5. 01:24, 경민 : 몇시에자지
2018. 6. 5. 01:28, 이석준 : 일단 메이플들어와서 생각해보셈
2018. 6. 5. 01:48, 원준오빠 : 사진
2018. 6. 5. 01:48, 원준오빠 : 자야지
2018. 6. 5. 01:48, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 01:53, 정우 : 자야지
2018. 6. 5. 01:53, 정우 : 아
2018. 6. 5. 01:56, 이석준 : 70찍고자네
2018. 6. 5. 01:56, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 01:57, 이석준 : 야 거기 갔음?
2018. 6. 5. 01:57, 이석준 : 하늘계단1
2018. 6. 5. 01:57, 이석준 : 거기서면 한시간안에 80찍는다
2018. 6. 5. 01:57, 정우 : 페리온에서 퀘스트깰라했는데
2018. 6. 5. 01:57, 정우 : 너무많아서 안할라고
2018. 6. 5. 01:57, 정우 : 재밌는퀘스트를 찾아야겠음
2018. 6. 5. 01:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 01:57, 이석준 : 아 하긴 너는 퀘스트구나
2018. 6. 5. 01:58, 이석준 : 나 경험치 5000만이 넘어서
2018. 6. 5. 01:58, 이석준 : 렙업 개느림
2018. 6. 5. 01:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 02:34, 이석준 : http://www.mule.co.kr/community/bbscontent.aspx?idx=2917165&page=1&sort=55
2018. 6. 5. 02:34, 이석준 : 심심한사람 한번봐보셈
2018. 6. 5. 02:36, 빠충 : ㅋㅋ이석준 뮬도 들어가냐
2018. 6. 5. 02:37, 이석준 : 뮬?!
2018. 6. 5. 02:40, 빠충 : ㅇㅇㅇ
2018. 6. 5. 02:40, 이석준 : 뮬이뭐임
2018. 6. 5. 02:40, 빠충 : 저사이트가
2018. 6. 5. 02:40, 빠충 : 뮬
2018. 6. 5. 02:40, 빠충 : 아냐
2018. 6. 5. 02:41, 이석준 : 아
2018. 6. 5. 02:41, 이석준 : 그냥 찾다가들어간거임
2018. 6. 5. 02:41, 이석준 : 올리브유 궁금해서
2018. 6. 5. 02:43, 빠충 : 아시바
2018. 6. 5. 02:43, 빠충 : 손가락아프자
2018. 6. 5. 02:44, 빠충 : 50찍었다
2018. 6. 5. 02:44, 이석준 : 님 효율이 개안좋은듯
2018. 6. 5. 02:44, 이석준 : 님도 퀘깨고다님?
2018. 6. 5. 02:44, 빠충 : 오재랑 같이 하다가
2018. 6. 5. 02:44, 이석준 : 길드원 렙업하면 챗창에뜸
2018. 6. 5. 02:44, 빠충 : 스킲줏으러 다니다가
2018. 6. 5. 02:44, 이석준 : ㅇㅎ
2018. 6. 5. 02:44, 이석준 : 스킬
2018. 6. 5. 02:44, 이석준 : 개후졌네
2018. 6. 5. 02:44, 빠충 : 뭐 줏었지 오늘
2018. 6. 5. 02:45, 빠충 : 번개 쾅쾅 거리는거
2018. 6. 5. 02:45, 빠충 : 줏어서 만족함
2018. 6. 5. 02:45, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 02:45, 이석준 : 썬콜스킬아님?
2018. 6. 5. 02:45, 빠충 : ㅇㅇㅇ맞음
2018. 6. 5. 02:45, 빠충 : 지금 사실
2018. 6. 5. 02:45, 빠충 : 분노를 줏어야 되는데
2018. 6. 5. 02:45, 빠충 : 전사가 코빼기도 안 보이네
2018. 6. 5. 02:46, 이석준 : 나 전사임
2018. 6. 5. 02:46, 빠충 : 엇
2018. 6. 5. 02:46, 이석준 : 은 소울마스터
2018. 6. 5. 02:46, 빠충 : ..
2018. 6. 5. 02:46, 이석준 : ㅎ
2018. 6. 5. 02:46, 빠충 : 모험가 계열만
2018. 6. 5. 02:46, 빠충 : 뺏을 수 있다
2018. 6. 5. 02:46, 이석준 : 알아
2018. 6. 5. 02:46, 빠충 : 존나
2018. 6. 5. 02:46, 빠충 : 인생
2018. 6. 5. 02:46, 이석준 : 금욜날 얘기해줬었음
2018. 6. 5. 02:46, 빠충 : 존나
2018. 6. 5. 02:46, 빠충 : 요새 1번 채널에서
2018. 6. 5. 02:47, 빠충 : 자유시장에서 사람 찍고 다님
2018. 6. 5. 02:47, 이석준 : 자유시장가보셈
2018. 6. 5. 02:47, 이석준 : 아
2018. 6. 5. 02:47, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 02:47, 빠충 : 툭하면
2018. 6. 5. 02:47, 빠충 : 메르세데스
2018. 6. 5. 02:47, 빠충 : 아란
2018. 6. 5. 02:47, 빠충 : 시부럴
2018. 6. 5. 02:47, 이석준 : ㅋ
2018. 6. 5. 02:47, 이석준 : 창들고있으면
2018. 6. 5. 02:47, 이석준 : 거의확실할텐데
2018. 6. 5. 02:47, 이석준 : 아마
2018. 6. 5. 02:47, 이석준 : 창쪽으로는 모험가밖에
2018. 6. 5. 02:47, 이석준 : 없지않나
2018. 6. 5. 02:47, 이석준 : 모르겠다
2018. 6. 5. 02:47, 이석준 : 아란은 폴암이고
2018. 6. 5. 02:47, 이석준 : 미하일이 한손검
2018. 6. 5. 02:48, 이석준 : 소울마스터는 한손검 양손검
2018. 6. 5. 02:48, 빠충 : 무의미
2018. 6. 5. 02:48, 이석준 : 와 씨바
2018. 6. 5. 02:48, 이석준 : 옆에
2018. 6. 5. 02:48, 빠충 : 어차피 찍으면 뺏을 수 있나없나
2018. 6. 5. 02:48, 빠충 : 뜬다
2018. 6. 5. 02:48, 이석준 : 있는 캐릭터
2018. 6. 5. 02:48, 이석준 : 길드명
2018. 6. 5. 02:48, 이석준 : 세크스야
2018. 6. 5. 02:48, 이석준 : 세크스
2018. 6. 5. 02:48, 빠충 : 이모티콘 
2018. 6. 5. 02:48, 이석준 : 개쩐다
2018. 6. 5. 02:49, 이석준 : 저런 간지나는거로했어야하는데
2018. 6. 5. 02:50, 이석준 : 야 근데 요새 메이플
2018. 6. 5. 02:50, 이석준 : 매너개쩌
2018. 6. 5. 02:50, 이석준 : 옛날엔 자리요 이러면 무시하고 사냥했는데
2018. 6. 5. 02:50, 빠충 : ㅇㅇ
2018. 6. 5. 02:50, 이석준 : 요즘엔 말할필요도없이 그냥 사람있으면감
2018. 6. 5. 02:50, 빠충 : 요샌 걍 채널 바꾸고
2018. 6. 5. 03:02, 경민 : ㅎㅇ....
2018. 6. 5. 03:02, 경민 : 조져버렷다
2018. 6. 5. 03:11, 이석준 : ?
2018. 6. 5. 03:11, 이석준 : 뭐조짐?
2018. 6. 5. 03:11, 경민 : 자다깻는데
2018. 6. 5. 03:11, 경민 : 잠이안와
2018. 6. 5. 03:11, 경민 : 이모티콘 
2018. 6. 5. 03:12, 이석준 : 메이플하라는 신의계시인가...
2018. 6. 5. 03:12, 이석준 : 아니다
2018. 6. 5. 03:12, 이석준 : 스와이프나하셈
2018. 6. 5. 03:12, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 03:12, 경민 : 이모티콘 
2018. 6. 5. 03:12, 경민 : 안그래도
2018. 6. 5. 03:12, 경민 : 새벽에
2018. 6. 5. 03:12, 경민 : 안자고마니하네사람들...
2018. 6. 5. 03:13, 이석준 : 그거하면 해뜨는거보고잘듯
2018. 6. 5. 03:13, 경민 : 출근어쩜
2018. 6. 5. 03:13, 경민 : ㅋㅋㅋㅋ
2018. 6. 5. 03:13, 경민 : 야시ㅣㄱ이나먹을까그럼:
2018. 6. 5. 03:14, 이석준 : 나 이모네가서 받아온
2018. 6. 5. 03:14, 이석준 : 연어캔으로
2018. 6. 5. 03:14, 경민 : ㅇㅇ
2018. 6. 5. 03:14, 경민 : 머해먹음
2018. 6. 5. 03:14, 이석준 : 비빔밥해먹었음
2018. 6. 5. 03:14, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 03:14, 경민 : 오우
2018. 6. 5. 03:14, 경민 : 존말
2018. 6. 5. 03:14, 경민 : ㅁ존맛
2018. 6. 5. 03:14, 경민 : 아
2018. 6. 5. 03:14, 경민 : 집에서페인트냄새나
2018. 6. 5. 03:14, 경민 : ㅡㅡ
2018. 6. 5. 03:14, 이석준 : 두캔넣었다
2018. 6. 5. 03:14, 경민 : 고통스럽다
2018. 6. 5. 03:14, 이석준 : 페인트칠함?
2018. 6. 5. 03:14, 경민 : ㅋㅋ
2018. 6. 5. 03:14, 경민 : ㄴㄴ
2018. 6. 5. 03:14, 경민 : 1층에
2018. 6. 5. 03:14, 경민 : 새로뭐들어오나봐
2018. 6. 5. 03:14, 경민 : 상가인데
2018. 6. 5. 03:14, 경민 : 오늘퇴근하는데
2018. 6. 5. 03:14, 경민 : 페인트냄래
2018. 6. 5. 03:14, 경민 : 졸라만이나서
2018. 6. 5. 03:15, 경민 :   ㅠ
2018. 6. 5. 03:15, 경민 : 계단이랑
2018. 6. 5. 03:15, 경민 : 복도에
2018. 6. 5. 03:15, 경민 : 냄새존나심함
2018. 6. 5. 03:15, 경민 : 숨참고가다가
2018. 6. 5. 03:15, 경민 : 쓰러질거같아서숨쉼
2018. 6. 5. 03:15, 경민 : 근데문열고들어온사이에ㅔ
2018. 6. 5. 03:15, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 03:15, 경민 : 집에페인트도같이들어왓나봄
2018. 6. 5. 07:58, 양우성 : ㅎㅇ
2018. 6. 5. 07:59, 부그뷰 : 이모티콘 
2018. 6. 5. 08:05, 경민 : ㅎㅇ
2018. 6. 5. 08:58, 경민 : 워뭐야
2018. 6. 5. 08:58, 경민 : 출근길에걍존나슉슉넘기는데
2018. 6. 5. 08:58, 경민 : 프사가존나업는거야
2018. 6. 5. 08:58, 경민 : 구래서
2018. 6. 5. 08:58, 경민 : 모야이사람들은이러면서
2018. 6. 5. 08:58, 경민 : 다넘겻는데
2018. 6. 5. 08:58, 경민 : 데이터가안조은거엿네
2018. 6. 5. 08:58, 경민 : 이걱느데원래
2018. 6. 5. 08:58, 경민 : 탑25이런사ㅏ람도등장하냐
2018. 6. 5. 08:59, 경민 : 아 4명쯤나왓는데존나프사안보여서다넘겨버렷네
2018. 6. 5. 09:04, 양우성 : 데이터없으면그럼ㅋㅋㅋ
2018. 6. 5. 09:05, 양우성 : 사용많이하면 탑줄걸? 나도 받은적잇엇던것같아
2018. 6. 5. 09:05, 경민 : ㄴㅋㅋㅋㅋㅋ
2018. 6. 5. 09:05, 경민 : 아
2018. 6. 5. 09:05, 경민 : 하필그때터널을통과해버려서
2018. 6. 5. 09:06, 경민 : 근데탑인데존나별거업던데
2018. 6. 5. 09:06, 경민 : 맨마지막사람만봣는데
2018. 6. 5. 09:41, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 09:41, 원준오빠 : 탑 모가탑이지
2018. 6. 5. 09:43, 경민 : 몰라
2018. 6. 5. 09:53, Sekwang Ludan : 이모티콘 
2018. 6. 5. 09:53, Sekwang Ludan : ㅎㅇ
2018. 6. 5. 09:54, 경민 : ㅎㅇ
2018. 6. 5. 10:02, 원준오빠 : ㅎㄴ
2018. 6. 5. 10:02, 원준오빠 : ㅇ
2018. 6. 5. 10:08, 경민 : https://www.ticketmonster.co.kr/deal/1159833890?utm_source=linkprice
2018. 6. 5. 10:08, 경민 : ㅁㅊ
2018. 6. 5. 10:08, 경민 : 갈사람
2018. 6. 5. 10:09, 양우성 : 개쩐다
2018. 6. 5. 10:10, 경민 : 가즈악!
2018. 6. 5. 10:10, 경민 : 개본전뽑을거같은데...
2018. 6. 5. 10:10, 경민 : @세광
2018. 6. 5. 10:12, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 10:16, 경민 : 아
2018. 6. 5. 10:16, 경민 : 애슐리
2018. 6. 5. 10:16, 경민 : w
2018. 6. 5. 10:16, 경민 : 네
2018. 6. 5. 10:16, 경민 : 애슐리퀸즈인줄
2018. 6. 5. 10:16, 경민 : 어쩐지
2018. 6. 5. 10:16, 경민 : ㅡㅡ
2018. 6. 5. 10:24, 양우성 : 애슐리 w어떠냐
2018. 6. 5. 10:24, 양우성 : 2장사놓으까아
2018. 6. 5. 10:41, 경민 : 근데원래애슐리가격이
2018. 6. 5. 10:41, 경민 : 이렇게저렴햇나
2018. 6. 5. 10:41, 경민 : 씀씀이가커진건가
2018. 6. 5. 10:41, 경민 : 한번술마실때마다 졸라많이써서그런가
2018. 6. 5. 10:45, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 10:45, Sekwang Ludan : ㅇㅇ 맞아 원래 저가격이였어
2018. 6. 5. 10:47, 양우성 : 많이싼것두아니네ㅠ 원래 디너19900인데
2018. 6. 5. 10:47, 양우성 : 맥주마니먹을거아니먄
2018. 6. 5. 10:51, 경민 : 어이업네
2018. 6. 5. 10:51, 경민 : 애슐리퀸즈인줄 ㅠ
2018. 6. 5. 10:53, 양우성 : 맥주공짜라구해도.. 많이안마실듯
2018. 6. 5. 10:53, 양우성 : 물배차니까
2018. 6. 5. 10:54, 경민 : ㅇㅈ..
2018. 6. 5. 10:57, (알 수 없음) : 어제
2018. 6. 5. 10:57, (알 수 없음) : 우울증도져서눈물흘렷다
2018. 6. 5. 10:57, (알 수 없음) : 존나웃기네
2018. 6. 5. 10:57, (알 수 없음) : ㅅㅂ
2018. 6. 5. 10:57, (알 수 없음) : ㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 10:57, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 10:57, (알 수 없음) : 학교안가시발
2018. 6. 5. 10:57, 경민 : 나는
2018. 6. 5. 10:57, 경민 : 웹툰보다가
2018. 6. 5. 10:57, 경민 : 움
2018. 6. 5. 10:57, (알 수 없음) : 좆같은학교
2018. 6. 5. 10:57, (알 수 없음) : ㅠ
2018. 6. 5. 10:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 10:57, 정우 : 아침에 메이플했다
2018. 6. 5. 10:57, (알 수 없음) : ㅋㅋㅋㅅㅂ
2018. 6. 5. 10:58, (알 수 없음) : 개웃기네
2018. 6. 5. 10:58, (알 수 없음) : 대전씨발
2018. 6. 5. 10:58, (알 수 없음) : 좆같네
2018. 6. 5. 10:58, (알 수 없음) : 대전이뭄제야대전
2018. 6. 5. 10:58, (알 수 없음) : 어?
2018. 6. 5. 10:58, (알 수 없음) : 시발!
2018. 6. 5. 10:58, (알 수 없음) : 좆같은진짜
2018. 6. 5. 10:59, (알 수 없음) : 이모티콘 
2018. 6. 5. 11:00, (알 수 없음) : 세싱에서하날없앤다면대전을없애야함
2018. 6. 5. 11:00, (알 수 없음) : 이모티콘 
2018. 6. 5. 11:01, (알 수 없음) : 메이플로달래볼까
2018. 6. 5. 11:01, (알 수 없음) : 우리4년전에
2018. 6. 5. 11:01, (알 수 없음) : 어그로햇네
2018. 6. 5. 11:20, 부그뷰 : 에슐리 가고싶다
2018. 6. 5. 11:20, 부그뷰 : 에슐리요즘
2018. 6. 5. 11:20, 부그뷰 : 초밥도나오던데
2018. 6. 5. 11:20, 부그뷰 : ㅈ림
2018. 6. 5. 11:21, (알 수 없음) : ?
2018. 6. 5. 11:21, (알 수 없음) : 애슐리에초밥생김?
2018. 6. 5. 11:21, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 6. 5. 11:21, Sekwang Ludan : 애슐리 가즈아
2018. 6. 5. 11:22, 부그뷰 : 저번에 신촌애슐리갔을때
2018. 6. 5. 11:22, 부그뷰 : 초밥있었음
2018. 6. 5. 11:24, 경민 : 애슐ㅇ리에초밥원래잇지안음
2018. 6. 5. 11:24, 경민 : ?
2018. 6. 5. 11:24, (알 수 없음) : 업을걸
2018. 6. 5. 11:25, 부그뷰 : ㄴㄴ원래옛날엔
2018. 6. 5. 11:25, 부그뷰 : 없었어
2018. 6. 5. 11:25, 경민 : 글쿤
2018. 6. 5. 11:25, Sekwang Ludan : 신촌 애슐리 등급하나 올라갔다던데
2018. 6. 5. 11:25, Sekwang Ludan : 예전에
2018. 6. 5. 11:25, (알 수 없음) : 신애
2018. 6. 5. 11:25, (알 수 없음) : 애슐리중
2018. 6. 5. 11:25, (알 수 없음) : 최고아님?
2018. 6. 5. 11:26, Sekwang Ludan : 여의도 애슐리 다음일껄??
2018. 6. 5. 11:26, (알 수 없음) : 글쿤
2018. 6. 5. 11:26, (알 수 없음) : 여애다음이군
2018. 6. 5. 11:26, Sekwang Ludan : 여튼 상위 클래스임!
2018. 6. 5. 11:26, Sekwang Ludan : 상클애
2018. 6. 5. 11:27, (알 수 없음) : 신애..
2018. 6. 5. 11:27, (알 수 없음) : 애안간지
2018. 6. 5. 11:27, (알 수 없음) : 개오래딤
2018. 6. 5. 11:28, Sekwang Ludan : 근데 신애는 이쁨
2018. 6. 5. 11:29, 경민 : 에그래?
2018. 6. 5. 11:29, 경민 : 거기그냥
2018. 6. 5. 11:29, 경민 : 프리미엄
2018. 6. 5. 11:30, 경민 : 아녓음?
2018. 6. 5. 11:30, 경민 : 신촌 애슐리w+래
2018. 6. 5. 11:31, 경민 : 아뷔페ㅂ조져버리고시푼부분
2018. 6. 5. 11:33, (알 수 없음) : 나도
2018. 6. 5. 11:33, (알 수 없음) : 샵검색: #베스타 뷔페
2018. 6. 5. 11:33, Sekwang Ludan : 사진
2018. 6. 5. 11:33, (알 수 없음) : 뚝딱햇네
2018. 6. 5. 11:33, Sekwang Ludan : 혼자 닭죽 조지는중 ㅠㅠ
2018. 6. 5. 11:34, 경민 : 마ㅣ싯겟네
2018. 6. 5. 11:34, 경민 : 왜죽머거근데
2018. 6. 5. 11:34, 경민 : 아푸냐세광
2018. 6. 5. 11:34, 양우성 : 닭죽맛잇는대
2018. 6. 5. 11:37, (알 수 없음) : 닭죽맛잇지
2018. 6. 5. 11:39, Sekwang Ludan : 아니 ㅋㅋㅋㅋ 걍 클린하게 다시 좀 먹어야겠너
2018. 6. 5. 11:39, Sekwang Ludan : 돼지 됨
2018. 6. 5. 11:43, (알 수 없음) : 형
2018. 6. 5. 11:44, Sekwang Ludan : ????
2018. 6. 5. 11:44, (알 수 없음) : 아니다
2018. 6. 5. 11:44, (알 수 없음) : 어제생각보다
2018. 6. 5. 11:44, (알 수 없음) : 술안먹엇네
2018. 6. 5. 11:45, 경민 : 원준오빠
2018. 6. 5. 11:45, 경민 : 12시지나서
2018. 6. 5. 11:45, 경민 : 안마심?
2018. 6. 5. 11:45, (알 수 없음) : 어재마신듯
2018. 6. 5. 11:45, 경민 : 글쿤
2018. 6. 5. 11:46, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 11:47, (알 수 없음) : 아니근데질문
2018. 6. 5. 11:47, (알 수 없음) : 저기밑에6월15일
2018. 6. 5. 11:47, (알 수 없음) : 이런거채크해놓은애누구임
2018. 6. 5. 11:47, Sekwang Ludan : 스바라시
2018. 6. 5. 11:47, (알 수 없음) : 원준이형인데?
2018. 6. 5. 11:47, 경민 : 원준오빠네
2018. 6. 5. 11:47, 경민 : ㅋㅋㅋㅋㅋ
2018. 6. 5. 11:47, 경민 : 엠티가냐
2018. 6. 5. 11:47, Sekwang Ludan : 술약 미리했겠지
2018. 6. 5. 11:47, (알 수 없음) : 왜저기체크해놧지
2018. 6. 5. 11:47, Sekwang Ludan : ㅋㅋㅋㅋ
2018. 6. 5. 11:47, 경민 : 목금톤데
2018. 6. 5. 11:47, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 5. 11:47, 경민 : 어
2018. 6. 5. 11:47, 경민 : 나도잇는데
