Talk_2021.8.24 13:11-88.txt
저장한 날짜 : 2021. 8. 24. 13:14



2021년 8월 9일 월요일
2021. 8. 9. 08:27, 원준오빠 : 나도모르게 든든댄스 든든대앤 든든댄
2021. 8. 22. 12:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 12:11, 정우 : ㅎㅇㅎㅇ
2021. 8. 22. 12:11, 정우 : 다시일어남
2021. 8. 22. 12:11, 경민 : ㅎㅇ
2021. 8. 22. 12:23, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 12:23, abyss오재 : 김밥
2021. 8. 22. 12:23, abyss오재 : 시키고온다
2021. 8. 22. 12:23, abyss오재 : 라김 ㄱ?
2021. 8. 22. 12:23, 경민 : 굳
2021. 8. 22. 12:25, abyss오재 : 순 김 갈까
2021. 8. 22. 12:25, abyss오재 : 순대김밥;;;
2021. 8. 22. 12:25, 경민 : ㅋㅋㅋㅋㅋㅋㅋ질렷댜먀
2021. 8. 22. 12:26, 정우 : ㄱ
2021. 8. 22. 12:26, abyss오재 : 고민되네
2021. 8. 22. 12:33, abyss오재 : 하쉽지않다
2021. 8. 22. 12:33, abyss오재 : 거민어려워
2021. 8. 22. 12:39, 정우 : 하
2021. 8. 22. 12:39, 정우 : 나는점심뭐먹지
2021. 8. 22. 12:39, 정우 : 귀찮은데 나도시켜야하나
2021. 8. 22. 12:39, 정우 : ㅠ
2021. 8. 22. 12:42, abyss오재 : ㄱ
2021. 8. 22. 12:42, abyss오재 : 아잠오내
2021. 8. 22. 12:52, abyss오재 : 결국 순대 김밥으로왓다
2021. 8. 22. 12:52, abyss오재 : 갈겨
2021. 8. 22. 12:53, 정우 : 나는뭐먹지
2021. 8. 22. 12:56, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 12:56, 경민 : 나는머먹지,,,
2021. 8. 22. 12:56, 경민 : 아어제신라면볶음면
2021. 8. 22. 12:56, 경민 : 먹어봣는데
2021. 8. 22. 12:56, 경민 : 라볶이맛임
2021. 8. 22. 13:07, 정우 : 돈까스시킴
2021. 8. 22. 13:07, 정우 : 아 너무귀찮다 모든개
2021. 8. 22. 13:07, 정우 : 밥먹고 청소해야지
2021. 8. 22. 13:09, abyss오재 : 나도밥먹고
2021. 8. 22. 13:09, abyss오재 : 씻고청소갈겨야겟다
2021. 8. 22. 13:09, abyss오재 : 후
2021. 8. 22. 13:24, 경민 : 나는청소다함
2021. 8. 22. 13:24, 경민 : 샤때라고점심머거야지
2021. 8. 22. 13:26, abyss오재 : 좋구만
2021. 8. 22. 13:26, abyss오재 : 세시까지완료한다
2021. 8. 22. 13:28, 정우 : 굿
2021. 8. 22. 14:29, abyss오재 : 굿청소끝
2021. 8. 22. 14:34, 이석준 : 우리집도해주셈
2021. 8. 22. 14:36, abyss오재 : 안돼안도ㅑ
2021. 8. 22. 14:42, 양우성 : 오재 청소부 고용ㄱㄴ?
2021. 8. 22. 14:42, 양우성 : 집이넘더럽다 ㅠ
2021. 8. 22. 14:48, 경민 : ㅌㅌㅌㅌㅌㅌㅌ
2021. 8. 22. 14:57, 경민 : 오늘도막걸리
2021. 8. 22. 14:57, 경민 : 조져봄어떰;
2021. 8. 22. 14:57, 경민 : 늦은점심조지러가는데
2021. 8. 22. 14:57, 경민 : 코다리시른데 코다리모그러가쟤서
2021. 8. 22. 14:57, 경민 : 그집근데막걸리무한이래 그래서꼬심당함ㅁ
2021. 8. 22. 14:58, 이석준 : 막걸리로 배채우면
2021. 8. 22. 14:58, 이석준 : ㄱㄴ
2021. 8. 22. 14:59, 경민 : ㅇㅈㅇㅈ
2021. 8. 22. 15:04, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 15:04, abyss오재 : 청소부불가능
2021. 8. 22. 15:04, abyss오재 : 맞아어른들코다리ㅉㅁ잘시켜먹드라
2021. 8. 22. 15:04, abyss오재 : 울엄빠도자주먹더라
2021. 8. 22. 15:05, 경민 : 코다리,,,,
2021. 8. 22. 15:05, 경민 : 어른되면마싯나
2021. 8. 22. 15:05, 경민 : 아직은별로안땡기는데
2021. 8. 22. 15:06, 이석준 : 코다리찜 못먹음
2021. 8. 22. 15:06, 이석준 : 없어서
2021. 8. 22. 15:07, 원준오빠 : ㅎㅇㅎㅇ
2021. 8. 22. 15:07, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 15:07, abyss오재 : ㅎㅇㅎㅇ
2021. 8. 22. 15:07, 원준오빠 : 2시에 인남
2021. 8. 22. 15:07, abyss오재 : 접때집에서시켜먹으니
2021. 8. 22. 15:07, abyss오재 : ㄱㅊㄱㅊ하더라고엄빠랑묵으니
2021. 8. 22. 15:07, abyss오재 : 나도공부하려고
2021. 8. 22. 15:07, abyss오재 : 이제앉앗음
2021. 8. 22. 15:07, 원준오빠 : 코다리 마싯음
2021. 8. 22. 15:07, abyss오재 : 어떰
2021. 8. 22. 15:07, abyss오재 : ?
2021. 8. 22. 15:07, 원준오빠 : ㅇㅋ 오늘 공부 day
2021. 8. 22. 15:08, 원준오빠 : 한판ㄱ?
2021. 8. 22. 15:08, abyss오재 : ㅌㅋ
2021. 8. 22. 15:08, abyss오재 : 시작전에
2021. 8. 22. 15:08, abyss오재 : 딱한판만하고간다
2021. 8. 22. 15:08, 원준오빠 : ㅇㅈ
2021. 8. 22. 15:08, abyss오재 : 카몽
2021. 8. 22. 15:09, 원준오빠 : 커밍~~~~
2021. 8. 22. 15:09, 양우성 : 코다리에 막걸리 침나온다
2021. 8. 22. 15:27, abyss오재 : 조ㅠ
2021. 8. 22. 15:27, abyss오재 : 휴
2021. 8. 22. 15:28, 원준오빠 : 휴
2021. 8. 22. 15:28, 원준오빠 : 이따 정우 오면 하머?
2021. 8. 22. 15:28, abyss오재 : 한판을
2021. 8. 22. 15:28, abyss오재 : 더해도되겟지?
2021. 8. 22. 15:29, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 15:29, 원준오빠 : ㅁㅊ
2021. 8. 22. 15:29, 원준오빠 : ㄱㄱ
2021. 8. 22. 15:46, abyss오재 : 후사등
2021. 8. 22. 15:46, 원준오빠 : 얼
2021. 8. 22. 15:46, 원준오빠 : ㅊㅋ
2021. 8. 22. 15:46, 원준오빠 : 초반에 악동 진흙탕이었던거
2021. 8. 22. 15:46, 원준오빠 : 암?
2021. 8. 22. 15:46, 원준오빠 : ㅅㅂ
2021. 8. 22. 15:46, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 15:46, 원준오빠 : 달리네
2021. 8. 22. 15:46, 원준오빠 : 개웃기네
2021. 8. 22. 15:47, abyss오재 : ㅠ아씨
2021. 8. 22. 15:47, abyss오재 : 공부언제하지
2021. 8. 22. 15:49, 정우 : 공부해라
2021. 8. 22. 15:49, abyss오재 : 이판하고한다
2021. 8. 22. 15:50, abyss오재 : 진짜한다..
2021. 8. 22. 15:51, 원준오빠 : ㅇㅋ
2021. 8. 22. 15:53, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 15:53, abyss오재 : 내직스어떰
2021. 8. 22. 15:56, 원준오빠 : 오재 쎄네 이번판
2021. 8. 22. 15:56, 원준오빠 : ㅇㅈ함
2021. 8. 22. 15:56, 원준오빠 : 개쎌듯
2021. 8. 22. 15:56, 원준오빠 : 극혐이더
2021. 8. 22. 15:59, abyss오재 : 근데몸빵이
2021. 8. 22. 15:59, abyss오재 : 또업승ㅁ
2021. 8. 22. 15:59, abyss오재 : ㅎ;ㅎ
2021. 8. 22. 16:00, 원준오빠 : 기병대나 기사를 넣르셈
2021. 8. 22. 16:00, 원준오빠 : 어떰
2021. 8. 22. 16:00, 원준오빠 : 무생물 말고
2021. 8. 22. 16:00, abyss오재 : ㅇㅋ
2021. 8. 22. 16:01, abyss오재 : 무생물
2021. 8. 22. 16:01, abyss오재 : 얘 2성찍었는데
2021. 8. 22. 16:01, abyss오재 : 근데
2021. 8. 22. 16:02, abyss오재 : 답없다
2021. 8. 22. 16:02, abyss오재 : 그냥
2021. 8. 22. 16:02, abyss오재 : 접는게답인듯
2021. 8. 22. 16:02, abyss오재 : ㅠ
2021. 8. 22. 16:02, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:03, abyss오재 : 20점에서
2021. 8. 22. 16:03, abyss오재 : 지금까지
2021. 8. 22. 16:03, abyss오재 : 한번에
2021. 8. 22. 16:03, abyss오재 : 쭉갔다
2021. 8. 22. 16:03, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:03, abyss오재 : ㅂㅇ ..
2021. 8. 22. 16:03, abyss오재 : 공부하라는
2021. 8. 22. 16:03, abyss오재 : 롤체의
2021. 8. 22. 16:03, 정우 : 공부해라
2021. 8. 22. 16:03, abyss오재 : 뜻이다
2021. 8. 22. 16:03, abyss오재 : ㅇㅋㅇㅋ
2021. 8. 22. 16:06, 원준오빠 : 푸핫 2등 개꿀
2021. 8. 22. 16:06, 원준오빠 : 아앗..
2021. 8. 22. 16:06, 원준오빠 : 오재 힘내고
2021. 8. 22. 16:06, 원준오빠 : 공부 ㄱㄱ
2021. 8. 22. 16:12, abyss오재 : ㅎㅌㅎㅌ
2021. 8. 22. 16:12, abyss오재 : 잠시피곤하니까눕ㄱ가능
2021. 8. 22. 16:12, abyss오재 : 날씨진짜뭐지개시원하넴
2021. 8. 22. 16:13, 정우 : 오 날시원하냐
2021. 8. 22. 16:15, abyss오재 : 그럴걸
2021. 8. 22. 16:18, 원준오빠 : 바람 맞통하면 개시원하다
2021. 8. 22. 16:18, 원준오빠 : 근데 내 방은
2021. 8. 22. 16:18, 원준오빠 : 바람이 나한테 안와 시붕
2021. 8. 22. 16:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:18, 정우 : 산책을 조져볼까
2021. 8. 22. 16:18, 원준오빠 : 산책할땐
2021. 8. 22. 16:18, 원준오빠 : ㄷㄷㄷㅈ
2021. 8. 22. 16:18, 원준오빠 : ㅎㅋ
2021. 8. 22. 16:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:19, abyss오재 : 아
2021. 8. 22. 16:19, abyss오재 : 사진
2021. 8. 22. 16:19, abyss오재 : 좋네
2021. 8. 22. 16:19, 원준오빠 : ㅊㅋㅋ
2021. 8. 22. 16:21, 경민 : ㅎㅎ
2021. 8. 22. 16:21, 경민 : 개취해서
2021. 8. 22. 16:21, 경민 : 엄빠아빠한테
2021. 8. 22. 16:21, 경민 : 개소리개함
2021. 8. 22. 16:21, 경민 : 이모티콘 
2021. 8. 22. 16:23, 정우 : 공부해라
2021. 8. 22. 16:23, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:26, 원준오빠 : 먼소리함
2021. 8. 22. 16:28, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:28, 경민 : 언니가옛날에
2021. 8. 22. 16:28, 경민 : 엄빠한테비밀이라고 나한테해줬던얘기들
2021. 8. 22. 16:28, 경민 : 개불어버림
2021. 8. 22. 16:28, 경민 : 이모티콘 
2021. 8. 22. 16:28, 경민 : 개망햇쥬
2021. 8. 22. 16:28, 경민 : 취한게분명
2021. 8. 22. 16:28, 경민 : 막걸리 3주전자조지고
2021. 8. 22. 16:28, 경민 : 갸취햇다
2021. 8. 22. 16:28, 경민 : 이모티콘 
2021. 8. 22. 16:32, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:32, 원준오빠 : 개웃기네
2021. 8. 22. 16:32, 원준오빠 : 오야붕한테 비밀 말하면 안된다~
2021. 8. 22. 16:32, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:32, 경민 : ㅠ
2021. 8. 22. 16:32, 경민 : 아니ㅠㅠ
2021. 8. 22. 16:32, 경민 : 이모티콘 
2021. 8. 22. 16:33, 경민 : 약강그런얘기임
2021. 8. 22. 16:33, 경민 : 엄빠가 언니 남친맘에안들어햇엇거든
2021. 8. 22. 16:33, 경민 : 그거애대해서
2021. 8. 22. 16:33, 경민 : 섭섭해랬엇던것들,,,
2021. 8. 22. 16:33, 경민 : 근데섭섭할만하지
2021. 8. 22. 16:33, 경민 : ㅇㅈㄹㅈ
2021. 8. 22. 16:33, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:34, 경민 : ㄹㅎㅎ;;;
2021. 8. 22. 16:34, 경민 : 님들나
2021. 8. 22. 16:34, 경민 : 롤체안한지
2021. 8. 22. 16:34, 경민 : 2주
2021. 8. 22. 16:34, 경민 : 됐느내
2021. 8. 22. 16:34, abyss오재 : 옹
2021. 8. 22. 16:34, 경민 : 초고속은안한지
2021. 8. 22. 16:34, 경민 : 한달된거같은데
2021. 8. 22. 16:34, 경민 : 껴주냐?
2021. 8. 22. 16:34, 원준오빠 : 야붕 나 하이퍼 찍음
2021. 8. 22. 16:34, 원준오빠 : 이따 할때 껴줌
2021. 8. 22. 16:34, 경민 : ㅋㅌㅌㅌㅌㅌㅌㅌㅌ
2021. 8. 22. 16:34, 경민 : 조음
2021. 8. 22. 16:34, 경민 : 이모티콘 
2021. 8. 22. 16:34, 원준오빠 : 사실
2021. 8. 22. 16:35, 원준오빠 : 난 지금도 접속해놓고
2021. 8. 22. 16:35, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:35, 원준오빠 : 공부하는중임
2021. 8. 22. 16:35, 원준오빠 : ㅎㅋ
2021. 8. 22. 16:35, 경민 : 롤삐는몇점이지
2021. 8. 22. 16:35, 경민 : 로그인해보소옴
2021. 8. 22. 16:35, 원준오빠 : 나랑 한판 하실?
2021. 8. 22. 16:35, 원준오빠 : 오재 2천대라
2021. 8. 22. 16:35, 원준오빠 : 올려다보기 목아플듯
2021. 8. 22. 16:35, 원준오빠 : ㅎㅋㅎㅋㅎㅋ
2021. 8. 22. 16:37, abyss오재 : 누워서보면되
2021. 8. 22. 16:37, abyss오재 : 끈데너무자옴
2021. 8. 22. 16:37, abyss오재 : 자야겟자
2021. 8. 22. 16:37, 원준오빠 : 천재네
2021. 8. 22. 16:37, 원준오빠 : 잘자셈
2021. 8. 22. 16:39, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:39, 경민 : 엥
2021. 8. 22. 16:39, 경민 : 롤삐는
2021. 8. 22. 16:39, 경민 : 점수업는거같은데?
2021. 8. 22. 16:39, 원준오빠 : 머지
2021. 8. 22. 16:39, 경민 : 이모티콘 하실분구함
2021. 8. 22. 16:39, 원준오빠 : 그럴리가
2021. 8. 22. 16:39, 원준오빠 : 한판 ㄱ
2021. 8. 22. 16:39, 경민 : 사진
2021. 8. 22. 16:39, 경민 : 암것도업는데
2021. 8. 22. 16:40, 경민 : 크메만조졋나본데?
2021. 8. 22. 16:40, 경민 : 나근데 ㅇ하도안하고 술도취해ㅛㅓ
2021. 8. 22. 16:40, 경민 : 개못할즛
2021. 8. 22. 16:40, 원준오빠 : 굿
2021. 8. 22. 16:40, 경민 : 점수올릴사람모여라
2021. 8. 22. 16:40, 원준오빠 : 야붕을 밟고 우승가겠음
2021. 8. 22. 16:40, 경민 : 조음
2021. 8. 22. 16:41, 원준오빠 : 진짜 ㅇ벗네
2021. 8. 22. 16:41, 원준오빠 : 없네
2021. 8. 22. 16:41, 경민 : ㅋㅋㅋㅋㅇㅇ
2021. 8. 22. 16:41, 경민 : 안한지
2021. 8. 22. 16:41, 경민 : 개오랴댬
2021. 8. 22. 16:41, 경민 : 나이데개못하니까
2021. 8. 22. 16:41, 경민 : 꺄주셈 ㅜ
2021. 8. 22. 16:41, 원준오빠 : ㅇㅋㅇㅋ
2021. 8. 22. 16:42, 원준오빠 : 롤비 가능
2021. 8. 22. 16:55, 경민 : 꼴지
2021. 8. 22. 16:55, 경민 : ;
2021. 8. 22. 16:56, 경민 : 템포가왜케다르누
2021. 8. 22. 16:56, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 16:56, 경민 : 돈 40원잇는데
2021. 8. 22. 17:00, 원준오빠 : 롤삐 언제감 ㅠㅜ
2021. 8. 22. 17:00, 경민 : ㅋㅌㅌㅌ
2021. 8. 22. 17:00, 경민 : 젤먼저감
2021. 8. 22. 17:00, 경민 : 딩거가
2021. 8. 22. 17:00, 경민 : 템이업누
2021. 8. 22. 17:02, 경민 : 딩거빼고
2021. 8. 22. 17:02, 경민 : 다 맨앞에놓으셈
2021. 8. 22. 17:02, 경민 : 브랜드 ㅈㄴ노쓸모야
2021. 8. 22. 17:03, 경민 : (ㄹ;;;
2021. 8. 22. 17:03, 경민 : 개고수
2021. 8. 22. 17:03, 원준오빠 : 클클
2021. 8. 22. 17:03, 원준오빠 : ㄳㄳ
2021. 8. 22. 17:03, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 17:03, 경민 : ㅠ나 좁밥된거같은데
2021. 8. 22. 17:03, 원준오빠 : 기분이가 조쿤
2021. 8. 22. 17:03, 원준오빠 : 올만이라 그럼
2021. 8. 22. 17:03, 원준오빠 : 나 공부하고옴
2021. 8. 22. 17:03, 원준오빠 : 이따 애들이랑 같이하자
2021. 8. 22. 17:03, 경민 : 엔 ㅠㅇㅋ
2021. 8. 22. 17:03, 경민 : 근데
2021. 8. 22. 17:03, 경민 : 8등해도
2021. 8. 22. 17:03, 경민 : 2600점인데?
2021. 8. 22. 17:03, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 17:03, 원준오빠 : ;
2021. 8. 22. 17:03, 원준오빠 : 오잳보다
2021. 8. 22. 17:03, 원준오빠 : 높네
2021. 8. 22. 17:03, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 17:03, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 17:04, 경민 : 오재3000아니가...?;
2021. 8. 22. 17:04, 원준오빠 : 오재훈,, 겸손한 자,,
2021. 8. 22. 17:04, 원준오빠 : 아뉘,,
2021. 8. 22. 17:04, 원준오빠 : 말을아낄게,,
2021. 8. 22. 17:04, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅋ,,,,,
2021. 8. 22. 17:15, 재환오빠 : 속보) 페이커 미드 이렐리아
2021. 8. 22. 17:22, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 17:22, 경민 : 하
2021. 8. 22. 17:22, 경민 : 요새경기안본지 개오래댐 ㅠ
2021. 8. 22. 17:22, 경민 : 이모티콘 
2021. 8. 22. 17:45, abyss오재 : 어우지금까지잣다
2021. 8. 22. 17:47, 원준오빠 : 굳아프터눈
2021. 8. 22. 18:00, 원준오빠 : 한시간 공부 했으니 뛰러 가야지
2021. 8. 22. 18:02, abyss오재 : 오우
2021. 8. 22. 18:07, 경민 : ㄱ?;
2021. 8. 22. 18:13, 원준오빠 : 오 스포티파이 애플워치에 음악 다운받기됨;;;;
2021. 8. 22. 18:13, 원준오빠 : 다운받고 나가야지
2021. 8. 22. 18:13, 원준오빠 : ㄱ?
2021. 8. 22. 18:20, 원준오빠 : 운동 감
2021. 8. 22. 18:24, 경민 : ㅌㅌㅌㅌㅌㅌ
2021. 8. 22. 18:24, 경민 : ㅠ
2021. 8. 22. 18:24, 경민 : ㅇㅋ
2021. 8. 22. 18:24, 경민 : 점이따밤에
2021. 8. 22. 18:24, 경민 : 뗘주셈
2021. 8. 22. 18:24, 경민 : 2600따리
2021. 8. 22. 18:53, 재환오빠 : 티원 젠지 존잼이누
2021. 8. 22. 19:06, 이석준 : ㅇㅈㅇㅈ
2021. 8. 22. 19:06, 이석준 : 첫판보고 그냥 무너지나했는데
2021. 8. 22. 19:18, abyss오재 : 친구왓음
2021. 8. 22. 19:18, abyss오재 : 오늘도면접전에
2021. 8. 22. 19:18, abyss오재 : 술쌔린다
2021. 8. 22. 19:18, abyss오재 : 🍻🍻
2021. 8. 22. 19:36, 정우 : ;;;;;;;;;;;;;;;;;;
2021. 8. 22. 19:36, 정우 : 이정도면 루틴
2021. 8. 22. 19:36, abyss오재 : ㅇㅈ
2021. 8. 22. 19:36, abyss오재 : 루틴
2021. 8. 22. 19:38, abyss오재 : 오루틴
2021. 8. 22. 19:46, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 20:15, 원준오빠 : ㅁㅊ
2021. 8. 22. 20:15, 원준오빠 : 내일 면잡임??
2021. 8. 22. 20:16, abyss오재 : 낼오후세시
2021. 8. 22. 20:17, abyss오재 : 두구두구해
2021. 8. 22. 20:18, 원준오빠 : 올
2021. 8. 22. 20:18, 원준오빠 : ㅍㅇㅌ
2021. 8. 22. 20:18, 원준오빠 : 3시면 밤새는건 안되갰네
2021. 8. 22. 20:22, abyss오재 : 사진
2021. 8. 22. 20:22, abyss오재 : 갈김
2021. 8. 22. 20:23, abyss오재 : 그렇슴니다
2021. 8. 22. 20:23, abyss오재 : 먹고일찍자야지
2021. 8. 22. 20:26, 원준오빠 : 오 슈밤 마싯겠다
2021. 8. 22. 20:27, abyss오재 : 필라프스테이크파스타
2021. 8. 22. 20:27, abyss오재 : 갈겨어
2021. 8. 22. 20:27, 정우 : 파스타를
2021. 8. 22. 20:27, 정우 : 또먹네
2021. 8. 22. 20:27, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 20:28, 정우 : 3일동안 감바스 파스타 하몽멜론 피자 필라프 스테이크 파스타
2021. 8. 22. 20:28, 정우 : 거의 유럽인
2021. 8. 22. 20:28, 정우 : 부럽다;;;;
2021. 8. 22. 20:28, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 20:29, 이석준 : 유럽인도 저렇게는 안먹을듯;
2021. 8. 22. 20:30, 원준오빠 : 맛있겠다
2021. 8. 22. 20:30, 원준오빠 : 난 회먹음
2021. 8. 22. 20:41, 정우 : 오 회도 맛있겠다;;;
2021. 8. 22. 20:41, 정우 : 이모티콘 
2021. 8. 22. 20:47, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 20:47, abyss오재 : 오늘집사부
2021. 8. 22. 20:47, abyss오재 : 제덕이존귀네 ㄹㅇ
2021. 8. 22. 20:47, abyss오재 : ㅎㅋ?;,;
2021. 8. 22. 20:47, abyss오재 : ㅋㅎㅋㅎ
2021. 8. 22. 20:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 20:54, abyss오재 : ㄹㅇ존나귀여웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 20:54, abyss오재 : 개애기네
2021. 8. 22. 20:57, 원준오빠 : 응애다 임마
2021. 8. 22. 20:57, 원준오빠 : ;
2021. 8. 22. 20:57, 원준오빠 : 도발 어떰
2021. 8. 22. 20:59, abyss오재 : 아응애에요
2021. 8. 22. 21:30, abyss오재 : ㅅㅂ친구한테
2021. 8. 22. 21:30, abyss오재 : 또면접전날숳마신다니까
2021. 8. 22. 21:30, abyss오재 : 진로 면접보냐는데
2021. 8. 22. 21:30, abyss오재 : ㅅㅂ
2021. 8. 22. 21:33, 원준오빠 : 합리적 의심이네
2021. 8. 22. 21:33, 원준오빠 : 바로 합격
2021. 8. 22. 21:45, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 21:45, 정우 : 개웃기네
2021. 8. 22. 21:45, 정우 : 진로 연구소가자
2021. 8. 22. 21:48, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 21:48, 경민 : 개웃기네 ㅅㅂ
2021. 8. 22. 21:54, 정우 : 축구봐야징
2021. 8. 22. 21:54, 정우 : 이모티콘 
2021. 8. 22. 21:59, 정우 : 맥주한캔만먹는다
2021. 8. 22. 22:05, abyss오재 : 사진
2021. 8. 22. 22:05, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 22:05, 정우 : 오스타;;
2021. 8. 22. 22:06, abyss오재 : 기름은내꺼안쓴다
2021. 8. 22. 22:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 22:07, 정우 : ㅇㅈ
2021. 8. 22. 22:07, 경민 : 여기파스타잇은데
2021. 8. 22. 22:07, 경민 : 먹고또머굼
2021. 8. 22. 22:07, 경민 : ?
2021. 8. 22. 22:17, 원준오빠 : 오 했음?ㅋㅋㅋㅋㅋ
2021. 8. 22. 22:23, abyss오재 : 햇느햇으
2021. 8. 22. 22:23, abyss오재 : 먹또먹
2021. 8. 22. 22:28, 정우 : ㅁㄸㅁ
2021. 8. 22. 22:28, 정우 : 니내일 휴가냐 그럼
2021. 8. 22. 22:30, 경민 : ㅁㄸㅁ
2021. 8. 22. 22:30, abyss오재 : ㅎㄱ지
2021. 8. 22. 22:30, abyss오재 : 1년동안
2021. 8. 22. 22:30, abyss오재 : 깔끔히잘썼다
