Talk_2021.8.24 13:11-78.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 3일 일요일
2021. 1. 3. 22:36, abyss오재 : 경소봐야하는데티빙터졋어
2021. 1. 18. 16:38, abyss오재 : 파파고
2021. 1. 18. 16:38, abyss오재 : 존나훌륭하네
2021. 1. 18. 16:38, abyss오재 : conducive 라는 단어까지 추천해줌;
2021. 1. 18. 16:38, abyss오재 : 난생첨보누;
2021. 1. 18. 16:39, 빠충 : 시벌 소개팅하는것도 아니고
2021. 1. 18. 16:39, 빠충 : 읽었는지 신경 존나써야되누
2021. 1. 18. 16:39, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:39, abyss오재 : 빠충
2021. 1. 18. 16:39, abyss오재 : 궁금한거물어봐도됨?
2021. 1. 18. 16:39, 경민 : ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:39, 빠충 : ㅇㅇ
2021. 1. 18. 16:39, abyss오재 : 파란 실선 영어로하면 blue solid line이라고함 solid blue line
2021. 1. 18. 16:39, abyss오재 : 이라고 함?
2021. 1. 18. 16:40, 빠충 : 파란 점선이면 blue dotted line이니까
2021. 1. 18. 16:40, 빠충 : Blue solid line이겠니
2021. 1. 18. 16:40, 빠충 : 네
2021. 1. 18. 16:40, abyss오재 : 그치
2021. 1. 18. 16:40, abyss오재 : grammrly
2021. 1. 18. 16:40, abyss오재 : 개새끼
2021. 1. 18. 16:40, 빠충 : ㅇㅇ
2021. 1. 18. 16:40, abyss오재 : solid blue라고 나와
2021. 1. 18. 16:40, 빠충 : 근데 뭐
2021. 1. 18. 16:40, 빠충 : 문제가 크게 있을라나 싶긴해
2021. 1. 18. 16:40, abyss오재 : 그렇기도해
2021. 1. 18. 16:41, abyss오재 : 고마워
2021. 1. 18. 16:41, abyss오재 : 이모티콘 
2021. 1. 18. 16:41, 재환오빠 : 걍 블루라인 해도 되잖아 사실
2021. 1. 18. 16:44, abyss오재 : 그렇긴해요;;;;
2021. 1. 18. 16:44, abyss오재 : 맞네
2021. 1. 18. 16:44, abyss오재 : 껑스
2021. 1. 18. 16:44, 정우 : ㅁㅊ워치 충전한다고 빼놓고
2021. 1. 18. 16:45, 정우 : 충전기전원꺼놨었네
2021. 1. 18. 16:45, 정우 : 병신인가진짜
2021. 1. 18. 16:45, abyss오재 : ㄱㅊㄱㅊ;
2021. 1. 18. 16:45, abyss오재 : 울집에안놔두고간게어디
2021. 1. 18. 16:45, 정우 : ㄳㄳ;;;
2021. 1. 18. 16:46, 정우 : 와 오재훈
2021. 1. 18. 16:46, 빠충 : 아 드디어 작업할당받았네
2021. 1. 18. 16:46, 정우 : 너네집에서 안되던거 2개중에하나
2021. 1. 18. 16:46, 정우 : 된다
2021. 1. 18. 16:46, 정우 : ㅅㅂ얘도 주말쉬고
2021. 1. 18. 16:46, 정우 : 평일만일하나?
2021. 1. 18. 16:46, 정우 : 컴퓨터주제에ㅅㅂ;;;;;;;;;;;;;
2021. 1. 18. 16:46, 정우 : 왜월요일되니까 돌아감 어이없네
2021. 1. 18. 16:46, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:49, abyss오재 : 엥
2021. 1. 18. 16:49, abyss오재 : 원래그런거누
2021. 1. 18. 16:49, abyss오재 : 그래서우리도 평일에만일함
2021. 1. 18. 16:49, abyss오재 : 왜컴터는 주말까지일시킬려고그럼?
2021. 1. 18. 16:49, abyss오재 : 어이업누;
2021. 1. 18. 16:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:56, 정우 : 그래야 내가 평일에
2021. 1. 18. 16:56, 정우 : 루팡을하지;;;;
2021. 1. 18. 16:56, 정우 : 하이튼
2021. 1. 18. 16:56, 정우 : 이렇게또하나 배워갑니다
2021. 1. 18. 16:56, 정우 : ㅅㅂ
2021. 1. 18. 16:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:56, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:01, abyss오재 : 그건또맞는말이누
2021. 1. 18. 17:01, abyss오재 : 호호호호호호
2021. 1. 18. 17:04, 정우 : ㅅㅂ
2021. 1. 18. 17:04, 정우 : 나들었던거
2021. 1. 18. 17:04, 정우 : 사진
2021. 1. 18. 17:04, 정우 : 이번엔 채용확정형이라네
2021. 1. 18. 17:04, 정우 : ㅅㅂ
2021. 1. 18. 17:04, 정우 : ;;;;;;;;;;
2021. 1. 18. 17:04, 정우 : 나저기 최종에서 떨어졌는데
2021. 1. 18. 17:05, 정우 : 존나어이없네 갑자기
2021. 1. 18. 17:08, 경민 : 재지원
2021. 1. 18. 17:08, 경민 : ㄱ
2021. 1. 18. 17:08, 경민 : 아니면저기업에
2021. 1. 18. 17:08, 경민 : 지원해서
2021. 1. 18. 17:08, 경민 : 했던거어필하면
2021. 1. 18. 17:08, 경민 : 안대누?
2021. 1. 18. 17:09, 정우 : 했는데도 떨어졌누?
2021. 1. 18. 17:09, 경민 : ㅜㅜ
2021. 1. 18. 17:09, 정우 : 근데이번엔 확정형이래
2021. 1. 18. 17:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:09, 정우 : 개씨발
2021. 1. 18. 17:09, 정우 : 안해
2021. 1. 18. 17:09, 정우 : 취업안해 시발들아
2021. 1. 18. 17:09, 정우 : ㅗ
2021. 1. 18. 17:10, 원준오빠 : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:10, 원준오빠 : 양아치네;;
2021. 1. 18. 17:10, 빠충 : 대학원ㄱ?
2021. 1. 18. 17:10, abyss오재 : 엥씨발
2021. 1. 18. 17:10, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ악마누
2021. 1. 18. 17:10, abyss오재 : PL 앨범이랑 태연 LP
2021. 1. 18. 17:10, 빠충 : 좀 ㅈ같긴하네
2021. 1. 18. 17:10, 정우 : 아 다안해
2021. 1. 18. 17:10, 정우 : ㅅㅂ
2021. 1. 18. 17:10, abyss오재 : 같이주문해서 2월달에배달되는걸로 되어있었거든?
2021. 1. 18. 17:10, 정우 : 술쳐먹다갈래 그냥
2021. 1. 18. 17:10, 빠충 : 어 피엘 스푼 스타임
2021. 1. 18. 17:10, abyss오재 : 근데씨발;
2021. 1. 18. 17:10, abyss오재 : 갑자기
2021. 1. 18. 17:11, abyss오재 : 배송됨?
2021. 1. 18. 17:11, 빠충 : 말리부
2021. 1. 18. 17:11, abyss오재 : 씨발
2021. 1. 18. 17:11, abyss오재 : 서울로 해놨는데?
2021. 1. 18. 17:11, 빠충 : 덕분에
2021. 1. 18. 17:11, abyss오재 : 개씨발병신같은
2021. 1. 18. 17:11, abyss오재 : ㅠ
2021. 1. 18. 17:11, 빠충 : 어
2021. 1. 18. 17:11, 빠충 : 오늘 에픽하이 뮤비 공개날 아닌가
2021. 1. 18. 17:11, 경민 : 헐어캄
2021. 1. 18. 17:11, 빠충 : 그거나 보자 @이정우@ABYSS
2021. 1. 18. 17:11, abyss오재 : 근데 이번주에
2021. 1. 18. 17:11, abyss오재 : 거기가긴가니까
2021. 1. 18. 17:11, abyss오재 : 거기서택배받기가능?
2021. 1. 18. 17:11, abyss오재 : 시발근데그게무슨상황이야
2021. 1. 18. 17:11, 빠충 : 그거 택배아자씨 번호 뜨면
2021. 1. 18. 17:12, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ존나어이업네
2021. 1. 18. 17:12, 빠충 : 바로 전화때려야겠는데
2021. 1. 18. 17:12, 빠충 : 아저씨 그게 아니구요 하몀서
2021. 1. 18. 17:12, abyss오재 : 아니 이거 같이 배송해준댔는데
2021. 1. 18. 17:12, abyss오재 : 왜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갑자기 쳐바꿔서 혼자오냐
2021. 1. 18. 17:12, 빠충 : 맘바꿨네...
2021. 1. 18. 17:12, 빠충 : 변했네변했어
2021. 1. 18. 17:12, 정우 : 하
2021. 1. 18. 17:12, 정우 : 아
2021. 1. 18. 17:12, 정우 : 아 갑자기 존나현타와
2021. 1. 18. 17:12, 정우 : ㅅㅂ
2021. 1. 18. 17:12, 빠충 : ㅌㄷㅌㄷ
2021. 1. 18. 17:14, abyss오재 : 일단문의등록했다
2021. 1. 18. 17:14, abyss오재 : 아니근데
2021. 1. 18. 17:14, abyss오재 : 왜걔네들도맘바꿨대
2021. 1. 18. 17:16, 정우 : 뭐
2021. 1. 18. 17:16, 정우 : 쟤네?
2021. 1. 18. 17:16, abyss오재 : ㅇㅇ
2021. 1. 18. 17:17, 정우 : 모르지 뭐
2021. 1. 18. 17:17, 정우 : 아니근데
2021. 1. 18. 17:17, 정우 : 하
2021. 1. 18. 17:17, 정우 : 시발
2021. 1. 18. 17:17, 정우 : 이번에그렇게 다떨어진거알면
2021. 1. 18. 17:17, 정우 : 우리한테 양심적으로
2021. 1. 18. 17:17, 정우 : 저딴거 홍보해달라고하는건
2021. 1. 18. 17:17, abyss오재 : 엥
2021. 1. 18. 17:17, 정우 : 그딴소리가 나오나
2021. 1. 18. 17:17, 정우 : ㅅㅂ
2021. 1. 18. 17:17, abyss오재 : 개노매너
2021. 1. 18. 17:17, 경민 : ㄹㅇ;인성
2021. 1. 18. 17:17, 경민 : 터졋누
2021. 1. 18. 17:17, 정우 : 그래서안거임;;;쟤네가
2021. 1. 18. 17:18, 정우 : 홍보해달라고 단톡올려서
2021. 1. 18. 17:18, 정우 : 시벌탱
2021. 1. 18. 17:18, 정우 : 가만히있다가
2021. 1. 18. 17:18, 정우 : 쳐맞아벌임ㅅㅂ
2021. 1. 18. 17:18, 경민 : ㅜ
2021. 1. 18. 17:19, abyss오재 : fd
2021. 1. 18. 17:19, abyss오재 : ㄹㅇ
2021. 1. 18. 17:19, abyss오재 : 개노매너아니누
2021. 1. 18. 17:20, abyss오재 : 근데피엘왜스푼스타임
2021. 1. 18. 17:20, 빠충 : ㅁㄹ
2021. 1. 18. 17:20, 빠충 : 스타래
2021. 1. 18. 17:20, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:20, 빠충 : 저 들어오기 전부터
2021. 1. 18. 17:20, 빠충 : 그랬다니
2021. 1. 18. 17:23, abyss오재 : 당황스럽네
2021. 1. 18. 17:23, abyss오재 : 하
2021. 1. 18. 17:23, abyss오재 : 장기썰렸다
2021. 1. 18. 17:23, abyss오재 : 다들유산균잘먹으세요
2021. 1. 18. 17:23, abyss오재 : 야근데
2021. 1. 18. 17:23, abyss오재 : 나이제 메플못들어감 이사할떄까지
2021. 1. 18. 17:23, abyss오재 : 진짜
2021. 1. 18. 17:23, abyss오재 : ㅋㅋㅋㅋㅋㅋ집책상버려서
2021. 1. 18. 17:23, abyss오재 : 앉을수가없다..
2021. 1. 18. 17:23, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:23, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:23, abyss오재 : 누워서 메플해야함
2021. 1. 18. 17:23, abyss오재 : ㅅㅂ
2021. 1. 18. 17:23, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대존잼각?
2021. 1. 18. 17:23, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:27, 경민 : 눕방 ㄱ
2021. 1. 18. 17:29, abyss오재 : 마우스랑 키보드 둘다무선이니까
2021. 1. 18. 17:29, abyss오재 : 침대눕방할만할거같기도하고
2021. 1. 18. 17:34, 빠충 : 가능하지
2021. 1. 18. 17:34, 빠충 : 나 아이패드에 블투 마우스 키보드 연결하고
2021. 1. 18. 17:34, 빠충 : 누워서 손 안대고 인터넷서핑조지는데
2021. 1. 18. 17:35, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:35, abyss오재 : 홀리
2021. 1. 18. 17:35, abyss오재 : 몰리
2021. 1. 18. 17:35, abyss오재 : 제니
2021. 1. 18. 17:35, abyss오재 : 생일기념 유투브팠는데
2021. 1. 18. 17:35, abyss오재 : 하루만에 구독자 320만이라는데
2021. 1. 18. 17:35, abyss오재 : 어제올린영상조횟수천만
2021. 1. 18. 17:35, 빠충 : ㅁㅈ
2021. 1. 18. 17:35, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미쳐따리네
2021. 1. 18. 17:36, 빠충 : 골드버튼인가
2021. 1. 18. 17:36, 빠충 : 된다며 벌써
2021. 1. 18. 17:36, 정우 : ㅁㅊ
2021. 1. 18. 17:36, abyss오재 : 인생
2021. 1. 18. 17:36, 경민 : ㅁㅊ
2021. 1. 18. 17:36, 경민 : 개지려
2021. 1. 18. 17:36, abyss오재 : 리얼개쌉꿀잼이겟다
2021. 1. 18. 17:36, 정우 : ㄹㅇ
2021. 1. 18. 17:36, 정우 : 나도
2021. 1. 18. 17:36, 정우 : 그렇게살아보고싶다
2021. 1. 18. 17:36, abyss오재 : https://www.youtube.com/watch?v=erYPvNbc_mc
2021. 1. 18. 17:36, abyss오재 : 홀리몰리 이거인듯
2021. 1. 18. 17:36, 빠충 : 요새 미는거 이거임?
2021. 1. 18. 17:36, 경민 : 헬로월드
2021. 1. 18. 17:36, 경민 : 시강ㄴ이네
2021. 1. 18. 17:36, 경민 : ㅅㅂ;
2021. 1. 18. 17:36, 경민 : ㅎ
2021. 1. 18. 17:36, 경민 : 컴공적사고방식어떰;ㅎ
2021. 1. 18. 17:37, abyss오재 : 아니?
2021. 1. 18. 17:37, abyss오재 : 홀리몰리
2021. 1. 18. 17:37, abyss오재 : 뭐지
2021. 1. 18. 17:37, 빠충 : 할리갈리
2021. 1. 18. 17:37, abyss오재 : 모루겟음;
2021. 1. 18. 17:37, abyss오재 : 호오오오오오
2021. 1. 18. 17:37, abyss오재 : 제니보러왔음
2021. 1. 18. 17:38, abyss오재 : 라푼젤인가
2021. 1. 18. 17:38, abyss오재 : tangled가?
2021. 1. 18. 17:38, abyss오재 : ㅁㅊ;제니강아쥐존귀네?
2021. 1. 18. 17:41, abyss오재 : 리사도 영상 10개도 안올렸는데
2021. 1. 18. 17:41, abyss오재 : 구독자 460만이네
2021. 1. 18. 17:41, abyss오재 : ;
2021. 1. 18. 17:41, abyss오재 : 블핑개쩔구나;;
2021. 1. 18. 17:42, 재환오빠 : 블핑 모든애들이 수지보다 팔로워 많던데..
2021. 1. 18. 17:43, abyss오재 : 와우;;;;진짜해외조져서그런가
2021. 1. 18. 17:44, 빠충 : ㅇㅇ
2021. 1. 18. 17:46, abyss오재 : 지수 3464만
제니 3826만
리사 4520만
로제 3462만
;;;;;;;
2021. 1. 18. 17:46, 빠충 : 옹
2021. 1. 18. 17:48, 재환오빠 : 샵검색: #문재인 입양 취소
2021. 1. 18. 17:48, 재환오빠 : ㅅㅂ 입양아동 반품 가능한가요 시발ㅠㅠ
2021. 1. 18. 17:49, abyss오재 : 수지 1518만;
2021. 1. 18. 17:51, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:51, 정우 : 입양취소
2021. 1. 18. 17:51, 정우 : 헛소리조리네진짜
2021. 1. 18. 17:52, 정우 : 대통령취소는 안되나요
2021. 1. 18. 17:52, abyss오재 : 물건취급조려버렸
2021. 1. 18. 17:52, abyss오재 : 블핑진짜
2021. 1. 18. 17:52, abyss오재 : 개돌았네근데;;ㅅㅂ;
2021. 1. 18. 17:52, abyss오재 : 다시좀더구경갔다옴
2021. 1. 18. 17:57, 원준오빠 : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 17:57, 원준오빠 : 입양 전에 철저히 따지고 입양하게 해야지
2021. 1. 18. 17:58, 재환오빠 : 그쪽 아이랑 저희 아이랑 맞트레이드 하싈...?
2021. 1. 18. 17:58, 재환오빠 : 진짜 또라이다
2021. 1. 18. 17:58, 원준오빠 : 입양하고 파양 생각이 있누없누
2021. 1. 18. 17:58, abyss오재 : 애기들
2021. 1. 18. 17:58, abyss오재 : 개불상해
2021. 1. 18. 17:58, 재환오빠 : 반려동물도 저렇게는 안하겠다 ㅅㅂ
2021. 1. 18. 17:58, abyss오재 : 저걸 어른이고르지
2021. 1. 18. 17:58, 정우 : 진짜ㅅㅂ
2021. 1. 18. 17:58, abyss오재 : 애기들이고르지도못하는걸
2021. 1. 18. 17:58, 정우 : 대가리에 도대체 뭐가들었으면
2021. 1. 18. 17:58, 정우 : 저딴말을
2021. 1. 18. 17:59, 정우 : 뱉고다니지?
2021. 1. 18. 17:59, 경민 : ?
2021. 1. 18. 17:59, 경민 : ?
2021. 1. 18. 18:00, 원준오빠 : 아니 무슨
2021. 1. 18. 18:00, abyss오재 : 와근데요새액기들
2021. 1. 18. 18:00, abyss오재 : 존나업나보네
2021. 1. 18. 18:00, abyss오재 : 사진
2021. 1. 18. 18:00, 원준오빠 : 요새 논란됐다고 해도 저렇게 일차원적인 소리를 하네
2021. 1. 18. 18:00, abyss오재 : 부산에서이름아는대학들존많인데다없어지겟다 ㅅㅂ
2021. 1. 18. 18:00, 원준오빠 : 꽃동네대
2021. 1. 18. 18:00, 원준오빠 : 사진
2021. 1. 18. 18:00, 원준오빠 : ㅅㅂㅋㅋㅋㅋㅋ
2021. 1. 18. 18:01, 정우 : https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=001&aid=0012147684&isYeonhapFlash=Y&rc=N
2021. 1. 18. 18:01, 정우 : ㄹㅇ진짜
2021. 1. 18. 18:01, abyss오재 : 와울학교바로앞에잇던대학교도
2021. 1. 18. 18:01, abyss오재 : 없어지겟네 ㅁㅊ부산카대
2021. 1. 18. 18:01, 정우 : 대가리텅텅이누ㅅㅂ
2021. 1. 18. 18:02, 원준오빠 : 휴 재용이형..
2021. 1. 18. 18:02, 원준오빠 : 힘내십쇼
2021. 1. 18. 18:02, 원준오빠 : 재인이형.. 절래절래
2021. 1. 18. 18:02, abyss오재 : 이재용감옥가는거
2021. 1. 18. 18:02, abyss오재 : 삼성전자주식에
2021. 1. 18. 18:02, abyss오재 : 호재라는 썰
2021. 1. 18. 18:02, abyss오재 : 진짜임가짜임
2021. 1. 18. 18:02, abyss오재 : ㅅㅂ
2021. 1. 18. 18:03, abyss오재 : 샵검색: #이재용 삼성전자 호재
2021. 1. 18. 18:03, abyss오재 : 호재아니랴
2021. 1. 18. 18:03, abyss오재 : ㅅㅂ
2021. 1. 18. 18:04, 정우 : 뉴스보다가
2021. 1. 18. 18:04, 정우 : 갑자기든생각
2021. 1. 18. 18:04, 정우 : 청와대애들도
2021. 1. 18. 18:04, 정우 : 대통령 욕 존나하려나?
2021. 1. 18. 18:04, 정우 : 커버치는거 진짜 개열심히올라오는데
2021. 1. 18. 18:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 18:04, 정우 : 갑자기 저것도 직장생활이라고 생각하니까
2021. 1. 18. 18:05, 정우 : 좀웃기네
2021. 1. 18. 18:05, 정우 : 삼전
2021. 1. 18. 18:05, 정우 : 85000됐누?
2021. 1. 18. 18:06, 재환오빠 : 전통시장 살리겠다고 로켓배송 못하게 제한하겠다는 180석인데 다 똑같은놈들임
2021. 1. 18. 18:06, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 18:06, abyss오재 : 7마넌대까지
2021. 1. 18. 18:06, abyss오재 : 떨어져갈예정임
2021. 1. 18. 18:06, abyss오재 : 그럼
2021. 1. 18. 18:06, abyss오재 : 풀매수
2021. 1. 18. 18:06, abyss오재 : 가야함
2021. 1. 18. 18:06, 정우 : 쩝 하긴
2021. 1. 18. 18:06, 정우 : 불쌍해하면안되겠다
2021. 1. 18. 18:06, 정우 : 다 거기서거기인놈들
2021. 1. 18. 18:06, 정우 : 주식
2021. 1. 18. 18:06, 정우 : 들어갈각?
2021. 1. 18. 18:07, 원준오빠 : 커몬
2021. 1. 18. 18:07, abyss오재 : 칠만원대가느뇨ㅜㄴ간
2021. 1. 18. 18:07, abyss오재 : 가즈아아아아아악
2021. 1. 18. 18:07, abyss오재 : 풀매수
2021. 1. 18. 18:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 18:07, abyss오재 : 레버개땡겨
2021. 1. 18. 18:07, 원준오빠 : 난 올라간다에 한표
2021. 1. 18. 18:07, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 18:07, abyss오재 : 오늘도근데선방이라든데
2021. 1. 18. 18:07, abyss오재 : 8.5까지밖에안떨어져서
2021. 1. 18. 18:08, 정우 : 너무늦게나와서
2021. 1. 18. 18:08, 정우 : 그런거아님?
2021. 1. 18. 18:08, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 18:08, abyss오재 : 내려가다가
2021. 1. 18. 18:08, abyss오재 : 장마감때쯤
2021. 1. 18. 18:08, abyss오재 : 올라가고마무리
2021. 1. 18. 18:08, abyss오재 : 지엇던거같은데
2021. 1. 18. 18:08, abyss오재 : 보고옴
2021. 1. 18. 18:08, abyss오재 : 아니네
2021. 1. 18. 18:09, abyss오재 : 그냥8.5까지만떨어져서선방인가봄
2021. 1. 18. 18:09, abyss오재 : 다들떨어진다고생각안함
2021. 1. 18. 18:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 18:09, abyss오재 : 풀매수시점이라고만생각할뿐
2021. 1. 18. 18:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 18:09, 정우 : ㅅㅂ
2021. 1. 18. 18:09, 정우 : 개웃기네
2021. 1. 18. 18:09, 정우 : 다들
2021. 1. 18. 18:09, 정우 : 이보전진을위한
2021. 1. 18. 18:09, 정우 : 일보후퇴
2021. 1. 18. 18:09, abyss오재 : 아그럼그럼
2021. 1. 18. 18:09, abyss오재 : 우리나라에삼전주식업는사람업다
2021. 1. 18. 18:09, abyss오재 : 재택주주총회각
2021. 1. 18. 18:10, 정우 : ㅠ
2021. 1. 18. 18:10, 정우 : 나도껴야겠다
2021. 1. 18. 18:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 18:10, 정우 : 하
2021. 1. 18. 18:10, 정우 : 시간잘간다 오늘
2021. 1. 18. 18:10, 정우 : ㅅㅂ
2021. 1. 18. 18:10, 정우 : 오전에 피곤해서 졸다가
2021. 1. 18. 18:10, 정우 : 오후에 킹받는일 계속터지니까
2021. 1. 18. 18:10, 정우 : 하루끝인데?
2021. 1. 18. 18:10, abyss오재 : 난배아파서
2021. 1. 18. 18:10, abyss오재 : ㅅㅂ
2021. 1. 18. 18:10, abyss오재 : 아시간잘가네
2021. 1. 18. 18:11, abyss오재 : 퇴근하고싶은데
2021. 1. 18. 18:11, abyss오재 : 못하는게너무빡친다
2021. 1. 18. 18:11, 정우 : 힘내고
2021. 1. 18. 18:11, abyss오재 : 집중개안되고
2021. 1. 18. 18:12, 정우 : ㅇㅈㅇㅈ
2021. 1. 18. 18:12, abyss오재 : 저녁은뭘먹지
2021. 1. 18. 18:12, abyss오재 : 휴
2021. 1. 18. 18:12, 정우 : 일도 개안되고
2021. 1. 18. 18:12, 정우 : ㅈ녁
2021. 1. 18. 18:12, 정우 : 돈까스
2021. 1. 18. 18:12, abyss오재 : 좋네
2021. 1. 18. 18:13, abyss오재 : 지금
2021. 1. 18. 18:13, abyss오재 : 서울춥나?
2021. 1. 18. 18:14, 정우 : 몰라?
2021. 1. 18. 18:14, 정우 : 워치가 영하4도라는데
2021. 1. 18. 18:14, 정우 : 오늘한번도 안나가봄
2021. 1. 18. 18:14, abyss오재 : 내일또영하
2021. 1. 18. 18:14, abyss오재 : 13도라는데
2021. 1. 18. 18:16, 빠충 : 에픽하이컴백
2021. 1. 18. 18:16, 빠충 : https://youtu.be/ZcnnUoyv-hs
2021. 1. 18. 18:16, 빠충 : 조코조코
2021. 1. 18. 18:17, 빠충 : https://youtu.be/FCsLikmxhV0
2021. 1. 18. 18:17, 빠충 : 영업 조코조코
2021. 1. 18. 18:17, abyss오재 : 헤이즈가
2021. 1. 18. 18:17, abyss오재 : 타이틀이여?
2021. 1. 18. 18:17, abyss오재 : 누가타이틀임?
2021. 1. 18. 18:17, 빠충 : ㅁㅇ
2021. 1. 18. 18:17, 빠충 : ㅁㄹ
2021. 1. 18. 18:17, 빠충 : 둘다 공개한거보니
2021. 1. 18. 18:17, 빠충 : 더블타이틀인가
2021. 1. 18. 18:18, abyss오재 : 2번까지
2021. 1. 18. 18:18, abyss오재 : 들었따
2021. 1. 18. 18:19, 빠충 : 야 근데
2021. 1. 18. 18:19, 빠충 : 사진
2021. 1. 18. 18:19, 빠충 : 본헤이터6년전
2021. 1. 18. 18:19, 빠충 : 실화야?
2021. 1. 18. 18:20, abyss오재 : 시간이빠르네욧;
2021. 1. 18. 18:21, 정우 : 오 여섯시넘었네
2021. 1. 18. 18:21, 정우 : 저녁먹고 들어야겠다;;;
2021. 1. 18. 18:21, abyss오재 : 으
2021. 1. 18. 18:21, abyss오재 : 개잠옴
2021. 1. 18. 18:21, abyss오재 : ㅁㅊ
2021. 1. 18. 18:22, abyss오재 : 근데
