Talk_2021.8.24 13:10-25.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 9월 17일 월요일
2018. 9. 17. 23:19, (알 수 없음) : 두유노?
2018. 9. 27. 17:33, 정우 : 나
2018. 9. 27. 17:33, 정우 : 일하는척 개잘하는데
2018. 9. 27. 17:33, 정우 : 데려가주라
2018. 9. 27. 17:33, 경민 : 난
2018. 9. 27. 17:33, 경민 : 요새
2018. 9. 27. 17:34, 경민 : 일하는척도안해벌여
2018. 9. 27. 17:34, 경민 : 쪼웁~
2018. 9. 27. 17:34, 정우 : ㅎ;;;;;;
2018. 9. 27. 17:34, 빠충 : 빼앰....
2018. 9. 27. 17:34, 재환오빠 : ;
2018. 9. 27. 17:34, 빠충 : 이것이 월급루팡
2018. 9. 27. 17:34, 경민 : 아근데
2018. 9. 27. 17:34, 경민 : 이번달
2018. 9. 27. 17:35, 경민 : 쉬는날많아가지고
2018. 9. 27. 17:35, 경민 : 돈덜나오겠다
2018. 9. 27. 17:37, 정우 : 사진
2018. 9. 27. 17:38, 정우 : 오우씨 오늘 너무놀았나봐
2018. 9. 27. 17:38, 정우 : 폰 29퍼남음
2018. 9. 27. 17:38, 정우 : ㅋ;;;;;
2018. 9. 27. 17:38, 경민 : ㅋㅋㅋㅋㅋ
2018. 9. 27. 17:38, 정우 : 빨리 집으로튀어야지
2018. 9. 27. 17:38, 경민 : 후후
2018. 9. 27. 17:38, 경민 : 나는
2018. 9. 27. 17:38, 경민 : 100퍼다
2018. 9. 27. 17:41, (알 수 없음) : 야
2018. 9. 27. 17:41, 경민 : ㅇㅇ
2018. 9. 27. 17:41, (알 수 없음) : gh
2018. 9. 27. 17:41, (알 수 없음) : 호
2018. 9. 27. 17:41, 경민 : ㅋ
2018. 9. 27. 17:41, 경민 : 멘탈
2018. 9. 27. 17:41, 경민 : 날라가벌여~?
2018. 9. 27. 17:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 17:42, 정우 : 그래벌인듯
2018. 9. 27. 17:45, (알 수 없음) : 쪼웁
2018. 9. 27. 17:45, 원준오빠 : 정우 어디서 공부할?
2018. 9. 27. 17:45, 원준오빠 : 거임?
2018. 9. 27. 17:45, 경민 : 공부할거임?
2018. 9. 27. 17:47, 빠충 : ㅇㅇ
2018. 9. 27. 17:48, (알 수 없음) : ㅇㅇ,,
2018. 9. 27. 17:49, 정우 : 저여
2018. 9. 27. 17:50, 정우 : 공부좀하다갈까
2018. 9. 27. 17:52, 정우 : 흐음
2018. 9. 27. 17:52, 정우 : 흠
2018. 9. 27. 17:52, 정우 : 전 집에서
2018. 9. 27. 17:52, 정우 : 할게여
2018. 9. 27. 17:52, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케
2018. 9. 27. 17:56, 원준오빠 : 옼케이~
2018. 9. 27. 17:57, 원준오빠 : 나도 집가야겠당
2018. 9. 27. 18:00, (알 수 없음) : 가지마
2018. 9. 27. 18:02, 원준오빠 : 너오면
2018. 9. 27. 18:02, (알 수 없음) : 잘가고
2018. 9. 27. 18:03, 원준오빠 : ㅇㅋ
2018. 9. 27. 18:03, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 18:03, 원준오빠 : 오늘은 구라 안치네
2018. 9. 27. 18:04, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 18:04, (알 수 없음) : 쪼웁
2018. 9. 27. 18:04, (알 수 없음) : 내가구라안치니까
2018. 9. 27. 18:04, (알 수 없음) : 좀섭하지
2018. 9. 27. 18:05, 원준오빠 : 웅
2018. 9. 27. 18:05, 원준오빠 : 약간..
2018. 9. 27. 18:05, 원준오빠 : 근데 구라 쳤으면
2018. 9. 27. 18:06, 원준오빠 : 극딜 들어갔을가야
2018. 9. 27. 18:06, 원준오빠 : 헿
2018. 9. 27. 18:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 18:07, 정우 : 오재훈은
2018. 9. 27. 18:07, 정우 : 구라가제맛
2018. 9. 27. 18:08, (알 수 없음) : 헤헤
2018. 9. 27. 18:12, (알 수 없음) : 아덥다더워
2018. 9. 27. 18:12, (알 수 없음) : 아 방사람들왜 문을안여나
2018. 9. 27. 18:12, (알 수 없음) : 더워죽어버리겠네
2018. 9. 27. 18:13, 원준오빠 : ㅋㅋㅋㅋㅋ오믈
2018. 9. 27. 18:13, 원준오빠 : 하루종일 더워하네
2018. 9. 27. 18:14, 원준오빠 : 팬티질러ㅓㅓ
2018. 9. 27. 18:15, 정우 : 하태하태
2018. 9. 27. 18:19, 재환오빠 : 바지아직안벗음?
2018. 9. 27. 18:20, (알 수 없음) : ㅂ쪼웁쪼웁
2018. 9. 27. 18:20, (알 수 없음) : 벗었어요
2018. 9. 27. 18:20, (알 수 없음) : 이거좀대화이상하네
2018. 9. 27. 18:20, 정우 : ;;;;
2018. 9. 27. 18:20, (알 수 없음) : 컴터3대가
2018. 9. 27. 18:20, (알 수 없음) : 내앞에서 돌아가고있어서
2018. 9. 27. 18:20, (알 수 없음) : 더워죽겠어;;;;;
2018. 9. 27. 18:20, 정우 : 바지를
2018. 9. 27. 18:20, 정우 : 주섬주섬
2018. 9. 27. 18:20, 정우 : 벗는다
2018. 9. 27. 18:20, (알 수 없음) : 주섬주섬,,
2018. 9. 27. 18:20, (알 수 없음) : 더워,,,,벗겨줘,,,
2018. 9. 27. 18:20, (알 수 없음) : ..?
2018. 9. 27. 18:21, (알 수 없음) : 오잉
2018. 9. 27. 18:21, 정우 : 어미친
2018. 9. 27. 18:21, 정우 : 진짜 존나이상해
2018. 9. 27. 18:21, 정우 : 더러워
2018. 9. 27. 18:21, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 18:21, (알 수 없음) : ㅅㅂ
2018. 9. 27. 18:21, (알 수 없음) : ㅇㅋ
2018. 9. 27. 18:21, (알 수 없음) : 아
2018. 9. 27. 18:21, (알 수 없음) : 6시40분부터9시까지
2018. 9. 27. 18:21, (알 수 없음) : 뮈팅
2018. 9. 27. 18:21, (알 수 없음) : 김경민너만미팅하는게아님
2018. 9. 27. 18:21, (알 수 없음) : 나도미팅함
2018. 9. 27. 18:21, (알 수 없음) : ~
2018. 9. 27. 18:21, 정우 : 누구랑함
2018. 9. 27. 18:21, (알 수 없음) : 랩실사람
2018. 9. 27. 18:21, (알 수 없음) : 씌발,,
2018. 9. 27. 18:22, 정우 : 맘에둔사람있음?
2018. 9. 27. 18:22, 정우 : 잘해보고
2018. 9. 27. 18:22, 경민 : ㅋㅋㅋㅋㅋㅋ고백 ㄱ
2018. 9. 27. 18:22, 경민 : 아워너고백!
2018. 9. 27. 18:23, (알 수 없음) : 니가서있을까봐~
2018. 9. 27. 18:24, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 18:24, 재환오빠 : 부럽다미팅
2018. 9. 27. 18:25, 경민 : 연애하시는분이..
2018. 9. 27. 18:34, 원준오빠 : 미팅하고싶더
2018. 9. 27. 18:46, 경민 : P;ㅠ
2018. 9. 27. 18:46, (알 수 없음) : 아니
2018. 9. 27. 18:46, 경민 : ~
2018. 9. 27. 18:46, (알 수 없음) : 색각해보니
2018. 9. 27. 18:46, 경민 : ㅇㅇ
2018. 9. 27. 18:46, 경민 : 색각
2018. 9. 27. 18:46, 경민 : 조렷내
2018. 9. 27. 18:46, (알 수 없음) : 우리가재환이형을힘들게함
2018. 9. 27. 18:46, 경민 : ?..
2018. 9. 27. 18:46, 경민 : WHY
2018. 9. 27. 18:46, (알 수 없음) : nlp하는데
2018. 9. 27. 18:46, (알 수 없음) : 우리존나
2018. 9. 27. 18:47, (알 수 없음) : 한글막써벌여
2018. 9. 27. 18:47, 경민 : ㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 18:47, 경민 : ㅈㅅ
2018. 9. 27. 18:47, 경민 : 사과함
2018. 9. 27. 18:47, (알 수 없음) : 띄어쓰기안해벌여
2018. 9. 27. 18:47, 경민 : 엔엘피그윽혐!
2018. 9. 27. 18:47, (알 수 없음) :  ㅡㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 18:47, (알 수 없음) : 우리가더극혐일듯
2018. 9. 27. 18:47, 경민 : 분섥가늉?
2018. 9. 27. 18:49, 원준오빠 : http://100.daum.net/encyclopedia/view/55XXXXX22030
2018. 9. 27. 18:49, 원준오빠 : 오호
2018. 9. 27. 18:50, 재환오빠 : 나도 막쓰니깐 괜춘~
2018. 9. 27. 21:00, 원준오빠 : 사진
2018. 9. 27. 21:01, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 21:01, (알 수 없음) : 귀여웡
2018. 9. 27. 21:33, 양우성 : 썬탠중이넼ㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 21:34, 양우성 : 자연어복잡쓰
2018. 9. 27. 21:46, 정우 : ㅎㅇ
2018. 9. 27. 21:46, 정우 : 이제정신차렸다
2018. 9. 27. 21:47, 원준오빠 : 올..빠른데
2018. 9. 27. 21:52, (알 수 없음) : 하아하앟아항
2018. 9. 27. 21:52, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 21:52, 정우 : 밤은길다.....
2018. 9. 27. 21:52, 정우 : 휴
2018. 9. 27. 21:55, (알 수 없음) : 맞아
2018. 9. 27. 21:55, (알 수 없음) : 밤샐ㄱ사람구한다
2018. 9. 27. 21:55, 정우 : 저요저요
2018. 9. 27. 21:55, (알 수 없음) : 굿굿
2018. 9. 27. 21:55, (알 수 없음) : 오늘밤샘각
2018. 9. 27. 21:55, (알 수 없음) : 11시에 집간다
2018. 9. 27. 21:55, 정우 : 형근데 이래놓고 열한시에 졸리다고 할거다암
2018. 9. 27. 21:55, (알 수 없음) : 아니
2018. 9. 27. 21:55, (알 수 없음) : 안잠
2018. 9. 27. 21:55, (알 수 없음) : 커피
2018. 9. 27. 21:55, (알 수 없음) : 2개빨아벌임
2018. 9. 27. 21:55, 정우 : ㅇㅋ
2018. 9. 27. 21:55, 정우 : 계획대로 되고있어
2018. 9. 27. 21:56, (알 수 없음) : 굿굿
2018. 9. 27. 21:56, 정우 : 한국
2018. 9. 27. 21:56, 정우 : 힙합
2018. 9. 27. 21:56, 정우 : 망해라
2018. 9. 27. 21:56, (알 수 없음) : 야
2018. 9. 27. 21:56, 정우 : 호
2018. 9. 27. 21:56, 경민 : ㅎㅇ
2018. 9. 27. 21:56, 정우 : ㅎㅇ
2018. 9. 27. 21:56, 정우 : ㅇㅆㅎㅇ
2018. 9. 27. 21:58, (알 수 없음) : dkTmlqjfkl;
2018. 9. 27. 21:58, (알 수 없음) : 아쒸발!:
2018. 9. 27. 21:58, (알 수 없음) : ㅇㅈ뢰ㅏ조작ㅌ네
2018. 9. 27. 21:59, (알 수 없음) : 어떰
2018. 9. 27. 21:59, (알 수 없음) : 박력있음?
2018. 9. 27. 21:59, (알 수 없음) : 박력이상하게 배워벌임?
2018. 9. 27. 22:03, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 22:03, 정우 : 가르친사람 데려오셈
2018. 9. 27. 22:03, (알 수 없음) : 이정운데요
2018. 9. 27. 22:05, 정우 : ㅇㅋ;;;
2018. 9. 27. 22:05, 정우 : 혼내주고옴
2018. 9. 27. 22:09, (알 수 없음) : rodlebr
2018. 9. 27. 22:09, (알 수 없음) : 개이듁!
2018. 9. 27. 22:10, 정우 : ㅠ
2018. 9. 27. 22:11, (알 수 없음) : 공부하기시죠시죠
2018. 9. 27. 22:13, 양우성 : 후니시죠?
2018. 9. 27. 22:16, (알 수 없음) : 시죠시죠~
2018. 9. 27. 22:26, 원준오빠 : https://www.youtube.com/watch?v=TjRdo2ddqR8&feature=share
개욱김
2018. 9. 27. 22:38, 양우성 : ㅁㅊ 도구를쓸줄알다니
2018. 9. 27. 22:39, 정우 : 문어 존나불쌍하네
2018. 9. 27. 22:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 22:50, (알 수 없음) : 사진
2018. 9. 27. 22:50, (알 수 없음) : 컴터빽나벌임 ㅎ
2018. 9. 27. 22:52, 정우 : 컴터
2018. 9. 27. 22:52, 정우 : 귀엽네
2018. 9. 27. 22:52, 정우 : :(
2018. 9. 27. 22:52, 정우 : 슬퍼요
2018. 9. 27. 22:52, 정우 : 암쏘쌔드
2018. 9. 27. 22:58, 원준오빠 : 마가레뜨냐
2018. 9. 27. 23:12, (알 수 없음) : 그럴걸
2018. 9. 27. 23:12, (알 수 없음) : 근데내가산게아니라...
2018. 9. 27. 23:12, (알 수 없음) : 나과자안먹는데어디갓다가받아온거
2018. 9. 27. 23:12, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 23:12, 원준오빠 : 데코햌ㅅ네
2018. 9. 27. 23:12, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 23:13, (알 수 없음) : 누구줘야겟건
2018. 9. 27. 23:13, (알 수 없음) : 군
2018. 9. 27. 23:27, (알 수 없음) : 이정우
2018. 9. 27. 23:27, (알 수 없음) : 일어나셈
2018. 9. 27. 23:33, (알 수 없음) : 아무데서낙방구끼면안된대
2018. 9. 27. 23:34, (알 수 없음) : 사진
2018. 9. 27. 23:36, 정우 : 나 안자는데
2018. 9. 27. 23:37, (알 수 없음) : 맞아
2018. 9. 27. 23:37, (알 수 없음) : 12시부터하자
2018. 9. 27. 23:37, 정우 : 아니
2018. 9. 27. 23:37, 정우 : 난계속하고있는데
2018. 9. 27. 23:37, 정우 : ?
2018. 9. 27. 23:38, (알 수 없음) : 아니
2018. 9. 27. 23:38, (알 수 없음) : 아는데
2018. 9. 27. 23:38, (알 수 없음) : 쩝
2018. 9. 27. 23:38, 경민 : 머함
2018. 9. 27. 23:38, 정우 : 자소서랑 공부
2018. 9. 27. 23:38, 정우 : 하지
2018. 9. 27. 23:38, 정우 : 뭐하겠음
2018. 9. 27. 23:38, (알 수 없음) : 난
2018. 9. 27. 23:38, 정우 : 술마시고싶다
2018. 9. 27. 23:38, (알 수 없음) : 늦은밥
2018. 9. 27. 23:38, (알 수 없음) : 하고잇음
2018. 9. 27. 23:38, 정우 : ?
2018. 9. 27. 23:38, 정우 : 굉장히늦네
2018. 9. 27. 23:38, (알 수 없음) : 이정우체크하겟ㄴ네내일
2018. 9. 27. 23:38, 정우 : ㅇㅇ
2018. 9. 27. 23:38, (알 수 없음) : 옛수...
2018. 9. 27. 23:39, (알 수 없음) : 세미나하고뭐하느라이제먹어벌여
2018. 9. 27. 23:40, 경민 : 나오늘운동조림
2018. 9. 27. 23:41, 정우 : ㅊㅋ
2018. 9. 27. 23:41, 경민 : 사진
2018. 9. 27. 23:41, 경민 : 개힘들다
2018. 9. 27. 23:41, 경민 : ㄱㅅ
2018. 9. 27. 23:41, 정우 : 오올.....
2018. 9. 27. 23:41, (알 수 없음) : 오
2018. 9. 27. 23:42, (알 수 없음) : 아개배불러
2018. 9. 27. 23:42, (알 수 없음) : 고기개조졋네
2018. 9. 27. 23:42, 정우 : ㅡㅡ
2018. 9. 27. 23:42, 정우 : 나도고기
2018. 9. 27. 23:42, (알 수 없음) : 아니도시락임
2018. 9. 27. 23:42, 정우 : ㅇㅋ
2018. 9. 27. 23:42, (알 수 없음) : 샵검색: #gs25 고기많이
2018. 9. 27. 23:42, (알 수 없음) : 이거다
2018. 9. 27. 23:42, 정우 : 고기진짜많냐
2018. 9. 27. 23:42, (알 수 없음) : 고기진짜많아
2018. 9. 27. 23:42, 정우 : 올
2018. 9. 27. 23:42, (알 수 없음) : ㅇㅇ.
2018. 9. 27. 23:42, 정우 : 얼마임
2018. 9. 27. 23:43, (알 수 없음) : 4500원인가
2018. 9. 27. 23:43, (알 수 없음) : 얼마지
2018. 9. 27. 23:43, (알 수 없음) : 4처넌
2018. 9. 27. 23:43, 정우 : 이모티콘 
2018. 9. 27. 23:43, 정우 : 이모티콘 
2018. 9. 27. 23:43, 정우 : 아
2018. 9. 27. 23:43, 정우 : 빨리
2018. 9. 27. 23:43, 정우 : 자소서쓰고 공부나좀하고
2018. 9. 27. 23:43, 정우 : 자야지
2018. 9. 27. 23:44, 정우 : 내일 술마시러가야지 걍
2018. 9. 27. 23:44, (알 수 없음) : ㅅㅂ
2018. 9. 27. 23:44, (알 수 없음) : 크러쉬한테
2018. 9. 27. 23:44, (알 수 없음) : 러쉬야래
2018. 9. 27. 23:44, (알 수 없음) : 존나웃기네
2018. 9. 27. 23:44, (알 수 없음) : 러쉬야가뭐야
2018. 9. 27. 23:44, (알 수 없음) : ㅁㅊ
2018. 9. 27. 23:44, 정우 : 동생
2018. 9. 27. 23:44, 정우 : 캐쉬야
2018. 9. 27. 23:44, (알 수 없음) : 아닌데
2018. 9. 27. 23:44, 정우 : 미안
2018. 9. 27. 23:44, (알 수 없음) : 크캐쉬는아니잔아
2018. 9. 27. 23:44, (알 수 없음) : 그래
2018. 9. 27. 23:44, 정우 : 아니
2018. 9. 27. 23:44, (알 수 없음) : 자야지나도
2018. 9. 27. 23:44, 정우 : 러쉬앤캐쉬
2018. 9. 27. 23:44, 정우 : 아니
2018. 9. 27. 23:44, (알 수 없음) : 새벽5시기상각
2018. 9. 27. 23:44, 정우 : 왜잠
2018. 9. 27. 23:44, 정우 : ㅡㅡ
2018. 9. 27. 23:44, (알 수 없음) : 내일이오기전에
2018. 9. 27. 23:44, (알 수 없음) : 오늘의힘든일을잊고
2018. 9. 27. 23:44, (알 수 없음) : 자야겟음
2018. 9. 27. 23:45, (알 수 없음) : 크러쉬졸귀데스네
2018. 9. 27. 23:45, (알 수 없음) : 섭이에요
2018. 9. 27. 23:45, (알 수 없음) : 신효섭
2018. 9. 27. 23:45, 정우 : 아니
2018. 9. 27. 23:45, 정우 : 자지자멧
2018. 9. 27. 23:45, 정우 : 뭐래
2018. 9. 27. 23:45, 정우 : 자지마셈
2018. 9. 27. 23:45, (알 수 없음) : 아니
2018. 9. 27. 23:45, 정우 : 밤샌다며
2018. 9. 27. 23:45, 정우 : 임마
2018. 9. 27. 23:45, (알 수 없음) : 구라
2018. 9. 27. 23:45, 정우 : 또 아벌구냐
2018. 9. 27. 23:45, (알 수 없음) : 임마
2018. 9. 27. 23:45, 정우 : 하
2018. 9. 27. 23:45, 정우 : 진자
2018. 9. 27. 23:45, (알 수 없음) : 아니
2018. 9. 27. 23:45, 정우 : 진짜
2018. 9. 27. 23:45, (알 수 없음) : 러쉬앤캐쉬
2018. 9. 27. 23:45, 정우 : 입을 찢어버려야함
2018. 9. 27. 23:45, (알 수 없음) : 광고나옴
2018. 9. 27. 23:45, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 23:45, (알 수 없음) : ㅠ
2018. 9. 27. 23:45, (알 수 없음) : 내입한테왜그럼
2018. 9. 27. 23:45, (알 수 없음) : 좁쫍
2018. 9. 27. 23:45, 정우 : 그럼
2018. 9. 27. 23:45, 정우 : 혓바닥을 묶어놓자
2018. 9. 27. 23:45, (알 수 없음) : 안잠
2018. 9. 27. 23:45, (알 수 없음) : ㅇㅋ
2018. 9. 27. 23:46, (알 수 없음) : 그래도말할수잇을가으악
2018. 9. 27. 23:46, 정우 : 어
2018. 9. 27. 23:46, 정우 : 그말할라그랬는데
2018. 9. 27. 23:46, 정우 : 니는
2018. 9. 27. 23:46, 정우 : 혓바닥묶어도 구라칠거같다고
2018. 9. 27. 23:46, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 23:46, (알 수 없음) : 이모티콘 
2018. 9. 27. 23:46, (알 수 없음) : 조윱밥이지뭐
2018. 9. 27. 23:46, (알 수 없음) : 야
2018. 9. 27. 23:46, (알 수 없음) : 라리힛
2018. 9. 27. 23:46, (알 수 없음) : 야라리힛~
2018. 9. 27. 23:46, (알 수 없음) : 쉰나버렷~
2018. 9. 27. 23:46, 정우 : 힛리라야
2018. 9. 27. 23:46, (알 수 없음) : 신나버렷~
2018. 9. 27. 23:46, 정우 : 신나
2018. 9. 27. 23:46, 정우 : 나도
2018. 9. 27. 23:46, (알 수 없음) : 히라오햐앗
2018. 9. 27. 23:46, 정우 : 내일술마심
2018. 9. 27. 23:46, 정우 : 와인집감
2018. 9. 27. 23:47, 정우 : 내일또 이태원 존맛집 알아온다
2018. 9. 27. 23:47, (알 수 없음) : 이태원
2018. 9. 27. 23:47, (알 수 없음) : 존맛
2018. 9. 27. 23:47, (알 수 없음) : 하이루
2018. 9. 27. 23:47, (알 수 없음) : 게란샌드위치도먹을거임
2018. 9. 27. 23:47, (알 수 없음) : 십돼지 ㅇㅈ?
2018. 9. 27. 23:47, 정우 : ㄴㄴ
2018. 9. 27. 23:47, 정우 : ㄱㅊ
2018. 9. 27. 23:47, 정우 : ㄱㄱ
2018. 9. 27. 23:47, (알 수 없음) : ㅇㅋ
2018. 9. 27. 23:47, 정우 : 나요즘 살존나찜 진짜
2018. 9. 27. 23:47, (알 수 없음) : 전참시하네
2018. 9. 27. 23:47, 정우 : 왜찌지
2018. 9. 27. 23:47, (알 수 없음) : 나도
2018. 9. 27. 23:47, (알 수 없음) : 내가쪄서
2018. 9. 27. 23:47, 정우 : 말나온김에 몸무게 재고온다
2018. 9. 27. 23:47, (알 수 없음) : 거의나도
2018. 9. 27. 23:47, (알 수 없음) : 타이기록세우는중
2018. 9. 27. 23:47, (알 수 없음) : 인생에서
2018. 9. 27. 23:47, (알 수 없음) : 안먹는다면서맨날먹어벌이기
2018. 9. 27. 23:48, 정우 : 70.6
2018. 9. 27. 23:48, 정우 : ㅅㅂ
2018. 9. 27. 23:48, 정우 : 조졌다
2018. 9. 27. 23:49, (알 수 없음) : 다이오트
2018. 9. 27. 23:49, (알 수 없음) : 패야지나도
2018. 9. 27. 23:49, 정우 : 근데
2018. 9. 27. 23:49, 정우 : 담주에 또만나네 우리
2018. 9. 27. 23:49, 정우 : ㅅㅂ
2018. 9. 27. 23:49, 정우 : 그거이후로
2018. 9. 27. 23:49, (알 수 없음) : ㅎㅇ
2018. 9. 27. 23:49, 정우 : 살뺀다 진짜
2018. 9. 27. 23:49, (알 수 없음) : 나도
2018. 9. 27. 23:49, 정우 : 다시 6대로 돌아갈래
2018. 9. 27. 23:49, 정우 : ;;;;
2018. 9. 27. 23:49, (알 수 없음) : 나는그냥뺄래일단
2018. 9. 27. 23:49, 정우 : 아니 7대도 상관없는데
2018. 9. 27. 23:49, (알 수 없음) : 아니
2018. 9. 27. 23:49, (알 수 없음) : 근데
2018. 9. 27. 23:49, 정우 : 지금너무
2018. 9. 27. 23:49, 정우 : 흉함
2018. 9. 27. 23:49, 정우 : 몸이
2018. 9. 27. 23:49, (알 수 없음) : 나수욜에또술멀음
2018. 9. 27. 23:49, 정우 : 누구랑먹음
2018. 9. 27. 23:49, (알 수 없음) : 황은정정다빈이랑
2018. 9. 27. 23:49, 정우 : ㅇㅎ
2018. 9. 27. 23:49, 정우 : 왠지
2018. 9. 27. 23:49, (알 수 없음) : ;;
2018. 9. 27. 23:49, 정우 : 오랜만에 보는거같다
2018. 9. 27. 23:49, (알 수 없음) : 치호랑
2018. 9. 27. 23:49, (알 수 없음) : 최효진이랑
2018. 9. 27. 23:49, (알 수 없음) : 같이공연보러갓다가
2018. 9. 27. 23:50, (알 수 없음) : 얘네만나서나올둣...
2018. 9. 27. 23:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 23:50, 정우 : 갈아타기잼
2018. 9. 27. 23:50, 정우 : 환승잼
2018. 9. 27. 23:50, (알 수 없음) : 이모티콘 
2018. 9. 27. 23:51, (알 수 없음) : 다먹엇다
2018. 9. 27. 23:51, (알 수 없음) : 개씹돼지인듯
2018. 9. 27. 23:51, 정우 : ㄱㅊ
2018. 9. 27. 23:51, 정우 : 우리다
2018. 9. 27. 23:51, (알 수 없음) : 집에소세지잇는데또먹을까
2018. 9. 27. 23:51, 정우 : 잘먹음
2018. 9. 27. 23:51, (알 수 없음) : 계란도잇고
2018. 9. 27. 23:51, (알 수 없음) : 고기도잇네
2018. 9. 27. 23:51, (알 수 없음) : 라면도먹을까
2018. 9. 27. 23:51, 정우 : 하나만먹자
2018. 9. 27. 23:51, 정우 : ㄴㄴ
2018. 9. 27. 23:51, 정우 : 라면은ㄴㄴ
2018. 9. 27. 23:51, (알 수 없음) : 한번시작해볼까아~
2018. 9. 27. 23:52, (알 수 없음) : ㅇㅋ
2018. 9. 27. 23:52, (알 수 없음) : 아니잘래
2018. 9. 27. 23:52, 정우 : 아니
2018. 9. 27. 23:52, (알 수 없음) : 배부르다
2018. 9. 27. 23:52, 정우 : 진짜
2018. 9. 27. 23:52, 정우 : 너무하네
2018. 9. 27. 23:52, 정우 : 임마
2018. 9. 27. 23:52, 정우 : 쫘식아
2018. 9. 27. 23:52, (알 수 없음) : 아니미안
2018. 9. 27. 23:52, (알 수 없음) : 말이거의
2018. 9. 27. 23:52, (알 수 없음) : 500보앞섬
2018. 9. 27. 23:53, 경민 : ㅋㅋㅋㅌㅋㅋㅋㅋㅋ
2018. 9. 27. 23:53, 경민 : 오늘근데
2018. 9. 27. 23:53, 경민 : 너네둘만얘기조리네
2018. 9. 27. 23:53, (알 수 없음) : 너도끼셈그럼
2018. 9. 27. 23:53, 정우 : 껴드림
2018. 9. 27. 23:53, (알 수 없음) : 잘사람
2018. 9. 27. 23:53, (알 수 없음) : 피곤하네
2018. 9. 27. 23:56, 정우 : 배신자
2018. 9. 27. 23:58, 경민 : ㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 23:58, 경민 : 태세잔환지렷고
2018. 9. 27. 23:58, 경민 : 웹툰바야함
2018. 9. 27. 23:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 23:58, 정우 : 어 웹툰
2018. 9. 27. 23:58, 정우 : 보고 시작할까
2018. 9. 27. 23:58, (알 수 없음) : 미촠다
2018. 9. 27. 23:58, (알 수 없음) : 아니
2018. 9. 27. 23:58, (알 수 없음) : ㅗ이킴이랑
2018. 9. 27. 23:58, (알 수 없음) : 이소라
2018. 9. 27. 23:58, (알 수 없음) : 노래낸대
2018. 9. 27. 23:58, (알 수 없음) : ㅣ촛ㄷ다
2018. 9. 27. 23:58, 정우 : 아씨
2018. 9. 27. 23:58, 정우 : 깜짝아
2018. 9. 27. 23:58, 정우 : 무슨 사귀는줄
2018. 9. 27. 23:59, 양우성 : 로이킴 이소라가 어케사귀어
2018. 9. 27. 23:59, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 23:59, 정우 : 그니까 미쳤다는 소리하는줄
2018. 9. 27. 23:59, 정우 : ㅋㅋㅋㅋㅋㅋ
