Talk_2021.8.24 13:11-58.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 11월 27일 수요일
2019. 11. 27. 14:35, (알 수 없음) : 환기필요
2019. 12. 12. 10:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:33, 경민 : 왜안하냐고
2019. 12. 12. 10:33, 경민 : 꼰대짓한번함
2019. 12. 12. 10:33, 경민 : ;ㅎ;;
2019. 12. 12. 10:33, 정우 : 꼰대ㅎㅇ;;;
2019. 12. 12. 10:33, 경민 : ㅎㅇ;;
2019. 12. 12. 10:34, 경민 : 그래도주말에같이
2019. 12. 12. 10:34, 경민 : 공부하기로함
2019. 12. 12. 10:34, 경민 : 우리단 32팀있으니까
2019. 12. 12. 10:34, 경민 : 다합치면 500명 넘겟다..;
2019. 12. 12. 10:34, 경민 : 사람개많네
2019. 12. 12. 10:36, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:36, 정우 : 아 내일이 금요일이네
2019. 12. 12. 10:36, 정우 : 시간개잘간다 리얼
2019. 12. 12. 10:36, 경민 : ㄹㅇ
2019. 12. 12. 10:36, 경민 : 오
2019. 12. 12. 10:36, 경민 : ㅅㅂ
2019. 12. 12. 10:36, 경민 : 다담주벌써클스마스네
2019. 12. 12. 10:37, 원준오빠 : 이건 스벅 각이다
2019. 12. 12. 10:37, 원준오빠 : 클수마스 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:37, (알 수 없음) : 좋네;
2019. 12. 12. 10:38, (알 수 없음) : ㅇㅏ니ㅣ;
2019. 12. 12. 10:38, (알 수 없음) : 쥐기네;
2019. 12. 12. 10:38, 정우 : 크리스마스;;;
2019. 12. 12. 10:38, 정우 : 올해는 뭐하지;;;;
2019. 12. 12. 10:38, (알 수 없음) : 나랑놀래,,?
2019. 12. 12. 10:38, (알 수 없음) : 24일에대전오셈;
2019. 12. 12. 10:38, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:38, (알 수 없음) : ,,,,,;;;;
2019. 12. 12. 10:38, 정우 : 그럴까;;;
2019. 12. 12. 10:38, 경민 : 작년에도
2019. 12. 12. 10:38, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:38, 경민 : 약간그렇게
2019. 12. 12. 10:38, 경민 : 보내지않앗나
2019. 12. 12. 10:38, 경민 : 아닌가
2019. 12. 12. 10:39, 정우 : 작년에
2019. 12. 12. 10:39, (알 수 없음) : 작년모햇지,,;
2019. 12. 12. 10:39, 정우 : 여행갔을걸
2019. 12. 12. 10:39, (알 수 없음) : 나이정우랑 크리스마스
2019. 12. 12. 10:39, 경민 : 작년에도
2019. 12. 12. 10:39, 경민 : 클스마스
2019. 12. 12. 10:39, 경민 : 대전
2019. 12. 12. 10:39, (알 수 없음) : 한3번넘게보넀을걸;;
2019. 12. 12. 10:39, 경민 : 아니엇음?
2019. 12. 12. 10:39, 정우 : 내친구들이랑 여행간거
2019. 12. 12. 10:39, (알 수 없음) : 적어도 대학교2학년3학년은
2019. 12. 12. 10:39, 정우 : 그즘이었는데
2019. 12. 12. 10:39, (알 수 없음) : 아닌가,,,,,
2019. 12. 12. 10:39, (알 수 없음) : 내가보고옴
2019. 12. 12. 10:39, (알 수 없음) : 어맞네
2019. 12. 12. 10:39, (알 수 없음) : 니기억력조림;
2019. 12. 12. 10:39, 정우 : 그치
2019. 12. 12. 10:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:39, (알 수 없음) : 12월23일에 속초갔었음
2019. 12. 12. 10:40, 정우 : 2박3일갔으니
2019. 12. 12. 10:40, 정우 : 쩝
2019. 12. 12. 10:40, 경민 : 기억력
2019. 12. 12. 10:40, 정우 : 올해는
2019. 12. 12. 10:40, 경민 : ㅈ개조리네
2019. 12. 12. 10:40, 정우 : 대전갈까
2019. 12. 12. 10:40, 경민 : 속초;;;;맛있겟다;
2019. 12. 12. 10:40, (알 수 없음) : 사진
2019. 12. 12. 10:40, (알 수 없음) : 속초를잡사뿌네
2019. 12. 12. 10:40, 정우 : 아니근데진짜
2019. 12. 12. 10:40, 정우 : 오재훈이랑
2019. 12. 12. 10:40, 경민 : 화질
2019. 12. 12. 10:40, 경민 : 왜케좋음
2019. 12. 12. 10:40, 경민 : ?
2019. 12. 12. 10:40, 정우 : 맨날 크리스마스이브나 당일날만나서
2019. 12. 12. 10:40, (알 수 없음) : 몰라?
2019. 12. 12. 10:40, 정우 : 술 조지게먹음
2019. 12. 12. 10:40, (알 수 없음) : ㄹㅇ
2019. 12. 12. 10:40, (알 수 없음) : 고깃집에서도
2019. 12. 12. 10:40, 정우 : 크리스마스에 리얼
2019. 12. 12. 10:40, (알 수 없음) : 먹고
2019. 12. 12. 10:40, (알 수 없음) : ㄹㅇ;
2019. 12. 12. 10:40, 정우 : 술 조지게처먹음
2019. 12. 12. 10:40, 경민 : 너네
2019. 12. 12. 10:40, 경민 : 전주오실?
2019. 12. 12. 10:40, 경민 : 나전주감
2019. 12. 12. 10:40, (알 수 없음) : 그럴까?
2019. 12. 12. 10:40, 경민 : 쿠쿠쿠
2019. 12. 12. 10:40, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:40, (알 수 없음) : 24일에 갈까우리
2019. 12. 12. 10:40, 경민 : 오셈
2019. 12. 12. 10:40, (알 수 없음) : 전주옆방잡자
2019. 12. 12. 10:40, 정우 : 아니
2019. 12. 12. 10:40, 정우 : 근데
2019. 12. 12. 10:40, 경민 : ㅁㅊ
2019. 12. 12. 10:40, (알 수 없음) : 방치기 ㄱㅏ,,능
2019. 12. 12. 10:40, 정우 : 전주는좀
2019. 12. 12. 10:40, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:41, (알 수 없음) : 멀다
2019. 12. 12. 10:41, 경민 : 옆
2019. 12. 12. 10:41, (알 수 없음) : ?
2019. 12. 12. 10:41, 경민 : 방
2019. 12. 12. 10:41, 경민 : 개웃기네
2019. 12. 12. 10:41, (알 수 없음) : 멀다에요?
2019. 12. 12. 10:41, 정우 : 아니
2019. 12. 12. 10:41, 정우 : 가면
2019. 12. 12. 10:41, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:41, (알 수 없음) : ㅇㅇ
2019. 12. 12. 10:41, 정우 : 커플만 존나
2019. 12. 12. 10:41, 정우 : 득실득실
2019. 12. 12. 10:41, (알 수 없음) : 아
2019. 12. 12. 10:41, 정우 : 할거같아서
2019. 12. 12. 10:41, (알 수 없음) : ㅇㅋ,,,,
2019. 12. 12. 10:41, 정우 : 꼴보기싫음
2019. 12. 12. 10:41, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:41, 경민 : 아니근데
2019. 12. 12. 10:41, 경민 : 전주
2019. 12. 12. 10:41, (알 수 없음) : 오천2백퍼
2019. 12. 12. 10:41, 경민 : 생각보다
2019. 12. 12. 10:41, (알 수 없음) : 인정드림
2019. 12. 12. 10:41, 경민 : 방개많고
2019. 12. 12. 10:41, 경민 : 싸던데그래서
2019. 12. 12. 10:41, 경민 : 놀램
2019. 12. 12. 10:41, 정우 : ㅇㅇ
2019. 12. 12. 10:41, (알 수 없음) : ㅇㅋ,,
2019. 12. 12. 10:41, 정우 : 그리고
2019. 12. 12. 10:41, 정우 : 생각보다
2019. 12. 12. 10:41, 정우 : 커플많음
2019. 12. 12. 10:41, 경민 : ㅇㅋ
2019. 12. 12. 10:41, (알 수 없음) : ㅇㅈ,,,
2019. 12. 12. 10:41, (알 수 없음) : 집에서안나가
2019. 12. 12. 10:41, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:41, (알 수 없음) : 사진
2019. 12. 12. 10:41, (알 수 없음) : 이거색깔
2019. 12. 12. 10:41, (알 수 없음) : 존옌데근데?
2019. 12. 12. 10:41, 정우 : 그러게
2019. 12. 12. 10:41, 정우 : 우리나라안같네
2019. 12. 12. 10:41, (알 수 없음) : 여기우리그거임
2019. 12. 12. 10:41, (알 수 없음) : 그
2019. 12. 12. 10:41, (알 수 없음) : 우리
2019. 12. 12. 10:41, 정우 : 알아
2019. 12. 12. 10:42, (알 수 없음) : 그
2019. 12. 12. 10:42, (알 수 없음) : 우리 도박하러갈까말까
2019. 12. 12. 10:42, (알 수 없음) : 하던곳
2019. 12. 12. 10:42, 정우 : ㅇㅇ
2019. 12. 12. 10:42, 정우 : 안다고
2019. 12. 12. 10:42, 정우 : 정자있고
2019. 12. 12. 10:42, (알 수 없음) : ㅇㅇ
2019. 12. 12. 10:42, (알 수 없음) : 알지
2019. 12. 12. 10:42, (알 수 없음) : 삭제된 메시지입니다. 
2019. 12. 12. 10:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:42, (알 수 없음) : ;
2019. 12. 12. 10:42, 정우 : 와
2019. 12. 12. 10:42, 정우 : 부럽다
2019. 12. 12. 10:42, 정우 : ㅁㅊ
2019. 12. 12. 10:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:42, 정우 : 이걸이렇게받는다고?
2019. 12. 12. 10:42, (알 수 없음) : ㅈㅅ
2019. 12. 12. 10:42, 정우 : 진짜 니;;;
2019. 12. 12. 10:42, 원준오빠 : 클스마스?
2019. 12. 12. 10:42, 원준오빠 : 야
2019. 12. 12. 10:42, (알 수 없음) : 저기한명더
2019. 12. 12. 10:42, 원준오빠 : 나두
2019. 12. 12. 10:42, (알 수 없음) : 추가한다
2019. 12. 12. 10:42, 경민 : 삭제된
2019. 12. 12. 10:42, 경민 : 메시지
2019. 12. 12. 10:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:42, 경민 : 먼데
2019. 12. 12. 10:42, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:42, 원준오빠 : ㄱㅅ
2019. 12. 12. 10:42, (알 수 없음) : 대웃기네 ㅠ
2019. 12. 12. 10:42, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:42, (알 수 없음) : 클스마스이브ㅔㅇ
2019. 12. 12. 10:42, (알 수 없음) : 에
2019. 12. 12. 10:42, 경민 : 대전가서
2019. 12. 12. 10:42, (알 수 없음) : 울집에서홈파티함
2019. 12. 12. 10:42, (알 수 없음) : 어떰?
2019. 12. 12. 10:42, 경민 : 덕갈비
2019. 12. 12. 10:43, 경민 : 그럼내가
2019. 12. 12. 10:43, 경민 : http://www.62life.com/specialselling/specialselling1.asp?sidx=653&orderBy=&catud=03#catud03
2019. 12. 12. 10:43, 경민 : 반값에보내줌
2019. 12. 12. 10:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:43, (알 수 없음) : 지원해줌?
2019. 12. 12. 10:43, 정우 : 오
2019. 12. 12. 10:43, 정우 : 개이득각
2019. 12. 12. 10:43, 정우 : 나온다
2019. 12. 12. 10:43, (알 수 없음) : 좋은데,,
2019. 12. 12. 10:43, (알 수 없음) : 24일,,,,
2019. 12. 12. 10:43, (알 수 없음) : 신원준이정우
2019. 12. 12. 10:43, (알 수 없음) : 달땡해라
2019. 12. 12. 10:43, 정우 : 하
2019. 12. 12. 10:43, 정우 : 몇년째야 이게
2019. 12. 12. 10:44, 경민 : 사진
2019. 12. 12. 10:44, 경민 : 사진
2019. 12. 12. 10:44, (알 수 없음) : 난
2019. 12. 12. 10:44, 경민 : 사진
2019. 12. 12. 10:44, (알 수 없음) : 밀푀유나베
2019. 12. 12. 10:44, 정우 : 그래 그런
2019. 12. 12. 10:44, (알 수 없음) : 티본서테이크
2019. 12. 12. 10:44, 정우 : 집에서 할수없는거를 사고
2019. 12. 12. 10:44, 정우 : 집에서
2019. 12. 12. 10:44, (알 수 없음) : 아니근데 밀푀유나베
2019. 12. 12. 10:44, (알 수 없음) : 쉬움
2019. 12. 12. 10:44, (알 수 없음) : 해줄까형이
2019. 12. 12. 10:44, 정우 : 오재훈이 파슽하 해주셈
2019. 12. 12. 10:44, 정우 : 네
2019. 12. 12. 10:44, (알 수 없음) : ㅇㅋ
2019. 12. 12. 10:44, 정우 : ㅎ주세요
2019. 12. 12. 10:44, 정우 : 후
2019. 12. 12. 10:44, (알 수 없음) : 화욜에 장보고
2019. 12. 12. 10:44, 정우 : ㅅㅂ
2019. 12. 12. 10:44, (알 수 없음) : ㅅㅂ;;
2019. 12. 12. 10:44, 정우 : 오재훈말고
2019. 12. 12. 10:44, (알 수 없음) : 개웃기다
2019. 12. 12. 10:44, (알 수 없음) : 아
2019. 12. 12. 10:44, 정우 : 여자친구가 해준 파스타
2019. 12. 12. 10:44, (알 수 없음) : 개터지네 ㅠ
2019. 12. 12. 10:44, 정우 : 먹고싶다
2019. 12. 12. 10:45, 정우 : ㅠ
2019. 12. 12. 10:45, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:45, (알 수 없음) : 어
2019. 12. 12. 10:45, (알 수 없음) : 이게뭐라고
2019. 12. 12. 10:45, (알 수 없음) : 이렇게웃김? ㅠ
2019. 12. 12. 10:45, 경민 : 레몬크림새우
2019. 12. 12. 10:45, 경민 : 맛있겟다
2019. 12. 12. 10:45, 정우 : 레몬맛일까 크림맛일까
2019. 12. 12. 10:45, 경민 : 나저기
2019. 12. 12. 10:45, 경민 : 마라감바스먹어봣는데
2019. 12. 12. 10:45, 경민 : 맛잇엇음
2019. 12. 12. 10:45, (알 수 없음) : zㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:45, 경민 : ㄷ근데다
2019. 12. 12. 10:45, 경민 : 내가한거보다
2019. 12. 12. 10:45, 경민 : 낫던대;
2019. 12. 12. 10:46, 경민 : 개편함재료 다와서
2019. 12. 12. 10:46, (알 수 없음) : 갯굴;
2019. 12. 12. 10:46, (알 수 없음) : 마라탕안좋앟는데
2019. 12. 12. 10:46, (알 수 없음) : ㄱㅊ
2019. 12. 12. 10:46, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:46, 정우 : 아니근데;;;
2019. 12. 12. 10:46, 정우 : 파는거면
2019. 12. 12. 10:46, (알 수 없음) : 지원받으려면
2019. 12. 12. 10:46, (알 수 없음) : 언제까지 말해야함?
2019. 12. 12. 10:46, 정우 : 최소 우리가 한것보단
2019. 12. 12. 10:46, 정우 : 맛있어야지
2019. 12. 12. 10:46, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:46, 경민 : 아니근데가격도쌈솔직히
2019. 12. 12. 10:46, 경민 : ,,,
2019. 12. 12. 10:46, 경민 : 내가장보면
2019. 12. 12. 10:47, 경민 : 먼가
2019. 12. 12. 10:47, 경민 : 없는게많아서 소량사고싶어도못사는데 저기는
2019. 12. 12. 10:47, 정우 : ㅇㅈㅇㅈ
2019. 12. 12. 10:47, 경민 : 쪼금씩쪼금씩다주니까
2019. 12. 12. 10:47, 정우 : 진짜개공감
2019. 12. 12. 10:47, 경민 : 편하고좋주
2019. 12. 12. 10:47, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:47, 정우 : 소량이없어
2019. 12. 12. 10:47, 정우 : ㅅㅂ
2019. 12. 12. 10:47, (알 수 없음) : 개썁인정
2019. 12. 12. 10:47, (알 수 없음) : 근데소량사는거비쌈
2019. 12. 12. 10:47, (알 수 없음) : ㅇㅈ?
2019. 12. 12. 10:47, (알 수 없음) : ㅠ
2019. 12. 12. 10:47, (알 수 없음) : 십벌탱
2019. 12. 12. 10:47, 정우 : ㅇㅈ
2019. 12. 12. 10:47, (알 수 없음) : 24일조지게놀고
2019. 12. 12. 10:47, (알 수 없음) : 25일조지게쉬고
2019. 12. 12. 10:47, (알 수 없음) : 맛난거먹고
2019. 12. 12. 10:47, (알 수 없음) : 빠이하자
2019. 12. 12. 10:47, (알 수 없음) : 옫돔?
2019. 12. 12. 10:47, 정우 : 빠이안하기가능?
2019. 12. 12. 10:47, (알 수 없음) : 가능;
2019. 12. 12. 10:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:48, (알 수 없음) : 그냥
2019. 12. 12. 10:48, (알 수 없음) : 너 그날내내있다가 나랑
2019. 12. 12. 10:48, (알 수 없음) : 세광이형보러
2019. 12. 12. 10:48, (알 수 없음) : 같이올라가자
2019. 12. 12. 10:48, (알 수 없음) : ^^
2019. 12. 12. 10:48, 정우 : 아
2019. 12. 12. 10:48, 정우 : 그건너무긴데
2019. 12. 12. 10:48, 경민 : 느낌이
2019. 12. 12. 10:48, 정우 : 그럴수도있겠다는
2019. 12. 12. 10:48, 경민 : 23전에 주말에 사면
2019. 12. 12. 10:48, 정우 : 생각이드네
2019. 12. 12. 10:48, 경민 : 23에 배송시작해서 24에 올듯
2019. 12. 12. 10:48, 경민 : 아마
2019. 12. 12. 10:48, 정우 : 안전빵으로 다음주 금요일쯤
2019. 12. 12. 10:48, 정우 : 하는걸로
2019. 12. 12. 10:48, 정우 : 어떰
2019. 12. 12. 10:48, 정우 : 오재훈
2019. 12. 12. 10:50, (알 수 없음) : 개좋지
2019. 12. 12. 10:50, (알 수 없음) : 24일
2019. 12. 12. 10:50, 정우 : 대전가는것도 다음주에 다시말해드림
2019. 12. 12. 10:50, (알 수 없음) : 대전홈파티함
2019. 12. 12. 10:50, (알 수 없음) : ㅡㅡ
2019. 12. 12. 10:50, (알 수 없음) : ㅇㅋ
2019. 12. 12. 10:50, 정우 : ㅇㅋ
2019. 12. 12. 10:50, 정우 : 아니
2019. 12. 12. 10:50, 정우 : ㅡㅡ
2019. 12. 12. 10:50, (알 수 없음) : 초대함
2019. 12. 12. 10:50, 정우 : 하지마셈
2019. 12. 12. 10:50, (알 수 없음) : 여러분들
2019. 12. 12. 10:50, (알 수 없음) : ㅇㅋ
2019. 12. 12. 10:50, (알 수 없음) : ㅈㅅ
2019. 12. 12. 10:50, 정우 : ㅇㅋㅇㅋ
2019. 12. 12. 10:50, (알 수 없음) : ^^
2019. 12. 12. 10:50, 정우 : 초대받음
2019. 12. 12. 10:50, (알 수 없음) : 겟굴
2019. 12. 12. 10:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:52, 경민 : ㅋㅋㅋㅋㅋ
2019. 12. 12. 10:53, (알 수 없음) : 할거생겼다;
2019. 12. 12. 10:53, 경민 : ㅂㅇ
2019. 12. 12. 10:54, 정우 : ㅂㅇㅂㅇ
2019. 12. 12. 10:54, (알 수 없음) : 아니
2019. 12. 12. 10:54, (알 수 없음) : 크리스마스에
2019. 12. 12. 10:54, (알 수 없음) : 할거생겼다고
2019. 12. 12. 10:54, (알 수 없음) : ㅅㅂ;
2019. 12. 12. 10:54, 정우 : 아
2019. 12. 12. 10:54, (알 수 없음) : 보내지마
2019. 12. 12. 10:54, (알 수 없음) : 새기들아
2019. 12. 12. 10:54, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:54, 정우 : ㅅㅂ
2019. 12. 12. 10:54, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:54, 정우 : 아니 니요즘
2019. 12. 12. 10:54, 정우 : 좀 열심히살길래;;;
2019. 12. 12. 10:54, 정우 : 좋은 오해임
2019. 12. 12. 10:54, (알 수 없음) : 열심히살지
2019. 12. 12. 10:54, (알 수 없음) : 할거생기기도했음
2019. 12. 12. 10:54, (알 수 없음) : 피피티수정해서보내조야하는데
2019. 12. 12. 10:54, 경민 : zㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:54, 경민 : 그럼ㅂ
2019. 12. 12. 10:54, 경민 : ㅇ
2019. 12. 12. 10:54, 경민 : ㅂㅇ
2019. 12. 12. 10:54, 경민 : 아님
2019. 12. 12. 10:54, 경민 : ?
2019. 12. 12. 10:54, (알 수 없음) : 점심먹고할래
2019. 12. 12. 10:54, 경민 : ㅇㅋ
2019. 12. 12. 10:55, 경민 : 맞아
2019. 12. 12. 10:55, (알 수 없음) : 너무귀찮음 오전그냥멀뚱가능?
2019. 12. 12. 10:55, 정우 : 굿
2019. 12. 12. 10:55, 경민 : 오전엔원래
2019. 12. 12. 10:55, 경민 : 놀아야지
2019. 12. 12. 10:55, 정우 : ㄱㄴㄱㄴ
2019. 12. 12. 10:55, 경민 : 멀뚱ㄱㄴ
2019. 12. 12. 10:55, 정우 : 아니원래
2019. 12. 12. 10:55, 경민 : 멀뚱
2019. 12. 12. 10:55, 경민 : 왜케
2019. 12. 12. 10:55, 정우 : 오전은
2019. 12. 12. 10:55, 경민 : 좀귀엽네 어감
2019. 12. 12. 10:55, 정우 : 출근해서 커피마시면서
2019. 12. 12. 10:55, 정우 : 보내는시간아님?
2019. 12. 12. 10:55, 정우 : 오후가 일하는 시간이고
2019. 12. 12. 10:55, 경민 : ㅁㅈ
2019. 12. 12. 10:55, (알 수 없음) : 마즘
2019. 12. 12. 10:55, (알 수 없음) : 그래서30분있다
2019. 12. 12. 10:55, (알 수 없음) : 빠밥떙길려고
2019. 12. 12. 10:55, 정우 : 아니
2019. 12. 12. 10:55, 정우 : 그럼
2019. 12. 12. 10:55, 경민 : 빠밥바밥밥
2019. 12. 12. 10:55, 정우 : 밥을 최대한 늦게땡겨야지
2019. 12. 12. 10:55, (알 수 없음) : 열ㅇ리
2019. 12. 12. 10:55, 정우 : 그래야 일을덜하지
2019. 12. 12. 10:55, (알 수 없음) : 열일하잖ㅇ
2019. 12. 12. 10:55, (알 수 없음) : 내가요새또
2019. 12. 12. 10:55, (알 수 없음) : 알지?;;
2019. 12. 12. 10:55, 정우 : ㅇㅋ;;;
2019. 12. 12. 10:55, 경민 : 아니이거왜
2019. 12. 12. 10:55, 경민 : 반응안해줌
2019. 12. 12. 10:55, 정우 : 적응안되네
2019. 12. 12. 10:55, 경민 : ㅠ?
2019. 12. 12. 10:55, 경민 : 무시하는고임
2019. 12. 12. 10:55, (알 수 없음) : ㅈㅅㅈㅅ
2019. 12. 12. 10:56, 경민 : ㅇㅋ
2019. 12. 12. 10:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:56, 정우 : 반응;;;어케하지
2019. 12. 12. 10:56, 정우 : 모르겠네
2019. 12. 12. 10:56, 정우 : ㅎ;;;;;;;
2019. 12. 12. 10:56, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:56, 경민 : ㅁㅋㅎ;
2019. 12. 12. 10:56, 경민 : ㅈㅅ
2019. 12. 12. 10:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:56, (알 수 없음) : https://youtu.be/ES_fmQhbHWE
2019. 12. 12. 10:56, (알 수 없음) : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:57, 정우 : 자기관리요?
2019. 12. 12. 10:57, 정우 : ㅅㅂ
2019. 12. 12. 10:58, (알 수 없음) : 봐봐대웃김
2019. 12. 12. 11:01, 정우 : 아니 영상은또뭐야
2019. 12. 12. 11:01, 정우 : ㅅㅂ
2019. 12. 12. 11:01, 정우 : 진짜
2019. 12. 12. 11:01, 정우 : 100종원이네
2019. 12. 12. 11:01, 정우 : ㅅㅂ
2019. 12. 12. 11:01, (알 수 없음) : 마우스
2019. 12. 12. 11:01, (알 수 없음) : 개웃겨
2019. 12. 12. 11:01, (알 수 없음) : ㅅㅂ
2019. 12. 12. 11:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 11:01, 정우 : ㅅㅂ
2019. 12. 12. 11:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 11:02, (알 수 없음) : 어 ㅅㅂ
2019. 12. 12. 11:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ도랏네이거
2019. 12. 12. 11:02, (알 수 없음) : 진짜
2019. 12. 12. 11:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ길드백종원
2019. 12. 12. 11:02, (알 수 없음) : ㅅㅂ
2019. 12. 12. 11:02, (알 수 없음) : 아시발
2019. 12. 12. 11:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ밥장사100
2019. 12. 12. 11:02, (알 수 없음) : ㅅㅂ
