Talk_2021.8.24 13:11-36.txt
저장한 날짜 : 2021. 8. 24. 13:11



2019년 2월 17일 일요일
2019. 2. 17. 21:33, Sekwang Ludan : 라틴 뮤직!!!!
2019. 3. 5. 13:35, (알 수 없음) : ㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋ
2019. 3. 5. 13:35, (알 수 없음) : 내사람머야
2019. 3. 5. 13:35, (알 수 없음) : 내앞사람
2019. 3. 5. 13:35, (알 수 없음) : 응모와뇨우
2019. 3. 5. 13:35, 정우 : 앞사람
2019. 3. 5. 13:35, 정우 : 뭐야 앞어디감
2019. 3. 5. 13:35, 정우 : ;;;;;
2019. 3. 5. 13:36, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:36, (알 수 없음) : ㅋㅋㅋㅌㅌㅌㅌㅌㅌㅋ
2019. 3. 5. 13:36, (알 수 없음) : 나이키이거
2019. 3. 5. 13:36, (알 수 없음) : 응모하면1인1매주냐
2019. 3. 5. 13:36, (알 수 없음) : 이모티콘 
2019. 3. 5. 13:36, (알 수 없음) : 혼자가야하냐
2019. 3. 5. 13:36, (알 수 없음) : 벌써김칫국
2019. 3. 5. 13:37, 경민 : 나도응모해야지
2019. 3. 5. 13:37, 경민 : 일요일로
2019. 3. 5. 13:37, (알 수 없음) : 난토일
2019. 3. 5. 13:37, (알 수 없음) : 다응모햇다일단
2019. 3. 5. 13:37, 경민 : 아둘다도댐?
2019. 3. 5. 13:37, 경민 : 그럼나도둘다함
2019. 3. 5. 13:37, (알 수 없음) : ㅇㅇ
2019. 3. 5. 13:37, (알 수 없음) : 되네
2019. 3. 5. 13:38, 경민 : 점이따
2019. 3. 5. 13:38, 경민 : 등록해도댐
2019. 3. 5. 13:38, 경민 : 귀찬네
2019. 3. 5. 13:38, (알 수 없음) : 댐
2019. 3. 5. 13:38, 경민 : ㅋㅌㅋㅋㅋ
2019. 3. 5. 13:38, (알 수 없음) : 아...은행에
2019. 3. 5. 13:38, (알 수 없음) : 뭐간단한거물어보러왓는데한시간대기하게생겻넵
2019. 3. 5. 13:38, 정우 : 오재
2019. 3. 5. 13:38, (알 수 없음) : 하아
2019. 3. 5. 13:38, 정우 : 오재
2019. 3. 5. 13:38, (알 수 없음) : ?
2019. 3. 5. 13:38, (알 수 없음) : ㄱ
2019. 3. 5. 13:38, 정우 : 님
2019. 3. 5. 13:38, (알 수 없음) : 질문받음
2019. 3. 5. 13:38, (알 수 없음) : ㅇ
2019. 3. 5. 13:38, 정우 : 그
2019. 3. 5. 13:38, 정우 : 책
2019. 3. 5. 13:38, 정우 : 있음
2019. 3. 5. 13:38, 정우 : ?
2019. 3. 5. 13:38, (알 수 없음) : 그거
2019. 3. 5. 13:38, (알 수 없음) : 잇엇던거같은데
2019. 3. 5. 13:39, (알 수 없음) : 없음
2019. 3. 5. 13:39, (알 수 없음) : 그뒤에
2019. 3. 5. 13:39, 정우 : 나도본거같은데
2019. 3. 5. 13:39, 정우 : 없냐
2019. 3. 5. 13:39, (알 수 없음) : 실습실에
2019. 3. 5. 13:39, (알 수 없음) : 버리고나와서
2019. 3. 5. 13:39, (알 수 없음) : 돌고돌고잇을듯
2019. 3. 5. 13:39, 정우 : 보자마자 어 저거 어디많이봤는데
2019. 3. 5. 13:39, 정우 : 아하
2019. 3. 5. 13:39, 정우 : ㅇㅋ
2019. 3. 5. 13:39, 정우 : ㅠ
2019. 3. 5. 13:39, (알 수 없음) : ㅠ
2019. 3. 5. 13:39, (알 수 없음) : ㅈㅅ
2019. 3. 5. 13:39, 정우 : ㄱㅊ
2019. 3. 5. 13:39, 정우 : 이거왜
2019. 3. 5. 13:39, 정우 : 얼만지
2019. 3. 5. 13:39, 정우 : 안찍혀있어
2019. 3. 5. 13:39, 정우 : 개새들
2019. 3. 5. 13:40, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:40, (알 수 없음) : ㅠ
2019. 3. 5. 13:40, (알 수 없음) : 사진
2019. 3. 5. 13:40, (알 수 없음) : 첨들어봐
2019. 3. 5. 13:41, 경민 : 반모밖에몰름,,,,
2019. 3. 5. 13:41, 정우 : 저거얼마전에봄
2019. 3. 5. 13:41, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:41, (알 수 없음) : 난반모밖에나도
2019. 3. 5. 13:41, 정우 : 아니 나왜오늘
2019. 3. 5. 13:41, 정우 : 가는데마다
2019. 3. 5. 13:41, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:41, 정우 : 사람존나많냐
2019. 3. 5. 13:41, (알 수 없음) : 줄이냐
2019. 3. 5. 13:41, (알 수 없음) : 책은어쩔수업다
2019. 3. 5. 13:41, 정우 : ㅇㅇ
2019. 3. 5. 13:41, (알 수 없음) : 임마
2019. 3. 5. 13:41, 정우 : 아니
2019. 3. 5. 13:41, 정우 : 프린트
2019. 3. 5. 13:41, (알 수 없음) : 인터넷주문해라
2019. 3. 5. 13:42, 정우 : 하러왔는데
2019. 3. 5. 13:42, (알 수 없음) : 아하
2019. 3. 5. 13:42, 정우 : 줄존나긴데
2019. 3. 5. 13:42, 정우 : 미친
2019. 3. 5. 13:42, (알 수 없음) : 비켜비켜
2019. 3. 5. 13:42, (알 수 없음) : 모세지나간다
2019. 3. 5. 13:42, Sekwang Ludan : https://www.insight.co.kr/news/211651
2019. 3. 5. 13:42, (알 수 없음) : 이러면서가셈
2019. 3. 5. 13:42, Sekwang Ludan : 실화??
2019. 3. 5. 13:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:42, 정우 : 모세
2019. 3. 5. 13:42, 정우 : ㅇㅈ
2019. 3. 5. 13:42, 정우 : 오
2019. 3. 5. 13:42, 정우 : 대마
2019. 3. 5. 13:42, (알 수 없음) : 신기하네
2019. 3. 5. 13:42, (알 수 없음) : 병원으로만
2019. 3. 5. 13:42, (알 수 없음) : 유통되겟지
2019. 3. 5. 13:43, Sekwang Ludan : 아...마... 도...
2019. 3. 5. 13:43, 정우 : 그러겠지
2019. 3. 5. 13:43, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:43, (알 수 없음) : 하드뎌
2019. 3. 5. 13:43, (알 수 없음) : 은행내차례옴
2019. 3. 5. 13:43, (알 수 없음) : 그럼
2019. 3. 5. 13:43, (알 수 없음) : 후니갔다오께
2019. 3. 5. 13:43, (알 수 없음) : ㅎ
2019. 3. 5. 13:43, Sekwang Ludan : 근데 병원으로라도 들어오면 불법유통 더쉬워지겠지 ㅋㅋㅋ
2019. 3. 5. 13:43, Sekwang Ludan : 씨유
2019. 3. 5. 13:43, (알 수 없음) : 아주
2019. 3. 5. 13:43, (알 수 없음) : 판을칠듯
2019. 3. 5. 13:51, 빠충 : 어 저거 약 약간
2019. 3. 5. 13:51, 빠충 : 영양제 닮아버림
2019. 3. 5. 13:51, 빠충 : 무서비하네
2019. 3. 5. 13:53, Sekwang Ludan : 글쎄 대마오일 대마피자 이런건 멀었겠지?
2019. 3. 5. 13:55, (알 수 없음) : ㅋㅌㅌㅌㅌㅌㅌㅌㅌ
2019. 3. 5. 13:55, 경민 : 신청완료쓰
2019. 3. 5. 13:55, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:55, 경민 : 로즈런5k하면안댐
2019. 3. 5. 13:55, 경민 : 유료래
2019. 3. 5. 13:55, 정우 : 이형 무섭네
2019. 3. 5. 13:55, 빠충 : 아니
2019. 3. 5. 13:55, 빠충 : 담주 화요일 왜
2019. 3. 5. 13:55, 빠충 : 54명 관람예약임
2019. 3. 5. 13:56, 빠충 : 미쳤나
2019. 3. 5. 13:56, 정우 : 단체
2019. 3. 5. 13:56, 빠충 : 아니
2019. 3. 5. 13:56, 빠충 : 77명 정원인데
2019. 3. 5. 13:56, 빠충 : 개쩌네
2019. 3. 5. 13:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:58, (알 수 없음) : ㅁㅊ
2019. 3. 5. 13:58, (알 수 없음) : 거의오손도손
2019. 3. 5. 13:58, (알 수 없음) : 김겨인
2019. 3. 5. 13:58, (알 수 없음) : 너누구랑가
2019. 3. 5. 13:58, (알 수 없음) : 만약둘다되면나끼워줌
2019. 3. 5. 13:58, (알 수 없음) : ?
2019. 3. 5. 13:58, (알 수 없음) : ㅠ
2019. 3. 5. 13:58, (알 수 없음) : 야근데최한길알바그만두?
2019. 3. 5. 14:01, 경민 : zzzzzz
2019. 3. 5. 14:01, 경민 : 한기리
2019. 3. 5. 14:01, 경민 : 알바
2019. 3. 5. 14:01, 경민 : 3월까지함
2019. 3. 5. 14:02, 경민 : 근데최한길지금낮잠타임
2019. 3. 5. 14:02, (알 수 없음) : 아하
2019. 3. 5. 14:02, (알 수 없음) : 학교다니는데도
2019. 3. 5. 14:02, (알 수 없음) : 낮잠타임지키냐
2019. 3. 5. 14:02, (알 수 없음) : ㅂ존나웃기네
2019. 3. 5. 14:02, (알 수 없음) : ㅅㅂㅋㅊㅍㅌㅌㅋ
2019. 3. 5. 14:03, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:03, 정우 : 뭔데웃기냐
2019. 3. 5. 14:03, (알 수 없음) : ㄹㅇ
2019. 3. 5. 14:03, 정우 : 낮잠타임
2019. 3. 5. 14:03, (알 수 없음) : 뭔데웃기냐
2019. 3. 5. 14:04, (알 수 없음) : 이정우오늘집가면
2019. 3. 5. 14:04, (알 수 없음) : 에어프라이어
2019. 3. 5. 14:04, (알 수 없음) : 에어드레서
2019. 3. 5. 14:04, (알 수 없음) : 길이재주는거
2019. 3. 5. 14:04, (알 수 없음) : 잊지말아쥬삼
2019. 3. 5. 14:04, (알 수 없음) : 하핳
2019. 3. 5. 14:04, 경민 : ㅋㅋㅋㅋㅋ
2019. 3. 5. 14:04, (알 수 없음) : 신카로사고담달에내야지그냥
2019. 3. 5. 14:04, (알 수 없음) : 어차피살거..ㅎ
2019. 3. 5. 14:05, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:05, 경민 : 이럴거면
2019. 3. 5. 14:05, 경민 : 빨리사는게이득
2019. 3. 5. 14:06, 정우 : ㅇㅋㅇㅋ
2019. 3. 5. 14:06, 정우 : 오
2019. 3. 5. 14:06, 정우 : 막
2019. 3. 5. 14:06, 정우 : 필통ㅇ랑 펜이랑 샤프심이랑 풀이랑
2019. 3. 5. 14:06, 정우 : 이것저것필요해서 걍 막샀는데
2019. 3. 5. 14:06, 정우 : 딱 6000맞춤
2019. 3. 5. 14:06, 정우 : 갑자기 기분좋아짐
2019. 3. 5. 14:07, 빠충 : 풀
2019. 3. 5. 14:07, 경민 : ㅋㅋㅋㅋ그럴때조음
2019. 3. 5. 14:07, 빠충 : 이모티콘 
2019. 3. 5. 14:08, (알 수 없음) : ㅇㅈㅇㅈ
2019. 3. 5. 14:08, 정우 : 할일
2019. 3. 5. 14:08, 정우 : 거의다해간다
2019. 3. 5. 14:08, 정우 : 퀘스트깨는기분
2019. 3. 5. 14:09, (알 수 없음) : ㅋㅋㅋㅋㅋㅌㅋㅋㅋ
2019. 3. 5. 14:09, (알 수 없음) : 하루가바쁨
2019. 3. 5. 14:09, (알 수 없음) : 오랜간만에나감ㄴ
2019. 3. 5. 14:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:09, 정우 : ㄹㅇ
2019. 3. 5. 14:09, 정우 : 바쁘다바빠
2019. 3. 5. 14:12, (알 수 없음) : ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:13, (알 수 없음) : 256기가유에스비
2019. 3. 5. 14:13, (알 수 없음) : 로뭐하비
2019. 3. 5. 14:13, (알 수 없음) : 일단공짜라서받앗는데
2019. 3. 5. 14:13, 정우 : 나주셈
2019. 3. 5. 14:14, (알 수 없음) : 그건좀오잉이다
2019. 3. 5. 14:14, (알 수 없음) : 그치
2019. 3. 5. 14:15, (알 수 없음) : 샵검색: #s3ber
2019. 3. 5. 14:16, (알 수 없음) : 샵검색: #s3rer
2019. 3. 5. 14:16, (알 수 없음) : 모가다를까ㅛ오
2019. 3. 5. 14:17, 정우 : 가격
2019. 3. 5. 14:17, 정우 : 아미친
2019. 3. 5. 14:17, 정우 : 스캔하는데 종이 반대로넣고있었음
2019. 3. 5. 14:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:17, (알 수 없음) : ㅋㅋㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:17, (알 수 없음) : 쨔읍;
2019. 3. 5. 14:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:18, 정우 : ㅎ;;;;;;
2019. 3. 5. 14:18, 정우 : 밖에 하도 안나와있어서그런가
2019. 3. 5. 14:18, 정우 : 이런거 좀
2019. 3. 5. 14:18, 정우 : 낯설어졌음
2019. 3. 5. 14:18, 정우 : 오늘따라 어색하네
2019. 3. 5. 14:19, 정우 : 오미친 한시간지났네
2019. 3. 5. 14:19, 정우 : ;;;;
2019. 3. 5. 14:19, 정우 : 점심추천좀
2019. 3. 5. 14:20, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:20, (알 수 없음) : 어디서먹움
2019. 3. 5. 14:20, (알 수 없음) : 꼬꼬가트
2019. 3. 5. 14:24, 정우 : 어디든
2019. 3. 5. 14:25, 정우 : 노상관이긴한데
2019. 3. 5. 14:25, 정우 : 사람없는곳?
2019. 3. 5. 14:25, 원준오빠 : 방금
2019. 3. 5. 14:25, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:25, 원준오빠 : 흑인 한명이
2019. 3. 5. 14:25, 원준오빠 : 어비스 지원하는 현장 목격ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:25, (알 수 없음) : 조운멋
2019. 3. 5. 14:25, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:25, (알 수 없음) : 샘오취리일화떠오르네
2019. 3. 5. 14:25, 정우 : 리얼이지 이게
2019. 3. 5. 14:25, (알 수 없음) : 흑인음악동아리왓는데
2019. 3. 5. 14:25, (알 수 없음) : 아무도엄다고
2019. 3. 5. 14:25, 원준오빠 : 한명씩 꼭 오넼ㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:25, 원준오빠 : ㅁㅈㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 14:28, 정우 : 엇
2019. 3. 5. 14:28, 정우 : 님들
2019. 3. 5. 14:29, 정우 : 저 점심 싸이버거가능?
2019. 3. 5. 14:29, 정우 : 햄버거진짜 오천년안먹어서 먹고싶은데
2019. 3. 5. 14:36, 원준오빠 : ㄱㄴ
2019. 3. 5. 14:36, 원준오빠 : ㄱㄱㄴ
2019. 3. 5. 14:36, 원준오빠 : 나 어제 인도카레 먹고
2019. 3. 5. 14:36, 원준오빠 : 오늘 일본카레 먹었는데
2019. 3. 5. 14:37, 원준오빠 : ㅇㅈ해줌?
2019. 3. 5. 14:37, 정우 : ㅇㅈㅇㅈ
2019. 3. 5. 14:38, 정우 : 내일 오뚜기카레각
2019. 3. 5. 14:41, 경민 : 님들
2019. 3. 5. 14:41, 경민 : 연락처랑
2019. 3. 5. 14:41, 경민 : 사진이랑
2019. 3. 5. 14:41, 경민 : 백업돼있으면
2019. 3. 5. 14:41, 경민 : 더할거뭐잇을까
2019. 3. 5. 14:41, 경민 : 백업??
2019. 3. 5. 14:44, 빠충 : 딱히 더 없지 않나
2019. 3. 5. 14:44, 빠충 : 비번 저장된 거 있으면 확인하는 거 빼고
2019. 3. 5. 14:45, 빠충 : ㅁㄹ 나는 연락처도 백업 안 했고
2019. 3. 5. 14:45, 빠충 : 사진도 구글포토에 다 백업해놔서
2019. 3. 5. 14:45, 빠충 : 그냥 씀
2019. 3. 5. 14:50, 원준오빠 : 오
2019. 3. 5. 14:51, 원준오빠 : 빼충 구글포토 무료임?
2019. 3. 5. 14:55, 빠충 : 예스예스
2019. 3. 5. 14:59, 원준오빠 : 오호!!
2019. 3. 5. 14:59, 원준오빠 : 지창욱 벌써 병장이래 ㅁㅊ
2019. 3. 5. 15:00, 재환오빠 : 구글포토 무료 어케씀?
2019. 3. 5. 15:01, 원준오빠 : 앱 다운 중인데
2019. 3. 5. 15:01, 원준오빠 : 걍 무료 같은대여?
2019. 3. 5. 15:01, 재환오빠 : 데이터무료수집할려고 머리쓰네구글
2019. 3. 5. 15:04, 원준오빠 : ㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 15:05, 원준오빠 : 사진
2019. 3. 5. 15:09, 원준오빠 : 근데 반모 반위 반유
2019. 3. 5. 15:09, 원준오빠 : 저걸 무슨 상황에 씀..?
2019. 3. 5. 15:34, 정우 : 인터넷에서 모르는사람들ㅇ랑 친목할때
2019. 3. 5. 15:34, 정우 : 쓴다고 봤음 나는ㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 15:42, 정우 : 아 오늘할일다했다
2019. 3. 5. 15:42, 정우 : 집가야지
2019. 3. 5. 15:56, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 15:56, (알 수 없음) : 난의자설치
2019. 3. 5. 15:56, 빠충 : 아
2019. 3. 5. 15:56, 빠충 : 이제 출근했다
2019. 3. 5. 15:56, 빠충 : 집 가고 싶자
2019. 3. 5. 16:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 16:00, 정우 : 집가서
2019. 3. 5. 16:00, 정우 : 좀만쉬다
2019. 3. 5. 16:00, 정우 : 공부해야지
2019. 3. 5. 16:00, 정우 : 오늘너무많은걸함
2019. 3. 5. 16:00, 정우 : 시험접수도했으니
2019. 3. 5. 16:00, 정우 : 새로운마음으로
2019. 3. 5. 16:01, 정우 : 공부각
2019. 3. 5. 16:07, 원준오빠 : 크 얄공맨
2019. 3. 5. 16:07, 원준오빠 : 나는 퇴근~~
2019. 3. 5. 16:18, (알 수 없음) : 이야훗
2019. 3. 5. 16:20, (알 수 없음) : 설흠돋는거
2019. 3. 5. 16:20, (알 수 없음) : 진짠가
2019. 3. 5. 16:20, (알 수 없음) : 벌써4시20분
2019. 3. 5. 16:24, 정우 : 아
2019. 3. 5. 16:24, 정우 : 졸려
2019. 3. 5. 16:24, 정우 : 와 개졸리네
2019. 3. 5. 16:36, (알 수 없음) : 사진
2019. 3. 5. 16:36, (알 수 없음) : 모니터...강지폭발하냐
2019. 3. 5. 16:37, 양우성 : 매끈하네
2019. 3. 5. 16:37, 경민 : ㅎㅇ
2019. 3. 5. 16:37, 경민 : 아이폰으로돌아옴
2019. 3. 5. 16:37, 양우성 : ㅎㅇㅎㅇ
2019. 3. 5. 16:37, 경민 : 후후
2019. 3. 5. 16:37, 양우성 : 아이폰유저네
2019. 3. 5. 16:37, 양우성 : 이제
2019. 3. 5. 16:37, 경민 : 키보드가작군
2019. 3. 5. 16:39, 경민 : 아이이고
2019. 3. 5. 16:40, 경민 : 아이이고
2019. 3. 5. 16:40, 경민 : 아니이거
2019. 3. 5. 16:40, 경민 : 자동고침어케해결함
2019. 3. 5. 16:41, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 16:41, 빠충 : 설정가서
2019. 3. 5. 16:41, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 16:41, (알 수 없음) : 아나
2019. 3. 5. 16:42, (알 수 없음) : 미친컴퓨터반납하는데
2019. 3. 5. 16:42, 빠충 : 일반>키보드
2019. 3. 5. 16:42, (알 수 없음) : 내블루투스 마우스키보드
2019. 3. 5. 16:42, 빠충 : 자동완성
2019. 3. 5. 16:42, (알 수 없음) : 유에스비꽂아놓고반납햇음
2019. 3. 5. 16:42, 빠충 : 맞나
2019. 3. 5. 16:42, 빠충 : 그걸거임
2019. 3. 5. 16:44, 원준오빠 : ㅁㅊㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 16:44, (알 수 없음) : 아시바...내키보드마우스는
2019. 3. 5. 16:44, (알 수 없음) : 어케하쥬
2019. 3. 5. 16:44, 경민 : 한기리가
2019. 3. 5. 16:44, 경민 : 에어팟사준데
2019. 3. 5. 16:44, 경민 : 가이득
2019. 3. 5. 16:44, (알 수 없음) : 설정으로안대나유
2019. 3. 5. 16:44, 원준오빠 : 와유
2019. 3. 5. 16:44, 원준오빠 : 한기리
2019. 3. 5. 16:44, 원준오빠 : 능룍자네
2019. 3. 5. 16:46, 원준오빠 : ㅋㅋㅋㅋㅋㅋ오재
2019. 3. 5. 16:46, 원준오빠 : 다시 가서 찾아람 마
2019. 3. 5. 16:46, 원준오빠 : 전화 때리라
2019. 3. 5. 16:47, 경민 : 한길이찾아보더니
2019. 3. 5. 16:47, 경민 : 이어폰이왜케비싸녜
2019. 3. 5. 16:47, 경민 : 20인지몰랏쥬
2019. 3. 5. 16:47, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 16:47, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 16:47, 원준오빠 : 이미 주문했다그래
2019. 3. 5. 16:47, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 16:48, 양우성 : 태세변환가나여
2019. 3. 5. 16:48, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 16:48, 경민 : 진동어케끔
2019. 3. 5. 16:49, 원준오빠 : 설정
2019. 3. 5. 16:49, 원준오빠 : 사운드 및 햅틱
2019. 3. 5. 16:49, 원준오빠 : 무음시 진동
2019. 3. 5. 16:49, 원준오빠 : 해제뾲
2019. 3. 5. 16:49, 원준오빠 : https://m.media.daum.net/m/media/photo-viewer?cid=2689#20190305132400104
2019. 3. 5. 16:49, 원준오빠 : ㅁㅊ
2019. 3. 5. 16:50, 경민 : 개새기들
2019. 3. 5. 16:50, 경민 : 다들똑똑하군
2019. 3. 5. 16:51, 원준오빠 : 오 학교갈때 같은 지하철 탔단 사람
2019. 3. 5. 16:51, 원준오빠 : 집가는 지하철에서 또 만남
2019. 3. 5. 16:51, 원준오빠 : 말이됨..?
2019. 3. 5. 16:51, 경민 : ㅋㅋㅋㅋ
2019. 3. 5. 16:52, 경민 : 운명
2019. 3. 5. 16:52, 경민 : ㄱ
2019. 3. 5. 16:52, 원준오빠 : ㄱ
2019. 3. 5. 16:55, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 16:57, (알 수 없음) : ㄱ
2019. 3. 5. 16:58, 정우 : ㄱㄱ
2019. 3. 5. 17:01, 양우성 : 고백ㄱㄱ
2019. 3. 5. 17:01, 부그뷰 : ㄱㄱ
2019. 3. 5. 17:04, Sekwang Ludan : ㅋㅋㅋㅋ 미친 중국에서 보헤미안 랩소디 3월 22에 개봉한대
2019. 3. 5. 17:05, 부그뷰 : 이제야?
2019. 3. 5. 17:06, Sekwang Ludan : ㅇㅇ 다운받은거 보지 말아야겠다
2019. 3. 5. 17:06, Sekwang Ludan : 이건 극장에서 봐야할듯
2019. 3. 5. 17:06, 원준오빠 : ㅇㅈ
2019. 3. 5. 17:06, 원준오빠 : ㄹㅇ
2019. 3. 5. 17:06, 원준오빠 : 가서 보즈아
2019. 3. 5. 17:06, Sekwang Ludan : 캡틴마블은 그래도 이번주 금요일에 개봉하던데...
2019. 3. 5. 17:06, Sekwang Ludan : 예쓰!! ㅋㅋㅋㅋ
2019. 3. 5. 17:06, 양우성 : 왜캐늦게개봉하지
2019. 3. 5. 17:06, 원준오빠 : 그거ㅜ재밌울ㅋ가
2019. 3. 5. 17:07, 양우성 : 꼭영화관ㄱ
2019. 3. 5. 17:07, Sekwang Ludan : ㅋㅋ 재밌겠지???
2019. 3. 5. 17:07, Sekwang Ludan : 그린북 강추!
2019. 3. 5. 17:31, 경민 : 근데
2019. 3. 5. 17:31, 경민 : 아이폰은 치다가 오타나몀
2019. 3. 5. 17:31, 경민 : 중간으로 커서 못감?
2019. 3. 5. 17:32, 빠충 : 꾹 눌러야 됨
2019. 3. 5. 17:32, 빠충 : 톡 치지 말고
2019. 3. 5. 17:32, 빠충 : 가고 싶은 데 꾸우우욱 누르셈
2019. 3. 5. 17:32, Sekwang Ludan : 사진
2019. 3. 5. 17:32, Sekwang Ludan : 오후부터 공기 지리네 ㅋㅋㅋㅋ 서울도 내일부터 괜찮아질듯?
2019. 3. 5. 17:33, 원준오빠 : 아이폰 앱 중에 팁 이라고 있는데 그거 아이폰 공부 됨
2019. 3. 5. 17:33, 원준오빠 : ㅇㅎ호 공기 시롸?
2019. 3. 5. 17:33, 빠충 : 개꿀팁 하나
2019. 3. 5. 17:33, 빠충 : 맨 위에 상태표시줄 두번 탭하면
2019. 3. 5. 17:34, 빠충 : 맨 위로 올라감
2019. 3. 5. 17:34, 빠충 : @경민
2019. 3. 5. 17:34, 재환오빠 : 꾹누르고 드레그하면 됨
2019. 3. 5. 17:34, 재환오빠 : 포스터치
2019. 3. 5. 17:34, 경민 : 아이거 개꿀팁아니고 계속뒤로가기누르면 올라감 ㅜ
2019. 3. 5. 17:34, 경민 : 아이폰어렵네
2019. 3. 5. 17:34, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 17:35, 경민 : 1번눌러도올라가는데?
2019. 3. 5. 17:35, 경민 : 시계
2019. 3. 5. 17:35, 빠충 : ㅇㅎ
2019. 3. 5. 17:35, 빠충 : 한번도 됨?
2019. 3. 5. 17:35, 빠충 : 갤럭시 1년 써서 많이 까먹음
2019. 3. 5. 17:35, 경민 : ㅇㅇ
2019. 3. 5. 17:36, 경민 : 그렇더라고
2019. 3. 5. 17:36, 경민 : 휴 어렵군
2019. 3. 5. 17:36, 빠충 : 아이폰 근데
2019. 3. 5. 17:36, 빠충 : 조웃밥임
2019. 3. 5. 17:38, (알 수 없음) : dksl
2019. 3. 5. 17:38, (알 수 없음) : 아니베이징
2019. 3. 5. 17:38, (알 수 없음) : 왜날씨조움
2019. 3. 5. 17:38, (알 수 없음) : 우리한테그만보내ㅠ
2019. 3. 5. 17:38, (알 수 없음) : 부럽다
2019. 3. 5. 17:38, (알 수 없음) : 사진
2019. 3. 5. 17:38, (알 수 없음) : 우리연구실밖임
2019. 3. 5. 17:38, 정우 : 우리도
