Talk_2021.8.24 13:11-79.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 20일 수요일
2021. 1. 20. 10:56, 경민 : 10점받고싶누
2021. 2. 16. 12:09, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:09, 경민 : 컷
2021. 2. 16. 12:09, 경민 : 원준오빠
2021. 2. 16. 12:09, 경민 : ㅎ;;
2021. 2. 16. 12:09, abyss오재 : ㄹㅇ
2021. 2. 16. 12:09, 경민 : 원준오빠는 훌륭해지금
2021. 2. 16. 12:09, 경민 : 아주흡족함
2021. 2. 16. 12:09, abyss오재 : 나는맨날
2021. 2. 16. 12:09, abyss오재 : 돈만먹고튐
2021. 2. 16. 12:09, abyss오재 : ㅈㅅ
2021. 2. 16. 12:09, 경민 : 뱉어라
2021. 2. 16. 12:09, 경민 : 오재훈
2021. 2. 16. 12:09, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:09, 경민 : ^.^
2021. 2. 16. 12:10, 경민 : 기분좋은기념으로블랙큐브한셋만선물해주라누?
2021. 2. 16. 12:10, 경민 : ㅅㅂ계속현질
2021. 2. 16. 12:10, abyss오재 : 아니
2021. 2. 16. 12:10, 경민 : 하고싶어
2021. 2. 16. 12:10, abyss오재 : 개웃기네
2021. 2. 16. 12:10, 경민 : 어제한끼밖에안먹엇는데점심든든하게
2021. 2. 16. 12:10, 경민 : 먹기가능?
2021. 2. 16. 12:10, 경민 : 머먹ㅈ;
2021. 2. 16. 12:10, abyss오재 : 가능
2021. 2. 16. 12:10, 경민 : 아근데
2021. 2. 16. 12:10, abyss오재 : 제육봌ㄱ음 ㄱ
2021. 2. 16. 12:11, 경민 : 코로나면
2021. 2. 16. 12:11, 경민 : 어떻게함?
2021. 2. 16. 12:11, abyss오재 : 아근데나진짜
2021. 2. 16. 12:11, 경민 : ㅅㅂ;;걍나가지말까
2021. 2. 16. 12:11, abyss오재 : 이제
2021. 2. 16. 12:11, abyss오재 : 비마트로주문해
2021. 2. 16. 12:11, abyss오재 : 재택하다가느낀게
2021. 2. 16. 12:11, abyss오재 : 집에서
2021. 2. 16. 12:11, abyss오재 : 얌전히
2021. 2. 16. 12:11, abyss오재 : 청소요리하면서
2021. 2. 16. 12:11, abyss오재 : 뒷바라지하면서살고싶음
2021. 2. 16. 12:11, abyss오재 : ㅠ
2021. 2. 16. 12:11, abyss오재 : 돈천마넌버는
2021. 2. 16. 12:11, abyss오재 : 여자만나고싶다
2021. 2. 16. 12:11, abyss오재 : 하
2021. 2. 16. 12:11, abyss오재 : 이모티콘 
2021. 2. 16. 12:11, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:11, 경민 : 월급임?
2021. 2. 16. 12:12, 경민 : 월천어케범ㅅㅂ
2021. 2. 16. 12:12, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:12, abyss오재 : 월급이지
2021. 2. 16. 12:12, abyss오재 : 의사여자분소개좀
2021. 2. 16. 12:12, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:12, abyss오재 : 그냥
2021. 2. 16. 12:12, 경민 : 나는월천까지바라지도않아
2021. 2. 16. 12:12, abyss오재 : 강아지한마리
2021. 2. 16. 12:12, abyss오재 : 키운다생각하고
2021. 2. 16. 12:13, abyss오재 : 데리고사실분
2021. 2. 16. 12:13, 경민 : 나보다만많이벌면된다
2021. 2. 16. 12:13, abyss오재 : 구함
2021. 2. 16. 12:13, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:13, abyss오재 : 니가많이벌잖아
2021. 2. 16. 12:13, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:13, 경민 : 나월300
2021. 2. 16. 12:13, abyss오재 : 많이버는거지
2021. 2. 16. 12:13, abyss오재 : 월삼백이
2021. 2. 16. 12:13, 경민 : 니양심어디감
2021. 2. 16. 12:13, abyss오재 : 대기업가야나오지
2021. 2. 16. 12:13, 경민 : 월1000만난다며
2021. 2. 16. 12:13, abyss오재 : 난
2021. 2. 16. 12:13, 경민 : 3개월
2021. 2. 16. 12:13, abyss오재 : 존나많이버는사람
2021. 2. 16. 12:13, 경민 : 일해야
2021. 2. 16. 12:13, 경민 : 1000인데
2021. 2. 16. 12:13, abyss오재 : 만나는게내꿈임
2021. 2. 16. 12:13, 경민 : ㅅㅂ
2021. 2. 16. 12:13, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아
2021. 2. 16. 12:13, 경민 : ㅇㅋ
2021. 2. 16. 12:13, abyss오재 : 꿈인데
2021. 2. 16. 12:13, abyss오재 : 존중좀
2021. 2. 16. 12:14, 경민 : ㅇㅋ존중함
2021. 2. 16. 12:14, 경민 : 나는연봉1억
2021. 2. 16. 12:14, 경민 : 만날래
2021. 2. 16. 12:14, abyss오재 : ㄱㅅㄱㅅ
2021. 2. 16. 12:14, abyss오재 : 좋네
2021. 2. 16. 12:14, abyss오재 : 나는연봉
2021. 2. 16. 12:14, abyss오재 : 일억오천
2021. 2. 16. 12:14, abyss오재 : 만날래
2021. 2. 16. 12:14, abyss오재 : 교수님만나야겟다
2021. 2. 16. 12:14, 경민 : 맥날포장해서집와서먹을까
2021. 2. 16. 12:14, abyss오재 : 야근데
2021. 2. 16. 12:15, abyss오재 : 까활이좋음 위생천이좋음
2021. 2. 16. 12:15, abyss오재 : 맥날어제원준이형추천해준거 ㄱㄱ
2021. 2. 16. 12:15, 경민 : 위생천은모름
2021. 2. 16. 12:15, 경민 : 처음들어봄
2021. 2. 16. 12:15, 경민 : 까홝
2021. 2. 16. 12:15, abyss오재 : 아진짜누워서노래듣고잇으니
2021. 2. 16. 12:15, abyss오재 : 세상좋다
2021. 2. 16. 12:15, 경민 : 맥날한번가봄그러면
2021. 2. 16. 12:15, abyss오재 : ㄱㄱㄱㄱ
2021. 2. 16. 12:15, 경민 : 오늘까지딱먹고내일부터
2021. 2. 16. 12:15, 경민 : 디톡스조짐
2021. 2. 16. 12:16, 경민 : 설에먹은거다업앤다;
2021. 2. 16. 12:17, abyss오재 : 계란살까
2021. 2. 16. 12:17, abyss오재 : 디톡스어케람
2021. 2. 16. 12:17, 경민 : 인터넷으루삼
2021. 2. 16. 12:17, abyss오재 : ㅇㅇ
2021. 2. 16. 12:17, abyss오재 : 비마추
2021. 2. 16. 12:17, abyss오재 : ㅂ마트
2021. 2. 16. 12:19, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ아니비마트너
2021. 2. 16. 12:19, 경민 : 중독이누
2021. 2. 16. 12:19, abyss오재 : 사진
2021. 2. 16. 12:19, abyss오재 : 어떰
2021. 2. 16. 12:19, 경민 : 우리독네엔없어비마크
2021. 2. 16. 12:19, abyss오재 : 영점칠공기밥
2021. 2. 16. 12:19, 경민 : 아우산들고나올걸
2021. 2. 16. 12:19, 경민 : 눈이오누
2021. 2. 16. 12:19, abyss오재 : ㅇㅇ눈오더라아까
2021. 2. 16. 12:25, 경민 : 근데
2021. 2. 16. 12:25, 경민 : 미트칠리비프시킴
2021. 2. 16. 12:25, 경민 : 나는슈비가조은데
2021. 2. 16. 12:26, abyss오재 : 사진
2021. 2. 16. 12:27, abyss오재 : 허디웅그잘쓰네
2021. 2. 16. 12:27, abyss오재 : 미칠버
2021. 2. 16. 12:27, abyss오재 : 후기좀
2021. 2. 16. 12:27, 경민 : ㅇㅋ
2021. 2. 16. 12:28, abyss오재 : 맥날
2021. 2. 16. 12:28, abyss오재 : 가까운가보네
2021. 2. 16. 12:29, 경민 : 사진
2021. 2. 16. 12:29, 경민 : 이미나엄
2021. 2. 16. 12:29, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:29, abyss오재 : 오우
2021. 2. 16. 12:29, abyss오재 : 빨리 ㄱㄱ
2021. 2. 16. 12:29, 경민 : ㅇㅋ
2021. 2. 16. 12:29, abyss오재 : 샵검색: #주4일제
2021. 2. 16. 12:29, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:29, abyss오재 : 저미친교수가뭐라는거야
2021. 2. 16. 12:29, abyss오재 : 안망하니까일단해봐~
2021. 2. 16. 12:29, 경민 : 아니긍데
2021. 2. 16. 12:29, 경민 : 돈을
2021. 2. 16. 12:29, 경민 : 덜주면
2021. 2. 16. 12:30, 경민 : 어케삼
2021. 2. 16. 12:30, 경민 : 물가는비싼데
2021. 2. 16. 12:30, 경민 : 돈이업자나 주4히면
2021. 2. 16. 12:30, abyss오재 : 사진
2021. 2. 16. 12:30, abyss오재 : 몰라
2021. 2. 16. 12:30, abyss오재 : 나도잘안읽어봐서
2021. 2. 16. 12:30, abyss오재 : 그냥 주4해
2021. 2. 16. 12:30, abyss오재 : 힘들어
2021. 2. 16. 12:30, abyss오재 : 이모티콘 
2021. 2. 16. 12:31, 정우 : 근데이거
2021. 2. 16. 12:31, 정우 : 주6일에서 5일로 바꿀때도
2021. 2. 16. 12:32, 정우 : 말존나나왔던거라며
2021. 2. 16. 12:32, 정우 : 지금도 돈못버는데 5일로하면 나라망한다고
2021. 2. 16. 12:32, 정우 : 절대안된다고
2021. 2. 16. 12:32, abyss오재 : ㅇㅇ
2021. 2. 16. 12:32, abyss오재 : 근데
2021. 2. 16. 12:32, abyss오재 : 주말쉬는거
2021. 2. 16. 12:32, abyss오재 : 당연하쥬?
2021. 2. 16. 12:32, 정우 : 근데 바꾸니까 개꿀
2021. 2. 16. 12:32, abyss오재 : 우리어릴때
2021. 2. 16. 12:32, abyss오재 : 학교토욜갓던거
2021. 2. 16. 12:32, abyss오재 : ㅅㅂ
2021. 2. 16. 12:32, 정우 : ㅅㅂ
2021. 2. 16. 12:32, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:32, 정우 : 고3까지갔다고 나
2021. 2. 16. 12:32, abyss오재 : 나듀
2021. 2. 16. 12:32, abyss오재 : ,,,
2021. 2. 16. 12:32, 정우 : ㅠ
2021. 2. 16. 12:32, 정우 : 개억울
2021. 2. 16. 12:32, abyss오재 : 샵검색: #996
2021. 2. 16. 12:32, 정우 : 아 나 여기서 막내지
2021. 2. 16. 12:32, 정우 : ㅅㅂ
2021. 2. 16. 12:32, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:32, abyss오재 : 이건뭔지앎?
2021. 2. 16. 12:33, 정우 : 몰라
2021. 2. 16. 12:33, abyss오재 : 9시출근9시퇴근6일
2021. 2. 16. 12:33, abyss오재 : 중국아이티현황이래
2021. 2. 16. 12:33, abyss오재 : ㅅㅂ
2021. 2. 16. 12:33, 정우 : 어이미친
2021. 2. 16. 12:33, 정우 : ㅁㅊ
2021. 2. 16. 12:33, 정우 : 996 715 007이래
2021. 2. 16. 12:33, abyss오재 : 헬차이나래
2021. 2. 16. 12:33, abyss오재 : ㅇㅇ
2021. 2. 16. 12:33, abyss오재 : 익일
2021. 2. 16. 12:33, 정우 : 역시
2021. 2. 16. 12:33, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:33, 정우 : 삭제된 메시지입니다. 
2021. 2. 16. 12:33, abyss오재 : 근데외국에서도
2021. 2. 16. 12:33, abyss오재 : 중국인
2021. 2. 16. 12:33, 정우 : 다나오쥬?
2021. 2. 16. 12:33, abyss오재 : 안받는대
2021. 2. 16. 12:33, abyss오재 : 왠중앎?
2021. 2. 16. 12:33, 정우 : 욕했으면 지움
2021. 2. 16. 12:34, abyss오재 : 사진
2021. 2. 16. 12:34, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:34, abyss오재 : 이래서안받는데
2021. 2. 16. 12:34, abyss오재 : ㅅㅂ
2021. 2. 16. 12:34, 정우 : 아 이거봤음
2021. 2. 16. 12:34, 정우 : 기술빼는거
2021. 2. 16. 12:34, abyss오재 : 존나웃기네
2021. 2. 16. 12:34, 정우 : 존나어이없던데 진짜
2021. 2. 16. 12:34, 정우 : 하이튼 저기는
2021. 2. 16. 12:34, 정우 : 그냥
2021. 2. 16. 12:34, 정우 : 삭제된 메시지입니다. 
2021. 2. 16. 12:34, abyss오재 : ㅇㅇ
2021. 2. 16. 12:34, abyss오재 : ㄹㅇ
2021. 2. 16. 12:34, abyss오재 : 아니
2021. 2. 16. 12:34, 경민 : ㅎㅇ
2021. 2. 16. 12:34, abyss오재 : 개웃기네이정우 ㅅㅂ
2021. 2. 16. 12:34, abyss오재 : 지우는거 ㅅㅂ
2021. 2. 16. 12:34, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:34, 경민 : 먹어봄
2021. 2. 16. 12:34, 경민 : 머라함
2021. 2. 16. 12:34, 정우 : 관리해야함
2021. 2. 16. 12:34, abyss오재 : 어떰
2021. 2. 16. 12:34, 정우 : 임마
2021. 2. 16. 12:34, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:34, abyss오재 : ㅇㅋ
2021. 2. 16. 12:34, abyss오재 : 아니
2021. 2. 16. 12:34, abyss오재 : 김경민
2021. 2. 16. 12:34, abyss오재 : 맥날후기
2021. 2. 16. 12:34, abyss오재 : 기다리는즁
2021. 2. 16. 12:35, 정우 : 아
2021. 2. 16. 12:35, 정우 : 어제그거
2021. 2. 16. 12:35, 정우 : 먹음?
2021. 2. 16. 12:35, 정우 : 미국맛?
2021. 2. 16. 12:35, 경민 : ㅇㅇ
2021. 2. 16. 12:35, abyss오재 : 와 네이버
2021. 2. 16. 12:35, abyss오재 : 신고가네
2021. 2. 16. 12:36, abyss오재 : 40만원
2021. 2. 16. 12:36, abyss오재 : 돌파라니 ㅁㅊ
2021. 2. 16. 12:36, 경민 : 사진
2021. 2. 16. 12:36, 경민 : 근뎅
2021. 2. 16. 12:36, 경민 : 부실하누
2021. 2. 16. 12:36, abyss오재 : 엥좀으렇네
2021. 2. 16. 12:36, abyss오재 : 어떰
2021. 2. 16. 12:36, abyss오재 : 맛잇으면 ㄱㅊ
2021. 2. 16. 12:36, 경민 : 맛은잇음
2021. 2. 16. 12:36, abyss오재 : 샵검색: #병원 적자
2021. 2. 16. 12:36, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ
2021. 2. 16. 12:36, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:36, abyss오재 : 미쳘다리
2021. 2. 16. 12:36, abyss오재 : 마스크랑손씻기가
2021. 2. 16. 12:36, abyss오재 : 이렇게중요합니다
2021. 2. 16. 12:36, abyss오재 : 이모티콘 
2021. 2. 16. 12:37, abyss오재 : 코로나끝나도 마스크 잘쓰고다닐거같기도하고
2021. 2. 16. 12:37, abyss오재 : 특히감기시즌엔
2021. 2. 16. 12:37, 경민 : ㅇㅈㅇㅈ
2021. 2. 16. 12:39, abyss오재 : 샵검색: #
2021. 2. 16. 12:39, abyss오재 : 아시발존카웃김
2021. 2. 16. 12:39, abyss오재 : 진짜보ㅡㅡ개웃겨
2021. 2. 16. 12:39, abyss오재 : ㅅㅂ
2021. 2. 16. 12:39, abyss오재 : ㅠ
2021. 2. 16. 12:40, 경민 : ㅏㅅ은있누
2021. 2. 16. 12:42, abyss오재 : 맛잇으면
2021. 2. 16. 12:42, abyss오재 : 됏누
2021. 2. 16. 12:42, 경민 : ㅇㅈ
2021. 2. 16. 12:51, 정우 : 오호
2021. 2. 16. 12:51, 정우 : 다음에먹어봄
2021. 2. 16. 12:55, abyss오재 : 햇동안메이크업
2021. 2. 16. 12:55, abyss오재 : 봐주면안됨?
2021. 2. 16. 12:56, 정우 : ㅇㅇ안됨
2021. 2. 16. 13:02, 경민 : ㅅㅂ
2021. 2. 16. 13:02, 경민 : 눈이ㅏ부시게
2021. 2. 16. 13:02, 경민 : 보다가
2021. 2. 16. 13:02, 경민 : 설때매지금다시보는데
2021. 2. 16. 13:02, 경민 : 존나반전지리네
2021. 2. 16. 13:06, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 13:06, abyss오재 : 취매
2021. 2. 16. 13:06, abyss오재 : 나왓누?
2021. 2. 16. 13:06, abyss오재 : ㅠ
2021. 2. 16. 13:07, abyss오재 : 오열포인트
2021. 2. 16. 13:07, 경민 : ㅁㅊ니다앎?
2021. 2. 16. 13:07, 경민 : 나진짜개충격
2021. 2. 16. 13:07, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 13:07, abyss오재 : 10화아닌가
2021. 2. 16. 13:07, abyss오재 : 김애자센세
2021. 2. 16. 13:07, abyss오재 : ㅜ
2021. 2. 16. 13:07, 경민 : 맞아
2021. 2. 16. 13:07, 경민 : ;;니머
2021. 2. 16. 13:07, 경민 : 기억력
2021. 2. 16. 13:07, 경민 : 조지네
2021. 2. 16. 13:07, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 13:07, abyss오재 : 진짜눈이부시게
2021. 2. 16. 13:07, abyss오재 : 명작따리
2021. 2. 16. 13:07, abyss오재 : 눈물쥴쥴
2021. 2. 16. 13:07, 경민 : 아근데 ㄹㅇ
2021. 2. 16. 13:07, 경민 : 집중해서안봐서
2021. 2. 16. 13:07, abyss오재 : 거기서
2021. 2. 16. 13:07, 경민 : 덜먹먹한데
2021. 2. 16. 13:07, abyss오재 : 남주혁도
2021. 2. 16. 13:07, 경민 : 좀제대로봐볼걸
2021. 2. 16. 13:07, abyss오재 : 연기개잘함
2021. 2. 16. 13:07, 경민 : ㅜㅜ
2021. 2. 16. 13:07, abyss오재 : 진짜눈물줄줄임
2021. 2. 16. 13:07, abyss오재 : 나도복습할까
2021. 2. 16. 13:07, abyss오재 : 학교안나갈때
2021. 2. 16. 13:08, 경민 : ㅇㅇ;;
2021. 2. 16. 13:08, 경민 : 재택ㄱ ㄱ
2021. 2. 16. 13:08, abyss오재 : 그래야겍다
2021. 2. 16. 13:08, 경민 : 근데진짜
2021. 2. 16. 13:08, abyss오재 : 일단오늘일마무리하고
2021. 2. 16. 13:08, 경민 : 닮앗네은근
2021. 2. 16. 13:08, abyss오재 : 복습해야지
2021. 2. 16. 13:08, abyss오재 : 김애자랑
2021. 2. 16. 13:08, abyss오재 : 한찌민
2021. 2. 16. 13:08, 경민 : 연기를
2021. 2. 16. 13:08, abyss오재 : 도
2021. 2. 16. 13:08, 경민 : 너무잘하셔서
2021. 2. 16. 13:08, abyss오재 : ㄹㅇ
2021. 2. 16. 13:08, 경민 : 그런가둘이
2021. 2. 16. 13:08, abyss오재 : ㅇㅇㅇㅇ
2021. 2. 16. 13:08, abyss오재 : 김애자가
2021. 2. 16. 13:08, abyss오재 : 젊은연기
2021. 2. 16. 13:08, 경민 : 넉김이개지려
2021. 2. 16. 13:08, abyss오재 : 하는거
2021. 2. 16. 13:08, abyss오재 : 개지림
2021. 2. 16. 13:08, 경민 : 하근데
2021. 2. 16. 13:08, 경민 : 얼마나
2021. 2. 16. 13:08, 경민 : 사랑했으면
2021. 2. 16. 13:08, abyss오재 : ㅠ
2021. 2. 16. 13:08, 경민 : 저런
2021. 2. 16. 13:08, abyss오재 : 그거
2021. 2. 16. 13:08, abyss오재 : 16화가엔딩인가
2021. 2. 16. 13:08, 경민 : 먹먹하누
2021. 2. 16. 13:08, abyss오재 : 12
2021. 2. 16. 13:08, abyss오재 : 인가?
2021. 2. 16. 13:08, 경민 : ㄴㄴ12
2021. 2. 16. 13:08, 경민 : ㅇㅇ
2021. 2. 16. 13:09, abyss오재 : 엔딩장면도
2021. 2. 16. 13:09, abyss오재 : 개명장면임
2021. 2. 16. 13:09, 경민 : ㅇㅋ
2021. 2. 16. 13:09, abyss오재 : 흡
2021. 2. 16. 13:09, abyss오재 : 개웃긴데함만
2021. 2. 16. 13:09, 정우 : 나중에
2021. 2. 16. 13:09, 정우 : 생각나면봐봄
2021. 2. 16. 13:17, abyss오재 : ㅇㅋ
2021. 2. 16. 13:17, abyss오재 : 김경민
2021. 2. 16. 13:17, abyss오재 : 숙주원래개쓰레기냄새남?
2021. 2. 16. 13:17, abyss오재 : 콩나물도개쓰레기냄새나긴하는데
2021. 2. 16. 13:17, abyss오재 : 숙주도그런가
2021. 2. 16. 13:18, 이석준 : 비린내가 약간 나긴함
2021. 2. 16. 13:18, abyss오재 : 아
2021. 2. 16. 13:18, abyss오재 : 숙주보관하려면
2021. 2. 16. 13:18, abyss오재 : 물에해서보관해야하구나
2021. 2. 16. 13:18, abyss오재 : 씻은건
2021. 2. 16. 13:18, abyss오재 : 버려야겟다
2021. 2. 16. 13:19, abyss오재 : 샵검색: #숙주 보관법
2021. 2. 16. 13:19, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 13:19, abyss오재 : 이모티콘 
2021. 2. 16. 13:19, 이석준 : 뭐야 사진이 아니라 이모티콘이었네
2021. 2. 16. 13:19, abyss오재 : ㅇㅇ
2021. 2. 16. 13:19, abyss오재 : 이모티콘 
2021. 2. 16. 13:19, abyss오재 : 졸위탱
2021. 2. 16. 13:19, abyss오재 : 이모티콘 
2021. 2. 16. 13:20, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 13:20, 경민 : 저는전문가가아닙니다
2021. 2. 16. 13:20, abyss오재 : 나궁금한거일움
2021. 2. 16. 13:20, abyss오재 : 사진
2021. 2. 16. 13:20, abyss오재 : 어디쯤이젤눈에안띨까
2021. 2. 16. 13:20, abyss오재 : 가운데?
2021. 2. 16. 13:20, 경민 : 젤안쪽구석이
2021. 2. 16. 13:20, 경민 : 눈에안뜨지
2021. 2. 16. 13:21, 경민 : 않음
2021. 2. 16. 13:21, 경민 : 시바진짜미쳣네ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
2021. 2. 16. 13:21, 경민 : 아니이드라마
2021. 2. 16. 13:21, 경민 : 조졋네
2021. 2. 16. 13:26, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 13:26, abyss오재 : 교수님방도
2021. 2. 16. 13:26, abyss오재 : 통유리라
2021. 2. 16. 13:26, abyss오재 : 눈뜨면보일수도잇음
2021. 2. 16. 13:26, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래서가운데
2021. 2. 16. 13:27, abyss오재 : 나도조만간복습가야지
2021. 2. 16. 13:27, 정우 : 기둥바로옆에
2021. 2. 16. 13:28, 이석준 : 그냥 자리 안받으면
2021. 2. 16. 13:28, 이석준 : 가능
2021. 2. 16. 13:29, abyss오재 : 그건안됨
2021. 2. 16. 13:29, abyss오재 : 그럼어디서공부함
2021. 2. 16. 13:29, abyss오재 : 기둥바로옆
2021. 2. 16. 13:29, abyss오재 : 일단접수
2021. 2. 16. 13:39, abyss오재 : 청하는항상빡세게나오네
2021. 2. 16. 13:43, 원준오빠 : 오 사뮤실
2021. 2. 16. 13:43, 원준오빠 : 깐지나네
2021. 2. 16. 13:44, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ사람수들으면토나와
2021. 2. 16. 13:44, abyss오재 : 사진
2021. 2. 16. 13:44, abyss오재 : 비트코인수익률지리누
2021. 2. 16. 13:44, abyss오재 : ;;
2021. 2. 16. 13:44, 경민 : 저거가짜잔아
2021. 2. 16. 13:44, abyss오재 : 그치
2021. 2. 16. 13:44, abyss오재 : 팔아야진짜지
2021. 2. 16. 13:44, abyss오재 : 이모티콘 
2021. 2. 16. 13:44, abyss오재 : 아
2021. 2. 16. 13:44, 경민 : ㄴㄴ니돈
2021. 2. 16. 13:44, 경민 : 120
2021. 2. 16. 13:44, abyss오재 : 원금이랑저게
2021. 2. 16. 13:45, 경민 : 시작
2021. 2. 16. 13:45, abyss오재 : 가짜ㅏㄹ고
2021. 2. 16. 13:45, 경민 : ㅇ다알지
2021. 2. 16. 13:45, abyss오재 : ㅅㅂ
2021. 2. 16. 13:45, abyss오재 : 알아
2021. 2. 16. 13:45, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 13:45, 경민 : 급소찌르기어떰?
2021. 2. 16. 13:45, abyss오재 : ㄱㅊ
2021. 2. 16. 13:45, abyss오재 : 쩝
2021. 2. 16. 13:45, abyss오재 : 이제일해야지
2021. 2. 16. 13:45, abyss오재 : 책상에앉았음
2021. 2. 16. 13:45, abyss오재 : 갸꿀꿀
2021. 2. 16. 13:48, 경민 : 머야오빠는진짜손자엿나
2021. 2. 16. 13:48, 경민 : ㅅㅂ헷갈려
2021. 2. 16. 13:55, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 13:55, abyss오재 : 손호주니
2021. 2. 16. 13:55, abyss오재 : ?
2021. 2. 16. 14:16, 원준오빠 : 오 비트코인
2021. 2. 16. 14:17, 원준오빠 : 오재 뭘로 거래함?
2021. 2. 16. 14:26, abyss오재 : 나?
2021. 2. 16. 14:26, abyss오재 : 그냥예전에해논거라
2021. 2. 16. 14:26, abyss오재 : 계좌없어진듯
2021. 2. 16. 14:26, abyss오재 : 그래서출금을못해 ㅅㅂ
2021. 2. 16. 14:29, 원준오빠 : 옹
2021. 2. 16. 14:29, 원준오빠 : 개판이누?
2021. 2. 16. 14:57, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 14:58, abyss오재 : 그렇누
2021. 2. 16. 14:58, abyss오재 : 잠시오분쉼
2021. 2. 16. 14:58, abyss오재 : 한시간일하고오분쉬고
2021. 2. 16. 14:58, abyss오재 : 딱이다
2021. 2. 16. 15:05, 원준오빠 : 십분쉬면 안댐?
2021. 2. 16. 15:10, 정우 : 15분도가능
2021. 2. 16. 15:14, 경민 : ㅅㅂ오재훈
2021. 2. 16. 15:14, 경민 : 이거마음개찡해
2021. 2. 16. 15:28, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 15:29, abyss오재 : 다봄?
2021. 2. 16. 15:29, abyss오재 : 아오
