Talk_2021.8.24 13:11-70.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 27일 수요일
2020. 5. 27. 13:22, 빠충 : 니 뭐했는데 이래 물렸냐
2020. 6. 8. 10:42, 정우 : 어떰
2020. 6. 8. 10:42, (알 수 없음) : 다음회의임;
2020. 6. 8. 10:42, 정우 : ㅇㅋㅇㅋ
2020. 6. 8. 10:42, (알 수 없음) : 꺌꼴
2020. 6. 8. 10:42, (알 수 없음) : 얼마안남았누
2020. 6. 8. 10:43, (알 수 없음) : 담주에
2020. 6. 8. 10:43, (알 수 없음) : 끝내야겠누;
2020. 6. 8. 10:43, (알 수 없음) : ㅅㅂ
2020. 6. 8. 10:48, 부그뷰 : 인삼주
2020. 6. 8. 10:49, 부그뷰 : 존맛이겠누
2020. 6. 8. 10:49, (알 수 없음) : 오늘도한잔하라ㅜㄴ
2020. 6. 8. 11:03, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:04, 경민 : 삼겹살개조지고싶ㅍ다뉴~!
2020. 6. 8. 11:04, 정우 : 어씨
2020. 6. 8. 11:04, 정우 : 삼겹살
2020. 6. 8. 11:04, (알 수 없음) : ㄹㅇ
2020. 6. 8. 11:04, 정우 : 먹고싶다
2020. 6. 8. 11:04, (알 수 없음) : 삼겹살먹고싶다
2020. 6. 8. 11:04, 정우 : 존나맛있는걸로
2020. 6. 8. 11:04, 경민 : ㄹㅇ,,,
2020. 6. 8. 11:04, 정우 : 먹고싶다
2020. 6. 8. 11:04, 정우 : 무한리필 이딴거말고
2020. 6. 8. 11:04, 경민 : ㅋㅋㅋㅋㅋ
2020. 6. 8. 11:04, 정우 : 지하식당에서 주는거말고
2020. 6. 8. 11:04, 경민 : 솔직히
2020. 6. 8. 11:04, 경민 : 하남돼지만가도
2020. 6. 8. 11:04, 경민 : 존맛;
2020. 6. 8. 11:04, 정우 : ㅇㅈㅇㅈ
2020. 6. 8. 11:04, (알 수 없음) : ㄹㅇ
2020. 6. 8. 11:04, (알 수 없음) : ;
2020. 6. 8. 11:04, (알 수 없음) : 아
2020. 6. 8. 11:04, (알 수 없음) : 돈꺼내가야지
2020. 6. 8. 11:04, 경민 : 다음주에
2020. 6. 8. 11:04, 경민 : 아니지
2020. 6. 8. 11:05, 경민 : 27에
2020. 6. 8. 11:05, 경민 : 구어주는곳으로가실;
2020. 6. 8. 11:05, (알 수 없음) : 좋음;
2020. 6. 8. 11:05, (알 수 없음) : ㅠ
2020. 6. 8. 11:05, (알 수 없음) : 근데 나
2020. 6. 8. 11:05, 경민 : 벌써싡나쥬;
2020. 6. 8. 11:05, (알 수 없음) : 고기굽고싶음;
2020. 6. 8. 11:05, (알 수 없음) : ㅠ;
2020. 6. 8. 11:05, 경민 : ;그럼
2020. 6. 8. 11:05, (알 수 없음) : 내가고기구어주는곳으로
2020. 6. 8. 11:05, (알 수 없음) : 가실?
2020. 6. 8. 11:05, (알 수 없음) : ㅠ
2020. 6. 8. 11:05, 경민 : 오재가구어주는곳으로
2020. 6. 8. 11:05, 경민 : ㄱ
2020. 6. 8. 11:05, 경민 : ;
2020. 6. 8. 11:05, (알 수 없음) : ㅇㅋ
2020. 6. 8. 11:05, 정우 : ㅇㅋ
2020. 6. 8. 11:05, 정우 : 니근데
2020. 6. 8. 11:05, 정우 : 잘굽나
2020. 6. 8. 11:05, (알 수 없음) : 적당히
2020. 6. 8. 11:05, (알 수 없음) : 잘구움
2020. 6. 8. 11:05, 정우 : ㅇㅋ
2020. 6. 8. 11:05, (알 수 없음) : 3학년떄
2020. 6. 8. 11:05, (알 수 없음) : 욕오지게먹으면서배움
2020. 6. 8. 11:05, 경민 : 오
2020. 6. 8. 11:05, (알 수 없음) : ^^
2020. 6. 8. 11:05, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:05, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:05, 정우 : 나도
2020. 6. 8. 11:05, 경민 : 나잘못구움
2020. 6. 8. 11:05, 정우 : 어비스하면서
2020. 6. 8. 11:06, 정우 : ㅅㅂ
2020. 6. 8. 11:06, 경민 : ㅎ;;
2020. 6. 8. 11:06, 정우 : 맨날 막내짓하면서
2020. 6. 8. 11:06, 정우 : 존나구웠는데
2020. 6. 8. 11:06, 정우 : ㅅㅂ
2020. 6. 8. 11:06, (알 수 없음) : 나도
2020. 6. 8. 11:06, (알 수 없음) : 수학과
2020. 6. 8. 11:06, 경민 : 난야들야들한게
2020. 6. 8. 11:06, (알 수 없음) : 조교실
2020. 6. 8. 11:06, 경민 : 조음
2020. 6. 8. 11:06, (알 수 없음) : 막내로들어갓다가
2020. 6. 8. 11:06, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:06, (알 수 없음) : 고기굽다가
2020. 6. 8. 11:06, (알 수 없음) : 내놓으라고
2020. 6. 8. 11:06, 경민 : 뻒뻒살 싫오
2020. 6. 8. 11:06, (알 수 없음) : 내가굽는다고
2020. 6. 8. 11:06, (알 수 없음) : ㅎ;
2020. 6. 8. 11:06, (알 수 없음) : 그러다가
2020. 6. 8. 11:06, (알 수 없음) : 교육받음
2020. 6. 8. 11:06, (알 수 없음) : 이렇게 해야한다고
2020. 6. 8. 11:06, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:06, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ굳
2020. 6. 8. 11:06, (알 수 없음) : 그래서그이후에;
2020. 6. 8. 11:06, (알 수 없음) : 거기선제가구움
2020. 6. 8. 11:06, (알 수 없음) : 쩝;
2020. 6. 8. 11:07, (알 수 없음) : 하이튼고기맛잇겟당
2020. 6. 8. 11:08, 정우 : ㅇㅈㅇㅈ
2020. 6. 8. 11:09, 경민 : 근데주말이후에
2020. 6. 8. 11:09, 경민 : 살개조지게찜;ㅠ
2020. 6. 8. 11:09, 정우 : 피자....존맛탱
2020. 6. 8. 11:10, 정우 : 각
2020. 6. 8. 11:10, (알 수 없음) : 우리
2020. 6. 8. 11:10, (알 수 없음) : 돈쓴거
2020. 6. 8. 11:10, (알 수 없음) : 피자밖에업나
2020. 6. 8. 11:10, (알 수 없음) : 음료수랑?
2020. 6. 8. 11:16, 정우 : 피자
2020. 6. 8. 11:16, 정우 : 피자피자
2020. 6. 8. 11:16, 정우 : 페퍼로니피자
2020. 6. 8. 11:18, 경민 : 편의점
2020. 6. 8. 11:18, 경민 : ㅇㅇ
2020. 6. 8. 11:18, 경민 : 카드내역보삼
2020. 6. 8. 11:22, (알 수 없음) : 근데
2020. 6. 8. 11:22, (알 수 없음) : ㅍ편의점
2020. 6. 8. 11:22, (알 수 없음) : 3처넌밖에안나왔는데/;;
2020. 6. 8. 11:22, (알 수 없음) : 물이랑얼음이랑
2020. 6. 8. 11:22, (알 수 없음) : ㅅㅏ이다랑그렇게삿는데..?
2020. 6. 8. 11:22, 경민 : 엥
2020. 6. 8. 11:22, 경민 : 7처넌인가?나왔던걸로
2020. 6. 8. 11:22, 경민 : 기억하는데
2020. 6. 8. 11:23, 경민 : ㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:23, 경민 : 다시봐보셈
2020. 6. 8. 11:23, (알 수 없음) : 사진 2장
2020. 6. 8. 11:23, (알 수 없음) : 서울나들이
2020. 6. 8. 11:23, 경민 : 그거아닌거같은데
2020. 6. 8. 11:23, 경민 : 6/7
2020. 6. 8. 11:23, 경민 : 이엇자나
2020. 6. 8. 11:23, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:23, (알 수 없음) : 오맞네?
2020. 6. 8. 11:23, 경민 : 저거는이석준집
2020. 6. 8. 11:23, 경민 : 가면서
2020. 6. 8. 11:24, 경민 : 한건가보지
2020. 6. 8. 11:24, (알 수 없음) : 맞네
2020. 6. 8. 11:24, (알 수 없음) : 아이스크림3개
2020. 6. 8. 11:24, 경민 : ㅇㅇ
2020. 6. 8. 11:24, (알 수 없음) : 왜아직안찍혓지
2020. 6. 8. 11:24, (알 수 없음) : 흠
2020. 6. 8. 11:24, 경민 : 그러구지에스아니고
2020. 6. 8. 11:24, 경민 : 씨유임
2020. 6. 8. 11:24, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:24, 경민 : 술덜깻누?
2020. 6. 8. 11:24, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:24, 경민 : 내기억에 7.9인가뭐그정도
2020. 6. 8. 11:24, (알 수 없음) : 회의하고;
2020. 6. 8. 11:24, (알 수 없음) : 정신없엇군
2020. 6. 8. 11:24, 경민 : 나왓던거같은데
2020. 6. 8. 11:24, 경민 : 8처넌들고가셈
2020. 6. 8. 11:24, (알 수 없음) : 104000+8000
2020. 6. 8. 11:24, (알 수 없음) : 가저감그럼
2020. 6. 8. 11:24, 경민 : ㅇㅇㅋㅋㅋ
2020. 6. 8. 11:24, 정우 : ㅁㅊ
2020. 6. 8. 11:24, 정우 : 피자
2020. 6. 8. 11:24, 정우 : 104000
2020. 6. 8. 11:24, 정우 : 존맛탱
2020. 6. 8. 11:25, 정우 : 이겠다
2020. 6. 8. 11:25, 정우 : 나도피자먹고싶어
2020. 6. 8. 11:25, 정우 : 피자피자피자피자
2020. 6. 8. 11:25, (알 수 없음) : ;
2020. 6. 8. 11:25, (알 수 없음) : 근데돈어케뺴는지모르겟누
2020. 6. 8. 11:25, (알 수 없음) : ㅅㅂ
2020. 6. 8. 11:25, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:26, 경민 : 기다려보시게나
2020. 6. 8. 11:26, 경민 : 어이거는
2020. 6. 8. 11:26, 경민 : 입금밖에
2020. 6. 8. 11:26, 경민 : 안되는거누/
2020. 6. 8. 11:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:26, (알 수 없음) : ㅡㅡ;?
2020. 6. 8. 11:26, (알 수 없음) : 입출금
2020. 6. 8. 11:26, (알 수 없음) : 통장인데 ㅠ?
2020. 6. 8. 11:26, 경민 : 인터넷뱅킹을
2020. 6. 8. 11:26, 경민 : 안햇나보지
2020. 6. 8. 11:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:26, 경민 : 흠모르겟누!
2020. 6. 8. 11:26, (알 수 없음) : 왜 출금가능금액 있는데
2020. 6. 8. 11:27, (알 수 없음) : 아
2020. 6. 8. 11:27, (알 수 없음) : 왜
2020. 6. 8. 11:27, (알 수 없음) : 안된닫고
2020. 6. 8. 11:27, (알 수 없음) : 돈내놔라
2020. 6. 8. 11:27, (알 수 없음) : ㅜ
2020. 6. 8. 11:27, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:27, (알 수 없음) : 오된다
2020. 6. 8. 11:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:27, (알 수 없음) : ㅎㅎ
2020. 6. 8. 11:27, 경민 : 오어케함
2020. 6. 8. 11:28, (알 수 없음) : 이체
2020. 6. 8. 11:28, (알 수 없음) : 있는데그거누르니까걍뜸
2020. 6. 8. 11:28, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:28, (알 수 없음) : 사진
2020. 6. 8. 11:29, 경민 : 그거
2020. 6. 8. 11:30, 경민 : 너한테밖에
2020. 6. 8. 11:30, 경민 : 없누!
2020. 6. 8. 11:30, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:30, 경민 : 나한텐없뉴1
2020. 6. 8. 11:30, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:30, (알 수 없음) : 내가모임주라서그런가봄
2020. 6. 8. 11:30, 경민 : ㅇㅇㅋㅋㅋ
2020. 6. 8. 11:30, 경민 : 근데
2020. 6. 8. 11:30, 경민 : 36만
2020. 6. 8. 11:30, (알 수 없음) : 회비나꼬박꼬박내라우^^^
2020. 6. 8. 11:30, 경민 : 딱떨어지는거
2020. 6. 8. 11:30, 경민 : 보기좋누?
2020. 6. 8. 11:30, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:32, (알 수 없음) : 아
2020. 6. 8. 11:32, (알 수 없음) : 선결제때려야겠따
2020. 6. 8. 11:32, (알 수 없음) : 카드값 지리네;
2020. 6. 8. 11:32, (알 수 없음) : ㅅㅂ
2020. 6. 8. 11:38, (알 수 없음) : ;;
2020. 6. 8. 11:39, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ잔액부족해ㅓ
2020. 6. 8. 11:39, (알 수 없음) : 선결제안되누 ^^?
2020. 6. 8. 11:39, (알 수 없음) : ㅅㅂ
2020. 6. 8. 11:42, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:42, 경민 : 야캐?
2020. 6. 8. 11:45, (알 수 없음) : 기다려봐
2020. 6. 8. 11:45, (알 수 없음) : 딴곳에 있는것들
2020. 6. 8. 11:45, (알 수 없음) : 끌몰중;
2020. 6. 8. 11:45, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:45, 정우 : 영끌
2020. 6. 8. 11:46, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 11:46, 경민 : 영차영차
2020. 6. 8. 11:46, (알 수 없음) : 아나;
2020. 6. 8. 11:46, (알 수 없음) : 우리카드;;;;;;;
2020. 6. 8. 11:46, (알 수 없음) : 분명뭔가를결제햇는데
2020. 6. 8. 11:46, (알 수 없음) : 쉬익뭔지모루겟어
2020. 6. 8. 11:46, (알 수 없음) : ;
2020. 6. 8. 11:46, 경민 : 그게
2020. 6. 8. 11:46, 경민 : 씨유인거아님?
2020. 6. 8. 11:47, 경민 : 신한카드에 다올라왔는데 그거만없는게
2020. 6. 8. 11:47, 경민 : 이상하지않누?
2020. 6. 8. 11:47, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아그런가?
2020. 6. 8. 11:47, (알 수 없음) : 아
2020. 6. 8. 11:47, 경민 : ㅇㅇ
2020. 6. 8. 11:47, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 12:14, 부그뷰 : 오재 계모임 함1
2020. 6. 8. 12:14, 부그뷰 : ?
2020. 6. 8. 12:19, Sekwang Ludan : ㅋㅋㅋㅋ 월요일이라 그런가 회사 사람들 전반적으로 표정 안좋네
2020. 6. 8. 12:19, (알 수 없음) : 아니
2020. 6. 8. 12:19, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 12:20, Sekwang Ludan : 축축 늘어지쥬~
2020. 6. 8. 12:25, 정우 : 살려줘
2020. 6. 8. 12:25, 정우 : 집가고싶어
2020. 6. 8. 12:33, (알 수 없음) : ㄹㅇㄹㅇ
2020. 6. 8. 12:34, 정우 : 진짜
2020. 6. 8. 12:34, 정우 : 존나힘드네
2020. 6. 8. 12:34, 정우 : 집중도 안되고
2020. 6. 8. 12:35, (알 수 없음) : 안돼안돼
2020. 6. 8. 12:36, 정우 : 그럼
2020. 6. 8. 12:36, 정우 : 어케해
2020. 6. 8. 12:36, 정우 : 살려줘봐 좀
2020. 6. 8. 12:36, (알 수 없음) : 그냥해
2020. 6. 8. 12:36, (알 수 없음) : 뭘어케하겠어
2020. 6. 8. 12:36, 정우 : ㅅㅂ
2020. 6. 8. 12:36, 정우 : 개같누
2020. 6. 8. 12:36, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 12:36, (알 수 없음) : 어케할수없어
2020. 6. 8. 12:36, (알 수 없음) : 그냥해
2020. 6. 8. 12:36, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ ㅎ;
2020. 6. 8. 12:36, (알 수 없음) : ㅠ
2020. 6. 8. 12:36, (알 수 없음) : ㅅㅂ
2020. 6. 8. 12:37, 빠충 : 족같누
2020. 6. 8. 12:37, 빠충 : 실내 개춥누
2020. 6. 8. 12:38, (알 수 없음) : 족같누
2020. 6. 8. 12:38, 정우 : 족같누
2020. 6. 8. 12:49, (알 수 없음) : 교수님좀
2020. 6. 8. 12:49, (알 수 없음) : 만나고오기가능하겟냐누
2020. 6. 8. 12:50, (알 수 없음) : 가능하다누;
2020. 6. 8. 12:50, 정우 : ㄱㄴㄱㄴ
2020. 6. 8. 12:50, 정우 : 나는 밥먹는다
2020. 6. 8. 12:53, (알 수 없음) : 뭔얘기해야하지
2020. 6. 8. 12:53, (알 수 없음) : 모르겟누^^
2020. 6. 8. 12:54, (알 수 없음) : 재훈아
2020. 6. 8. 12:54, (알 수 없음) : 주말동안잘놀앗누?
2020. 6. 8. 12:54, (알 수 없음) : 네교수님그랫누
2020. 6. 8. 12:55, 빠충 : 교수님두 잘 놀았누?
2020. 6. 8. 12:55, 빠충 : 묻기ㄱ
2020. 6. 8. 12:57, (알 수 없음) : 한번
2020. 6. 8. 12:57, (알 수 없음) : 그래보겟다누
2020. 6. 8. 13:04, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아이이거
2020. 6. 8. 13:05, 경민 : 말투머늌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 13:05, 경민 : 존잼이누?
2020. 6. 8. 13:27, (알 수 없음) : 쌉피곤하다
2020. 6. 8. 13:27, (알 수 없음) : 갑자기
2020. 6. 8. 13:27, (알 수 없음) : 교수님한테
2020. 6. 8. 13:27, (알 수 없음) : 또싸인해달라고했더니
2020. 6. 8. 13:27, (알 수 없음) : 또 늦었냐고
2020. 6. 8. 13:27, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ 아니;퇴근안찍었다고이번엔;
2020. 6. 8. 13:27, (알 수 없음) : ㅠ
2020. 6. 8. 13:28, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 13:28, 경민 : ㅜ
2020. 6. 8. 13:28, (알 수 없음) : 신나서퇴근해불임;
2020. 6. 8. 13:28, (알 수 없음) : ㅠ
2020. 6. 8. 13:28, 경민 : ?
2020. 6. 8. 13:28, 원준오빠 : ㅇㅎ
2020. 6. 8. 13:28, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갑분퇴?
2020. 6. 8. 13:29, 원준오빠 : ㅊㅋㅊㅋ
2020. 6. 8. 13:29, (알 수 없음) : 아니
2020. 6. 8. 13:29, (알 수 없음) : 금욜에
2020. 6. 8. 13:29, (알 수 없음) : 그랬엇다고
2020. 6. 8. 13:29, (알 수 없음) : ;;
2020. 6. 8. 13:29, 원준오빠 : 어아
2020. 6. 8. 13:29, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 13:29, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 13:29, 경민 : 아
2020. 6. 8. 13:29, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 13:29, 경민 : ㅇㅈㅇㅈ
2020. 6. 8. 13:31, (알 수 없음) : 대학원생;
2020. 6. 8. 13:31, (알 수 없음) : 친구들이랑;
2020. 6. 8. 13:31, (알 수 없음) : 크리스마스우리집에서
2020. 6. 8. 13:31, (알 수 없음) : 파티하기로함
2020. 6. 8. 13:31, (알 수 없음) : 오실분;?
2020. 6. 8. 13:31, (알 수 없음) : ;
2020. 6. 8. 13:31, (알 수 없음) : ㅅㅂ;
2020. 6. 8. 13:31, (알 수 없음) : ㅠ
2020. 6. 8. 13:32, (알 수 없음) : 나도 초대받음
2020. 6. 8. 13:33, 부그뷰 : 크리스마스 개먼뎈ㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 13:33, (알 수 없음) : 그러게
2020. 6. 8. 13:33, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 13:55, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 13:56, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭐야 갑분 크리스마스?
2020. 6. 8. 13:56, Sekwang Ludan : 킹쁘냐?
2020. 6. 8. 14:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 14:00, 정우 : ㅅㅂ
2020. 6. 8. 14:01, 빠충 : 킹삐임
2020. 6. 8. 14:01, 정우 : 아근데 님들 다알게된마당에 아쉽지만
2020. 6. 8. 14:01, 정우 : 이번연애시도는ㅂㅇ다
2020. 6. 8. 14:01, 정우 : 땡땡땡임
2020. 6. 8. 14:01, 빠충 : 슈프림팀꼴났네
2020. 6. 8. 14:01, 빠충 : ㅜ
2020. 6. 8. 14:02, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 14:02, 빠충 : 재결합 가능성 없누...
2020. 6. 8. 14:02, 정우 : 엥
2020. 6. 8. 14:02, 빠충 : 결합한 적이 없누...
2020. 6. 8. 14:02, 정우 : 사겼어야 재결합을 하죠
2020. 6. 8. 14:02, 정우 : ㅅㅂ
2020. 6. 8. 14:02, 정우 : 뼈때리누
2020. 6. 8. 14:02, 정우 : 존나아프누
2020. 6. 8. 14:02, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 14:02, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 14:02, 정우 : 인생의낙 또 사라졌누
2020. 6. 8. 14:02, 정우 : 술이나마시누
2020. 6. 8. 14:03, 빠충 : 이먹누 술정우
2020. 6. 8. 14:05, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 14:05, 정우 : 인생~
2020. 6. 8. 14:06, 경민 : ㅡㅜㅠ
2020. 6. 8. 14:11, Sekwang Ludan : 왜갑자기???
2020. 6. 8. 14:12, Sekwang Ludan : 뭔일있었냐누??
2020. 6. 8. 14:13, 정우 : 아니 나는뭔일없는데
2020. 6. 8. 14:13, 정우 : 설명하면 길다길어
2020. 6. 8. 14:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 14:13, 부그뷰 : 화곡 꼬우
2020. 6. 8. 14:13, 정우 : 노우
2020. 6. 8. 14:13, 부그뷰 : ㅜ
2020. 6. 8. 14:16, Sekwang Ludan : ㅠㅠ 그렇군
2020. 6. 8. 14:17, Sekwang Ludan : 아 우울하누
2020. 6. 8. 14:17, 정우 : 그냥 좀 우울하누
2020. 6. 8. 14:17, 정우 : 월요일부터
2020. 6. 8. 14:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 14:17, 정우 : 뭐 어쩔수없누~
2020. 6. 8. 14:18, Sekwang Ludan : ㅋㅋㅋㅋㅋ 우울한 마당에 한잔 또 하고싶지만
2020. 6. 8. 14:18, Sekwang Ludan : 인생 망할거 같아서
2020. 6. 8. 14:18, Sekwang Ludan : 다시 생활패턴 찾아본다
2020. 6. 8. 14:19, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 14:19, 정우 : 진짜
2020. 6. 8. 14:19, 정우 : 또한잔하면 인생 조질거같은데
2020. 6. 8. 14:19, 정우 : 나는일단 먹어본다
2020. 6. 8. 14:19, 정우 : ^^
2020. 6. 8. 14:19, 정우 : 인생
2020. 6. 8. 14:19, 정우 : 뭐있누 백수한테
2020. 6. 8. 14:19, Sekwang Ludan : 휴~~~~
2020. 6. 8. 14:20, 정우 : 아맞다
2020. 6. 8. 14:20, 정우 : 형
2020. 6. 8. 14:20, Sekwang Ludan : 힘내고!!
2020. 6. 8. 14:20, 정우 : 형 짐
2020. 6. 8. 14:20, Sekwang Ludan : 웅??
2020. 6. 8. 14:20, 정우 : 나한테 있음
2020. 6. 8. 14:20, 정우 : 그 뭐야
2020. 6. 8. 14:20, Sekwang Ludan : 아 리아킴 사진? ㅋㅋㅋㅋㅋ
2020. 6. 8. 14:20, 정우 : 사진인지뭔지
2020. 6. 8. 14:20, 정우 : ㅇㅇ
2020. 6. 8. 14:20, Sekwang Ludan : 그거 언제 받지?
2020. 6. 8. 14:20, Sekwang Ludan : 버리기도 뭐하고
2020. 6. 8. 14:20, 정우 : 저번에 옷 빌려간거까지
2020. 6. 8. 14:20, 정우 : 한번에주고
2020. 6. 8. 14:20, 정우 : 내것도 가져올겸
2020. 6. 8. 14:20, 정우 : 한번 가긴해야할거같ㅇ느데
2020. 6. 8. 14:20, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 신림 온다눈 말이군
