Talk_2021.8.24 13:11-67.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 4월 22일 수요일
2020. 4. 22. 21:13, 이석준 : 2년계약...
2020. 5. 4. 14:12, 정우 : 님
2020. 5. 4. 14:12, (알 수 없음) : 개웃기다
2020. 5. 4. 14:12, 경민 : 아니웃긴거
2020. 5. 4. 14:12, 경민 : 봐쥬실
2020. 5. 4. 14:12, 정우 : 청소해드림
2020. 5. 4. 14:12, (알 수 없음) : ?ㅠ
2020. 5. 4. 14:12, (알 수 없음) : ㄱ
2020. 5. 4. 14:12, 경민 : 오재훈
2020. 5. 4. 14:12, 경민 : ;
2020. 5. 4. 14:12, 정우 : ㄱ
2020. 5. 4. 14:12, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:12, (알 수 없음) : ㄱ
2020. 5. 4. 14:12, 경민 : 회사
2020. 5. 4. 14:12, (알 수 없음) : ㅇㅇ
2020. 5. 4. 14:12, 경민 : 슬랙에
2020. 5. 4. 14:12, 경민 : 좀친한사람
2020. 5. 4. 14:12, 경민 : 모여잇는곳에서
2020. 5. 4. 14:12, 경민 : 부부의세계
2020. 5. 4. 14:12, (알 수 없음) : ㅇㅇ
2020. 5. 4. 14:12, 경민 : 얘기나왓거든
2020. 5. 4. 14:12, 경민 : 사진
2020. 5. 4. 14:12, 경민 : ㅅㅂ
2020. 5. 4. 14:12, 경민 : 개웃겨ㅠㅠ
2020. 5. 4. 14:13, (알 수 없음) : ㅅㅂ3
2020. 5. 4. 14:13, (알 수 없음) : ㅜ
2020. 5. 4. 14:13, 경민 : 존나
2020. 5. 4. 14:13, 경민 : ai말투같아
2020. 5. 4. 14:13, 경민 : ㅅㅂ
2020. 5. 4. 14:13, 경민 : ㅋㅋㅋㅋㅋ
2020. 5. 4. 14:15, (알 수 없음) : 비혼
2020. 5. 4. 14:16, (알 수 없음) : 장려
2020. 5. 4. 14:16, (알 수 없음) : 드라마
2020. 5. 4. 14:16, (알 수 없음) : ㅅㅂ지방소득세 10%까지해서
2020. 5. 4. 14:16, 정우 : ㅅㅂ
2020. 5. 4. 14:16, (알 수 없음) : 210마넌개꿀딱
2020. 5. 4. 14:16, 정우 : ㅁㅊ
2020. 5. 4. 14:16, 정우 : 니
2020. 5. 4. 14:16, (알 수 없음) : ~~~~~~~~~
2020. 5. 4. 14:16, 정우 : 돈많네
2020. 5. 4. 14:16, (알 수 없음) : 환급
2020. 5. 4. 14:16, (알 수 없음) : 13월14월의 월급이다
2020. 5. 4. 14:16, (알 수 없음) : 이정도ㅕㄴ
2020. 5. 4. 14:16, 경민 : ㅣ니
2020. 5. 4. 14:16, 정우 : 한달월급땡겼네
2020. 5. 4. 14:16, 정우 : ㄹㅇ
2020. 5. 4. 14:16, 경민 : 5월에또
2020. 5. 4. 14:16, (알 수 없음) : 2달치임
2020. 5. 4. 14:16, 경민 : 돈받으면
2020. 5. 4. 14:16, 경민 : 개부자;
2020. 5. 4. 14:16, 정우 : ㅁㅊ
2020. 5. 4. 14:16, 경민 : 주식에
2020. 5. 4. 14:16, 경민 : 넣냐?
2020. 5. 4. 14:16, (알 수 없음) : 돈에눈멀어살았더니
2020. 5. 4. 14:16, (알 수 없음) : ㅁㅊ
2020. 5. 4. 14:16, 정우 : 나는
2020. 5. 4. 14:16, 정우 : 안줬지만
2020. 5. 4. 14:16, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:16, 정우 : 생일선물줄
2020. 5. 4. 14:16, 정우 : 오재훈구함
2020. 5. 4. 14:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:16, (알 수 없음) : ;
2020. 5. 4. 14:16, 정우 : 양심없냐
2020. 5. 4. 14:16, (알 수 없음) : ㅠ
2020. 5. 4. 14:16, 정우 : 미안
2020. 5. 4. 14:16, 경민 : 나도생선줘
2020. 5. 4. 14:16, 경민 : 오재훈
2020. 5. 4. 14:16, (알 수 없음) : ?
2020. 5. 4. 14:16, (알 수 없음) : ㅜ
2020. 5. 4. 14:16, (알 수 없음) : 그
2020. 5. 4. 14:17, (알 수 없음) : 여기사람너무많아서
2020. 5. 4. 14:17, 정우 : 아니
2020. 5. 4. 14:17, (알 수 없음) : 1년에돌아가면서
2020. 5. 4. 14:17, (알 수 없음) : 몇명만
2020. 5. 4. 14:17, (알 수 없음) : 줌
2020. 5. 4. 14:17, (알 수 없음) : 어떰?
2020. 5. 4. 14:17, 정우 : ㅅㅂ
2020. 5. 4. 14:17, 정우 : 랜덤픽임?
2020. 5. 4. 14:17, (알 수 없음) : ㅇㅇ
2020. 5. 4. 14:17, (알 수 없음) : 랜덤픽;;
2020. 5. 4. 14:17, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:17, 정우 : 매년1월1일
2020. 5. 4. 14:17, (알 수 없음) : 독립임
2020. 5. 4. 14:17, 정우 : 추첨하자 그럼
2020. 5. 4. 14:17, (알 수 없음) : 사다리
2020. 5. 4. 14:17, (알 수 없음) : ㅇㅇ
2020. 5. 4. 14:17, 정우 : 사다리
2020. 5. 4. 14:17, (알 수 없음) : 사다리태우자우리
2020. 5. 4. 14:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:17, 경민 : 아니그
2020. 5. 4. 14:17, (알 수 없음) : 서로한명이한명만
2020. 5. 4. 14:17, (알 수 없음) : 챙기자
2020. 5. 4. 14:17, 경민 : 카톡방에
2020. 5. 4. 14:17, (알 수 없음) : 어떰?
2020. 5. 4. 14:17, 경민 : 선물뿌리기
2020. 5. 4. 14:17, 경민 : 잇자나
2020. 5. 4. 14:17, 정우 : 아ㅁㅊ
2020. 5. 4. 14:17, 정우 : 그거는
2020. 5. 4. 14:17, (알 수 없음) : ㅅㅂ
2020. 5. 4. 14:17, 정우 : 생일인사람이
2020. 5. 4. 14:17, (알 수 없음) : 그냥 1월1일에 그럼
2020. 5. 4. 14:17, 경민 : 생일마다뿌려작은걸로
2020. 5. 4. 14:17, 정우 : 못가져가잖아
2020. 5. 4. 14:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:17, (알 수 없음) : 하루에 하나씩 뿌리자
2020. 5. 4. 14:17, (알 수 없음) : 그래서
2020. 5. 4. 14:17, (알 수 없음) : 가져가는대로
2020. 5. 4. 14:17, (알 수 없음) : 뿜빠이
2020. 5. 4. 14:17, (알 수 없음) : 끝
2020. 5. 4. 14:17, 정우 : ㅁㅊ
2020. 5. 4. 14:17, 정우 : ;;;;
2020. 5. 4. 14:17, 정우 : 좋아
2020. 5. 4. 14:17, 정우 : 취직하면
2020. 5. 4. 14:17, 정우 : 참여함 그럼
2020. 5. 4. 14:17, 정우 : ;;;;
2020. 5. 4. 14:17, (알 수 없음) : 개뀰딱;
2020. 5. 4. 14:17, 정우 : 지금은 거지얌
2020. 5. 4. 14:17, 정우 : ㅎ
2020. 5. 4. 14:18, 정우 : 취직하면 다챙길수있으니
2020. 5. 4. 14:18, 정우 : ㅅㅂ빨리 취직하고싶다
2020. 5. 4. 14:18, 경민 : ㅅㅂ개웃김
2020. 5. 4. 14:18, 경민 : 지금
2020. 5. 4. 14:18, 경민 : 그슬랙에
2020. 5. 4. 14:18, (알 수 없음) : 환금개뀰딱
2020. 5. 4. 14:18, 경민 : 다른사람 연애얘기듣는데
2020. 5. 4. 14:18, 경민 : 사진
2020. 5. 4. 14:18, 경민 : ㅅㅂ
2020. 5. 4. 14:18, 경민 : ㅋㅋㅋㅋ
2020. 5. 4. 14:18, 정우 : 진짜
2020. 5. 4. 14:18, (알 수 없음) : ㅅㅂ
2020. 5. 4. 14:18, 정우 : ai아님?
2020. 5. 4. 14:18, (알 수 없음) : 말하는거
2020. 5. 4. 14:18, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:19, 정우 : 아니
2020. 5. 4. 14:19, 경민 : 사진
2020. 5. 4. 14:19, 경민 : 개웃겨ㅠ
2020. 5. 4. 14:19, 정우 : 이번주 우리집
2020. 5. 4. 14:19, 정우 : 가족행사 지리는데
2020. 5. 4. 14:19, 경민 : 방치기
2020. 5. 4. 14:19, 정우 : 매일매일 하나씩뭐있음
2020. 5. 4. 14:19, 경민 : ㄱㄴ?
2020. 5. 4. 14:19, 정우 : 내일부터
2020. 5. 4. 14:19, (알 수 없음) : 일정 ㄱ
2020. 5. 4. 14:19, 정우 : 어린이날 아빠생일 내생일 어버이날 사촌누나결혼식
2020. 5. 4. 14:19, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:19, 경민 : 지리네
2020. 5. 4. 14:19, 정우 : ㄹㅇ개터진다
2020. 5. 4. 14:19, 정우 : 몰빵도 이런몰빵이 없다
2020. 5. 4. 14:19, (알 수 없음) : 내일부터
2020. 5. 4. 14:20, (알 수 없음) : 너네가족5일간만함
2020. 5. 4. 14:20, (알 수 없음) : 재밋겠네
2020. 5. 4. 14:20, 정우 : ㅇㅋ
2020. 5. 4. 14:20, 정우 : 오셈
2020. 5. 4. 14:20, (알 수 없음) : 오늘가문되나
2020. 5. 4. 14:20, 정우 : ㅇㅇ
2020. 5. 4. 14:20, 정우 : 아빠생일 언젠지 몰랐는데
2020. 5. 4. 14:20, 정우 : 6일이래
2020. 5. 4. 14:20, (알 수 없음) : 꿀딲
2020. 5. 4. 14:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:20, 정우 : 달려어ㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓ
2020. 5. 4. 14:20, (알 수 없음) : ㅜ
2020. 5. 4. 14:20, (알 수 없음) : 성시경노래
2020. 5. 4. 14:20, (알 수 없음) : 쉬바도랐나
2020. 5. 4. 14:20, (알 수 없음) : 개편해서
2020. 5. 4. 14:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:20, (알 수 없음) : 개잠오네
2020. 5. 4. 14:20, (알 수 없음) : 딴거좀들어야지
2020. 5. 4. 14:20, 정우 : 아나도
2020. 5. 4. 14:20, 정우 : 개잠와
2020. 5. 4. 14:20, 정우 : 운동해야지
2020. 5. 4. 14:20, 정우 : ㅅㅂ
2020. 5. 4. 14:20, (알 수 없음) : 요새
2020. 5. 4. 14:20, (알 수 없음) : 나 노래듣는거
2020. 5. 4. 14:20, (알 수 없음) : 더조용해진스타일인듯
2020. 5. 4. 14:21, 정우 : 쉬라고할때 안쉬니까 더피곤함
2020. 5. 4. 14:21, (알 수 없음) : ㅓㅓ떰?
2020. 5. 4. 14:21, (알 수 없음) : 개조용해짐요새
2020. 5. 4. 14:21, (알 수 없음) : ㅇㅏ님?
2020. 5. 4. 14:21, (알 수 없음) : ㅇㅋ아님;
2020. 5. 4. 14:21, 정우 : 모름
2020. 5. 4. 14:21, (알 수 없음) : 워너원에너제틱
2020. 5. 4. 14:21, (알 수 없음) : 들을거임
2020. 5. 4. 14:21, 정우 : 조용하네;;;;
2020. 5. 4. 14:21, (알 수 없음) : 그럼...
2020. 5. 4. 14:21, 정우 : 춤도추냐
2020. 5. 4. 14:21, 정우 : 빵댕이흔드냐
2020. 5. 4. 14:21, (알 수 없음) : 옆에연구실형있어서,,
2020. 5. 4. 14:21, (알 수 없음) : 스알짞부끄럽;
2020. 5. 4. 14:22, 정우 : 같이흔들자그래봐
2020. 5. 4. 14:22, 정우 : 어떰
2020. 5. 4. 14:22, (알 수 없음) : 좋지
2020. 5. 4. 14:22, (알 수 없음) : 아
2020. 5. 4. 14:22, (알 수 없음) : 오늘술먹을까말까
2020. 5. 4. 14:22, 정우 : 오늘
2020. 5. 4. 14:22, 정우 : 당연히ㄱ
2020. 5. 4. 14:23, (알 수 없음) : 당연히 ㄱ
2020. 5. 4. 14:23, 정우 : 고우고우
2020. 5. 4. 14:23, 정우 : 휴일전날은
2020. 5. 4. 14:23, 정우 : 말리지않는다
2020. 5. 4. 14:23, 경민 : ㄲㄱ
2020. 5. 4. 14:24, 정우 : 아
2020. 5. 4. 14:24, 정우 : 이제생활속거리두기하는데
2020. 5. 4. 14:24, 정우 : 헬스장 열어줄라나
2020. 5. 4. 14:26, (알 수 없음) : 6일부터는
2020. 5. 4. 14:26, (알 수 없음) : 거의다할거같은데
2020. 5. 4. 14:27, 정우 : 그치
2020. 5. 4. 14:27, 정우 : 근데왠지 얘네가
2020. 5. 4. 14:27, 정우 : 닫아놓은거에 존나익숙해져서
2020. 5. 4. 14:28, 정우 : ;;;;;;;;;;;
2020. 5. 4. 14:28, 정우 : 안여는거아닌가
2020. 5. 4. 14:28, 정우 : 생각들었음
2020. 5. 4. 14:28, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:28, (알 수 없음) : 돈벌어야지
2020. 5. 4. 14:28, (알 수 없음) : 꽐꽐
2020. 5. 4. 14:29, 정우 : 아파트 주민헬스장이라
2020. 5. 4. 14:29, 정우 : 안여는게 이득일수도있음
2020. 5. 4. 14:29, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:29, 정우 : 이걸로 돈못벌거든;;;;
2020. 5. 4. 14:30, (알 수 없음) : 그럼
2020. 5. 4. 14:30, (알 수 없음) : 안열지임마!
2020. 5. 4. 14:31, 정우 : ㅠ
2020. 5. 4. 14:31, 정우 : 열어줘여
2020. 5. 4. 14:35, 정우 : 미친 개덥네 진짜
2020. 5. 4. 14:35, (알 수 없음) : 연구실에가만히앉아있는데
2020. 5. 4. 14:35, (알 수 없음) : 씨발
2020. 5. 4. 14:35, (알 수 없음) : 덥다고
2020. 5. 4. 14:35, 정우 : ㅅㅂ
2020. 5. 4. 14:35, (알 수 없음) : 나도치고있었는데
2020. 5. 4. 14:35, 정우 : 진짜
2020. 5. 4. 14:35, 정우 : 개더운데
2020. 5. 4. 14:35, 정우 : ?
2020. 5. 4. 14:35, 정우 : 오 좀
2020. 5. 4. 14:35, 정우 : 너무한데 이건
2020. 5. 4. 14:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:35, (알 수 없음) : 미친날씨진짜
2020. 5. 4. 14:35, (알 수 없음) : 왜이래
2020. 5. 4. 14:36, 경민 : 어컨이
2020. 5. 4. 14:36, 경민 : ㄱ
2020. 5. 4. 14:38, 정우 : 와진짜돌았다
2020. 5. 4. 14:38, 정우 : 일단 풍기는
2020. 5. 4. 14:38, 정우 : 갖다놔야겠네
2020. 5. 4. 14:38, 정우 : ㅅㅂ며칠만에 왜이럼?
2020. 5. 4. 14:39, (알 수 없음) : 풍기싯어야겟다오늘;;
2020. 5. 4. 14:39, 정우 : ㄹㅇ;;;
2020. 5. 4. 14:39, 정우 : 도랐누
2020. 5. 4. 14:39, 정우 : 미쳤누
2020. 5. 4. 14:40, (알 수 없음) : ㄹㅇ
2020. 5. 4. 14:40, (알 수 없음) : 개덥누...
2020. 5. 4. 14:41, 정우 : 헬스장 열어야할
2020. 5. 4. 14:41, 정우 : 이유하나 늘었누
2020. 5. 4. 14:41, 정우 : 어컨이.........
2020. 5. 4. 14:49, (알 수 없음) : 아너무
2020. 5. 4. 14:49, (알 수 없음) : 답닺해서산책가는중
2020. 5. 4. 14:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:50, 정우 : 어우 산책만해도
2020. 5. 4. 14:50, (알 수 없음) : 너무답답하다
2020. 5. 4. 14:50, 정우 : 땀줄줄흐르겠다 ㄹㅇ
2020. 5. 4. 14:50, (알 수 없음) : 어우
2020. 5. 4. 14:50, 정우 : 아오늘
2020. 5. 4. 14:50, 정우 : 가방
2020. 5. 4. 14:50, 정우 : 무조건산다
2020. 5. 4. 14:50, 정우 : ㅅㅂ
2020. 5. 4. 14:51, 정우 : 차라리 크로스백해서
2020. 5. 4. 14:51, (알 수 없음) : 산책어디로하지
2020. 5. 4. 14:51, 정우 : 한쪽어깨만 내어준다
2020. 5. 4. 14:51, 정우 : ㅅㅂ
2020. 5. 4. 14:51, (알 수 없음) : ㅇㅋㅇㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:51, (알 수 없음) : ㅅㅂ
2020. 5. 4. 14:51, 정우 : 백팩못해 이제
2020. 5. 4. 14:51, 정우 : ㅅㅂ
2020. 5. 4. 14:51, (알 수 없음) : ㅇㅋㅌㅋㅋㅋㅋ
2020. 5. 4. 14:51, (알 수 없음) : 등땀나
2020. 5. 4. 14:51, 정우 : ㄹㅇ
2020. 5. 4. 14:51, 정우 : 조졌다 진짜로
2020. 5. 4. 14:51, 정우 : 아니원래 급한거 아니라고 생각하고 있었는데
2020. 5. 4. 14:51, 정우 : 운동하면서 날씨보고
2020. 5. 4. 14:51, 정우 : 급해짐
2020. 5. 4. 14:51, 정우 : ㅅㅂ
2020. 5. 4. 14:51, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:52, (알 수 없음) : 진짜날시조저;;;
2020. 5. 4. 14:52, (알 수 없음) : 좋은데더워
2020. 5. 4. 14:52, 정우 : ㅇㅈㅇㅈ
2020. 5. 4. 14:52, 정우 : 산책
2020. 5. 4. 14:52, 정우 : 벌조심해라 임마
2020. 5. 4. 14:52, 정우 : 벌나오겠다 이날씨면
2020. 5. 4. 14:53, (알 수 없음) : 카페가서
2020. 5. 4. 14:53, (알 수 없음) : 2층에서앉아서
2020. 5. 4. 14:53, (알 수 없음) : 음료마시며30분멍때리기가능?
2020. 5. 4. 14:53, 정우 : 오
2020. 5. 4. 14:53, 정우 : 개좋지
2020. 5. 4. 14:54, 경민 : ㄱㄴㄱㄴ
2020. 5. 4. 14:54, 정우 : 음료
2020. 5. 4. 14:54, 정우 : 레몬에이드 먹어주면 안되냐
2020. 5. 4. 14:54, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:58, (알 수 없음) : 아메리카조
2020. 5. 4. 14:58, (알 수 없음) : 노또먹은중
2020. 5. 4. 14:58, (알 수 없음) : 사진
2020. 5. 4. 14:58, (알 수 없음) : 시원하네야겐
2020. 5. 4. 14:58, (알 수 없음) : 여긴;;;;
2020. 5. 4. 14:58, 정우 : 오
2020. 5. 4. 14:58, 정우 : 좋네;;;;
2020. 5. 4. 14:58, 정우 : 개꿀
2020. 5. 4. 14:58, (알 수 없음) : 성시경노래쌉찰떡
2020. 5. 4. 14:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:59, 정우 : 쌉찰떡
2020. 5. 4. 14:59, 정우 : 찹쌀떡
2020. 5. 4. 14:59, 정우 : 쌉찹쌀떡
2020. 5. 4. 14:59, 정우 : 발음존나어렵다
2020. 5. 4. 15:01, (알 수 없음) : 쌉찰떡
2020. 5. 4. 15:01, (알 수 없음) : 쌉찾살떡
2020. 5. 4. 15:03, 정우 : 개쌉찹쌀떡
2020. 5. 4. 15:03, 정우 : 아오더워 시바
2020. 5. 4. 15:03, 정우 : ㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹ
2020. 5. 4. 15:03, (알 수 없음) : 가만히
2020. 5. 4. 15:03, (알 수 없음) : 앉아서커피마시니
2020. 5. 4. 15:03, (알 수 없음) : 좋은뒈요!
2020. 5. 4. 15:04, 정우 : 아이
2020. 5. 4. 15:04, 정우 : 그럼좋죠
2020. 5. 4. 15:05, (알 수 없음) : 오늘도일찍들어가는게
2020. 5. 4. 15:05, (알 수 없음) : 예의겟지
2020. 5. 4. 15:05, 정우 : 예쓰
2020. 5. 4. 15:09, (알 수 없음) : 바람만이불고좋네
2020. 5. 4. 15:11, 정우 : 부럽네
2020. 5. 4. 15:12, (알 수 없음) : ㅅㅂ
2020. 5. 4. 15:12, (알 수 없음) : 벌레눈으로날아왓어
2020. 5. 4. 15:12, 정우 : 동족을알아보네
2020. 5. 4. 15:12, 정우 : ㅎㅇ
2020. 5. 4. 15:17, (알 수 없음) : 알럽유더왜윳스마일~
2020. 5. 4. 15:17, (알 수 없음) : 담에성시경콘서트함
2020. 5. 4. 15:17, (알 수 없음) : 개굴땩
2020. 5. 4. 15:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 15:18, (알 수 없음) : 아또노래방가고싶은데
2020. 5. 4. 15:18, (알 수 없음) : 진짜
2020. 5. 4. 15:18, (알 수 없음) : 그거방음잘되던데
2020. 5. 4. 15:18, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2020. 5. 4. 15:18, 정우 : ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 15:19, 정우 : 방음너무잘돼서 문제
2020. 5. 4. 15:19, 정우 : 안들려 ㅅㅂ
2020. 5. 4. 15:19, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 15:19, (알 수 없음) : ㅅㅂ
2020. 5. 4. 15:19, (알 수 없음) : ㅇㅈ
2020. 5. 4. 15:19, (알 수 없음) : 아날씨좋네
2020. 5. 4. 15:19, (알 수 없음) : 그늘밑에잇으니
2020. 5. 4. 15:19, (알 수 없음) : 갸귤닥이자나
2020. 5. 4. 15:20, 정우 : 개꿀딱~~~~~~~~~~
2020. 5. 4. 15:20, 정우 : 빠끄~~~~~~~~~~~~~~~
2020. 5. 4. 15:23, (알 수 없음) : 이모티콘 
2020. 5. 4. 15:33, 정우 : 후 진짜덥군
2020. 5. 4. 15:33, 정우 : 운동슬슬 마무리하고
2020. 5. 4. 15:33, 정우 : 샤때각
2020. 5. 4. 15:33, (알 수 없음) : 샤때샤때
2020. 5. 4. 15:36, (알 수 없음) : 송화가루지려
2020. 5. 4. 16:13, 경민 : ㅎㅇ
2020. 5. 4. 16:13, 경민 : 드디어링피트삼;
2020. 5. 4. 16:13, 경민 : 이모티콘 
2020. 5. 4. 16:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 16:18, 정우 : ㅊㅋㅊㅋ
2020. 5. 4. 16:18, 경민 : ㄱㅅㄱㅅ
2020. 5. 4. 16:20, (알 수 없음) : 오 ㅊㅋㅊㅋ
2020. 5. 4. 16:20, 경민 : ㄱㅅㄱㅅ
2020. 5. 4. 16:20, 경민 : 기나긴여정이었따;;ㅅ;ㅂ
2020. 5. 4. 16:25, (알 수 없음) : 이제
2020. 5. 4. 16:25, (알 수 없음) : 링피트개조짐?
2020. 5. 4. 16:25, 경민 : ㅇㅇ
2020. 5. 4. 16:25, 경민 : 살다뒤짐
2020. 5. 4. 16:25, 경민 : 링피트
2020. 5. 4. 16:25, 경민 : 챌린저찍으러감
2020. 5. 4. 16:25, 경민 : 지금 체력 아이언수준;
2020. 5. 4. 16:25, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 16:25, (알 수 없음) : ㅅㅂ 항상전투적이라
2020. 5. 4. 16:25, (알 수 없음) : 훌륭하다
2020. 5. 4. 16:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅋ
2020. 5. 4. 16:26, 경민 : 굳
2020. 5. 4. 16:26, 경민 : 그김에오랜만에파이썬좀
2020. 5. 4. 16:26, 경민 : 봐볼가;
2020. 5. 4. 16:26, 경민 : ui새끼;;
2020. 5. 4. 16:26, (알 수 없음) : ㄱㅅ;;
2020. 5. 4. 16:26, (알 수 없음) : 개굴닥
2020. 5. 4. 16:27, 경민 : ㅇㅋ
2020. 5. 4. 16:34, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 16:34, 정우 : 이말좀웃기네
2020. 5. 4. 16:35, 정우 : 샵검색: #고3 등교
2020. 5. 4. 16:35, 정우 : 드디어
2020. 5. 4. 16:35, 정우 : 학교가네
2020. 5. 4. 16:36, (알 수 없음) : 오
2020. 5. 4. 16:36, (알 수 없음) : 드디어가네
2020. 5. 4. 16:36, (알 수 없음) : 일주일뒤예상
2020. 5. 4. 16:36, (알 수 없음) : 온라인이좋았다
2020. 5. 4. 16:36, (알 수 없음) : 이지랄
2020. 5. 4. 16:36, 정우 : 좋은시간다갔다
2020. 5. 4. 16:36, (알 수 없음) : 100%
2020. 5. 4. 16:36, 정우 : ㅇㅇ
2020. 5. 4. 16:36, 정우 : 이천프로
2020. 5. 4. 16:36, 정우 : 사람이면
2020. 5. 4. 16:36, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 16:36, 정우 : 그게정상이지
2020. 5. 4. 16:36, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 16:37, 정우 : 아니 학교가 좋은건 쉬는시간에 애들이랑 놀수있단건데
2020. 5. 4. 16:37, 정우 : 그것도 일주일이지ㅅㅂ
2020. 5. 4. 16:39, (알 수 없음) : 집이좋아욧
2020. 5. 4. 18:22, 재환오빠 : 샵검색: #태연 happy
2020. 5. 4. 18:23, 재환오빠 : ㄷㄷㄷㅈ
2020. 5. 4. 19:05, (알 수 없음) : 사진
2020. 5. 4. 19:05, (알 수 없음) : 오탸연도나왓네
2020. 5. 4. 19:18, (알 수 없음) : 객굴...로봇청소기지름
2020. 5. 4. 19:28, (알 수 없음) : 사진
2020. 5. 4. 19:32, (알 수 없음) : 이모티콘 
2020. 5. 4. 19:32, (알 수 없음) : 이모티콘 
2020. 5. 4. 19:35, 정우 : ㅁㅊ
2020. 5. 4. 19:35, 정우 : 존멋이세요
