Talk_2021.8.24 13:11-47.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 7월 13일 토요일
2019. 7. 13. 22:14, 정우 : 들어감
2019. 7. 22. 23:19, (알 수 없음) : 인생팍팍해서상겟나
2019. 7. 22. 23:19, (알 수 없음) : 나참
2019. 7. 22. 23:19, 정우 : ㅇㅇ
2019. 7. 22. 23:19, 정우 : 살수있음
2019. 7. 22. 23:19, (알 수 없음) : ㅠ
2019. 7. 22. 23:19, 정우 : 술안먹고
2019. 7. 22. 23:19, 정우 : 한달도 살아봤다
2019. 7. 22. 23:19, (알 수 없음) : 행님그라지마시고
2019. 7. 22. 23:19, 정우 : 좀재미없긴한데 살수있음
2019. 7. 22. 23:19, 정우 : ㄱㅊ
2019. 7. 22. 23:19, (알 수 없음) : 한번만먹게해주소
2019. 7. 22. 23:19, 정우 : 싫은데
2019. 7. 22. 23:20, (알 수 없음) : ㅠ
2019. 7. 22. 23:20, 정우 : @부경보
2019. 7. 22. 23:20, 정우 : 허락받고오셈
2019. 7. 22. 23:20, (알 수 없음) : 일단
2019. 7. 22. 23:20, (알 수 없음) : 집가서샤워때릴래
2019. 7. 22. 23:20, (알 수 없음) : 아직집까지6분남음
2019. 7. 22. 23:20, 정우 : 그리고 따끈한 우유한잔하고
2019. 7. 22. 23:20, 정우 : 자
2019. 7. 22. 23:20, 정우 : 얼마나좋아
2019. 7. 22. 23:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:20, (알 수 없음) : 음
2019. 7. 22. 23:20, (알 수 없음) : 이정우
2019. 7. 22. 23:20, (알 수 없음) : 이상해졋다
2019. 7. 22. 23:20, 정우 : 아니
2019. 7. 22. 23:20, 정우 : 이게다
2019. 7. 22. 23:20, (알 수 없음) : 공부란해로운것
2019. 7. 22. 23:20, 정우 : 형의 건강을 위해
2019. 7. 22. 23:20, 정우 : ㅠ
2019. 7. 22. 23:20, (알 수 없음) : 아그건알지
2019. 7. 22. 23:20, 재환오빠 : 사진
2019. 7. 22. 23:20, 정우 : 저는 변하지 않았습니다만
2019. 7. 22. 23:20, (알 수 없음) : 그래서건강하게와인먹자나
2019. 7. 22. 23:20, 정우 : 캬
2019. 7. 22. 23:20, (알 수 없음) : ㅋㅌㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:20, 정우 : 깔_끔
2019. 7. 22. 23:20, 재환오빠 : 완-멘
2019. 7. 22. 23:21, (알 수 없음) : 아니이방에
2019. 7. 22. 23:21, 정우 : 아니 와인도 안건강해 형한테는
2019. 7. 22. 23:21, (알 수 없음) : 완면잘하는분
2019. 7. 22. 23:21, (알 수 없음) : 두명잇음
2019. 7. 22. 23:21, (알 수 없음) : ㅇㅈ?
2019. 7. 22. 23:21, (알 수 없음) : 그릇보면
2019. 7. 22. 23:21, (알 수 없음) : 거으머
2019. 7. 22. 23:21, (알 수 없음) : 그릇안먹은게다행인수준
2019. 7. 22. 23:21, 정우 : 을지면옥도 또먹고싶네
2019. 7. 22. 23:21, 정우 : 편육존나맛있었는데
2019. 7. 22. 23:21, 정우 : 쩝
2019. 7. 22. 23:21, (알 수 없음) : 나도
2019. 7. 22. 23:21, (알 수 없음) : 편육잘먹는데
2019. 7. 22. 23:21, 정우 : 나도
2019. 7. 22. 23:21, 정우 : 잘먹음
2019. 7. 22. 23:22, 정우 : 잘먹었음 그래서
2019. 7. 22. 23:22, (알 수 없음) : ㅠ
2019. 7. 22. 23:22, (알 수 없음) : 오늘월요일임
2019. 7. 22. 23:22, 정우 : 근데
2019. 7. 22. 23:22, (알 수 없음) : 아니댱그렇자고
2019. 7. 22. 23:22, (알 수 없음) : 너 상당히
2019. 7. 22. 23:22, (알 수 없음) : 공격적이다?
2019. 7. 22. 23:22, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:22, (알 수 없음) : 이모티콘 
2019. 7. 22. 23:22, 정우 : 이모티콘 
2019. 7. 22. 23:22, 정우 : 어우 소리나네
2019. 7. 22. 23:22, 정우 : 깜짝이야
2019. 7. 22. 23:23, 정우 : 내가쓰고 내가놀램
2019. 7. 22. 23:23, (알 수 없음) : ㅁㅊ
2019. 7. 22. 23:23, (알 수 없음) : 카섹하러들어간다
2019. 7. 22. 23:23, (알 수 없음) : 술먹고둘이차로가네
2019. 7. 22. 23:23, 정우 : 오
2019. 7. 22. 23:24, 정우 : 라이브ㄱ?
2019. 7. 22. 23:24, (알 수 없음) : ㅈㅅㅈㅅ
2019. 7. 22. 23:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:24, (알 수 없음) : 그럴용긴업다
2019. 7. 22. 23:24, 정우 : ㅇㅈ
2019. 7. 22. 23:24, 정우 : 대전
2019. 7. 22. 23:24, 정우 : 어메이징하네;;;
2019. 7. 22. 23:24, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:24, (알 수 없음) : 으메이징대전
2019. 7. 22. 23:24, 정우 : 아 배고파
2019. 7. 22. 23:25, (알 수 없음) : 여긴또왜자전거로
2019. 7. 22. 23:25, (알 수 없음) : 싸우고잇어
2019. 7. 22. 23:25, (알 수 없음) : ㅎㅋㅎㅋ
2019. 7. 22. 23:25, (알 수 없음) : 집도착일뷴저어어언
2019. 7. 22. 23:25, 재환오빠 : 사진
2019. 7. 22. 23:25, 재환오빠 : 아 한그릇더먹고싶네
2019. 7. 22. 23:25, 정우 : 깜짝이야
2019. 7. 22. 23:25, 정우 : 또드시는줄
2019. 7. 22. 23:25, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:26, (알 수 없음) : 더드시는거아닌가
2019. 7. 22. 23:27, 재환오빠 : ㄴㄴ이따편의점털어야됨
2019. 7. 22. 23:27, 재환오빠 : 참는다
2019. 7. 22. 23:28, 재환오빠 : 아존맛이네근데진짜
2019. 7. 22. 23:34, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:39, 원준오빠 : 크
2019. 7. 22. 23:40, 부그뷰 : https://www.instagram.com/p/B0N-FIqH4fu/?igshid=rqg6v0dnkzlv
2019. 7. 22. 23:45, (알 수 없음) : 마실준비완려
2019. 7. 22. 23:45, 정우 : ㅡㅡ
2019. 7. 22. 23:46, 재환오빠 : 마우스패드 필요하신분
2019. 7. 22. 23:46, 이석준 : 장패드임?
2019. 7. 22. 23:46, 재환오빠 : 사진
2019. 7. 22. 23:46, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:47, (알 수 없음) : ㅅㅂ
2019. 7. 22. 23:47, (알 수 없음) : 존나
2019. 7. 22. 23:47, (알 수 없음) : ㅠ
2019. 7. 22. 23:47, (알 수 없음) : 부경보생일도얼마안남앗는데
2019. 7. 22. 23:47, (알 수 없음) : 부생일선물이나줍시다
2019. 7. 22. 23:48, 재환오빠 : 동영상
2019. 7. 22. 23:48, 재환오빠 : 뿜뿜나온다
2019. 7. 22. 23:49, 부그뷰 : 형 나 밑에꺼
2019. 7. 22. 23:49, 부그뷰 : 대전가서 쓸게
2019. 7. 22. 23:49, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:49, 재환오빠 : 사진
2019. 7. 22. 23:49, 재환오빠 : 쫌 잘생김?
2019. 7. 22. 23:49, 부그뷰 : 존잘
2019. 7. 22. 23:50, 정우 : 마남이시네요
2019. 7. 22. 23:50, (알 수 없음) : 아니
2019. 7. 22. 23:50, (알 수 없음) : 대전에서쓰지마엄빠온다고
2019. 7. 22. 23:50, (알 수 없음) : ㅠ
2019. 7. 22. 23:50, (알 수 없음) : ㅅㅂ
2019. 7. 22. 23:51, 정우 : 숨겨놔
2019. 7. 22. 23:51, (알 수 없음) : 안주
2019. 7. 22. 23:51, (알 수 없음) : 뭐먹지
2019. 7. 22. 23:51, 부그뷰 : 우리아들 외로웠구나 ㅜ
2019. 7. 22. 23:51, 정우 : 먹지마 술
2019. 7. 22. 23:51, 정우 : ㅡㅡ
2019. 7. 22. 23:51, 정우 : 아들의 취미라능
2019. 7. 22. 23:51, (알 수 없음) : 아니
2019. 7. 22. 23:51, 정우 : 이상하게 보지말라능
2019. 7. 22. 23:51, 부그뷰 : 안주
2019. 7. 22. 23:51, 부그뷰 : 과일안주
2019. 7. 22. 23:51, (알 수 없음) : 까르보나라가
2019. 7. 22. 23:51, (알 수 없음) : 잘어울린다능
2019. 7. 22. 23:51, (알 수 없음) : 이라고되어잇네
2019. 7. 22. 23:51, (알 수 없음) : ;;;
2019. 7. 22. 23:51, 부그뷰 : 밤에 까보먹을거야?
2019. 7. 22. 23:51, 부그뷰 : 아니 나 아까
2019. 7. 22. 23:51, 부그뷰 : 오다가
2019. 7. 22. 23:51, 부그뷰 : 햄버거존나
2019. 7. 22. 23:51, 부그뷰 : 먹고싶었는데
2019. 7. 22. 23:51, 부그뷰 : 참았음
2019. 7. 22. 23:51, 부그뷰 : ㅇㅈ?
2019. 7. 22. 23:51, 재환오빠 : 보아헨콕 구매대행 ㄱ?
2019. 7. 22. 23:52, (알 수 없음) : ㅇㅋ
2019. 7. 22. 23:52, 재환오빠 : ㅇㅋ.
2019. 7. 22. 23:52, (알 수 없음) : 아니
2019. 7. 22. 23:52, (알 수 없음) : ㄴㄴ
2019. 7. 22. 23:52, 부그뷰 : 구매대행까지야
2019. 7. 22. 23:52, (알 수 없음) : 카이밍
2019. 7. 22. 23:52, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:52, (알 수 없음) : 큐큐
2019. 7. 22. 23:52, (알 수 없음) : ㅜㅠ
2019. 7. 22. 23:52, 부그뷰 : 돈주고사긴
2019. 7. 22. 23:52, 부그뷰 : 쫌
2019. 7. 22. 23:52, 정우 : 타이밍
2019. 7. 22. 23:52, 정우 : 오졌다
2019. 7. 22. 23:52, 정우 : 오재훈
2019. 7. 22. 23:52, 정우 : ㄱ
2019. 7. 22. 23:52, (알 수 없음) : ㄴㄴ
2019. 7. 22. 23:52, (알 수 없음) : ㅠ
2019. 7. 22. 23:52, (알 수 없음) : 아무것도모른다규난
2019. 7. 22. 23:52, 정우 : ?
2019. 7. 22. 23:52, 정우 : 구라즐
2019. 7. 22. 23:52, (알 수 없음) : ?
2019. 7. 22. 23:52, 부그뷰 : 오재 나미 나 핸콕
2019. 7. 22. 23:52, 부그뷰 : ㄱㄱ
2019. 7. 22. 23:52, (알 수 없음) : 보아헨콕이뭔디
2019. 7. 22. 23:52, (알 수 없음) : 원피스?
2019. 7. 22. 23:52, 부그뷰 : ㅇㅇ
2019. 7. 22. 23:52, (알 수 없음) : 원피스1분도본적업음
2019. 7. 22. 23:52, (알 수 없음) : ;;
2019. 7. 22. 23:53, 재환오빠 : 아래
2019. 7. 22. 23:53, 부그뷰 : 아니 원피스 왜 안봄
2019. 7. 22. 23:53, (알 수 없음) : 아
2019. 7. 22. 23:53, (알 수 없음) : 일본이라
2019. 7. 22. 23:53, (알 수 없음) : 어릴때부터안봄
2019. 7. 22. 23:53, (알 수 없음) : ;;
2019. 7. 22. 23:53, (알 수 없음) : 불만?
2019. 7. 22. 23:53, 부그뷰 : 어릴때부터 혐일함?
2019. 7. 22. 23:53, (알 수 없음) : ㅇㅇ
2019. 7. 22. 23:53, (알 수 없음) : ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:53, 부그뷰 : 애국자네
2019. 7. 22. 23:53, (알 수 없음) : ㅅㅂ
2019. 7. 22. 23:53, 정우 : 그러면서
2019. 7. 22. 23:53, (알 수 없음) : 개웃겨
2019. 7. 22. 23:53, 정우 : 일본여행쳐가잖아
2019. 7. 22. 23:53, 정우 : 니
2019. 7. 22. 23:53, (알 수 없음) : ㅠ
2019. 7. 22. 23:53, (알 수 없음) : 쳐간거아닌고
2019. 7. 22. 23:53, 부그뷰 : 그러네
2019. 7. 22. 23:53, 정우 : 언행불일치새끼야
2019. 7. 22. 23:53, 부그뷰 : 매국노네
2019. 7. 22. 23:53, (알 수 없음) : ㅠ
2019. 7. 22. 23:53, 정우 : ㅗ
2019. 7. 22. 23:53, 정우 : ㅗㅗ
2019. 7. 22. 23:53, (알 수 없음) : ㅈㅅ
2019. 7. 22. 23:53, 정우 : ㅇㅋ
2019. 7. 22. 23:53, (알 수 없음) : 반성함
2019. 7. 22. 23:53, 정우 : 봐줌
2019. 7. 22. 23:53, 부그뷰 : 아니 나 일본
2019. 7. 22. 23:53, (알 수 없음) : ㅇㅋ
2019. 7. 22. 23:53, 부그뷰 : 내돈주고안감
2019. 7. 22. 23:53, 정우 : 아니
2019. 7. 22. 23:53, 정우 : 형은가도됨
2019. 7. 22. 23:54, (알 수 없음) : 그럼
2019. 7. 22. 23:54, 정우 : 오재훈만 안됨
2019. 7. 22. 23:54, 부그뷰 : 왜 감
2019. 7. 22. 23:54, (알 수 없음) : 누가돈줌
2019. 7. 22. 23:54, (알 수 없음) : ?
2019. 7. 22. 23:54, (알 수 없음) : 니가뭔데
2019. 7. 22. 23:54, (알 수 없음) : 니돈주고안감
2019. 7. 22. 23:54, 부그뷰 : 학교에서 보내줌
2019. 7. 22. 23:54, (알 수 없음) : ?
2019. 7. 22. 23:54, (알 수 없음) : 지리네
2019. 7. 22. 23:54, 정우 : 오?
2019. 7. 22. 23:54, 정우 : ;;;;
2019. 7. 22. 23:54, 부그뷰 : 소펙스
2019. 7. 22. 23:54, (알 수 없음) : 어비스회장
2019. 7. 22. 23:54, (알 수 없음) : ;;
2019. 7. 22. 23:54, 정우 : 지리네
2019. 7. 22. 23:54, 정우 : 아
2019. 7. 22. 23:54, 정우 : ;;;;;;;;
2019. 7. 22. 23:54, (알 수 없음) : 니가뭔데
2019. 7. 22. 23:54, 정우 : ㅅㅂ나는
2019. 7. 22. 23:54, 정우 : ㅠ
2019. 7. 22. 23:54, (알 수 없음) : 왜니가감
2019. 7. 22. 23:54, (알 수 없음) : ㅠ
2019. 7. 22. 23:54, 부그뷰 : 아니
2019. 7. 22. 23:54, 부그뷰 : 내가
2019. 7. 22. 23:54, 정우 : 나도보내줘
2019. 7. 22. 23:54, 정우 : ㅠ
2019. 7. 22. 23:54, 재환오빠 : 사진
2019. 7. 22. 23:54, (알 수 없음) : 우리불쌍한정우
2019. 7. 22. 23:54, 재환오빠 : 보내줘?
2019. 7. 22. 23:54, 부그뷰 : 소펙스 어비스 끼게하려고
2019. 7. 22. 23:54, 부그뷰 : 마
2019. 7. 22. 23:54, (알 수 없음) : ㅁㅊ개비싸다
2019. 7. 22. 23:54, 정우 : 아니요 걔는 안보내주셔도
2019. 7. 22. 23:54, 정우 : 될거같아요
2019. 7. 22. 23:54, 부그뷰 : 포트폴리오작성하고
2019. 7. 22. 23:54, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:54, 부그뷰 : 그랬는데
2019. 7. 22. 23:54, (알 수 없음) : 저벌거벗은애는
2019. 7. 22. 23:54, (알 수 없음) : 입은것도업으면서
2019. 7. 22. 23:54, (알 수 없음) : 드럽게비싸네
2019. 7. 22. 23:55, 부그뷰 : 입은게없어서 비싼듯
2019. 7. 22. 23:55, 정우 : ㅇㅈ
2019. 7. 22. 23:55, 부그뷰 : 근데 피규어는
2019. 7. 22. 23:55, 부그뷰 : 별루임
2019. 7. 22. 23:55, (알 수 없음) : 저가운데호랑이같은새끼는
2019. 7. 22. 23:55, (알 수 없음) : 존나븅신같이생겻다
2019. 7. 22. 23:55, (알 수 없음) : 젤왼쪽에분홍색이
2019. 7. 22. 23:55, 부그뷰 : 호랑이 함부로
2019. 7. 22. 23:55, (알 수 없음) : 제일븅신같긴한데...
2019. 7. 22. 23:55, (알 수 없음) : 그럼부경보
2019. 7. 22. 23:55, (알 수 없음) : 호랭이 ㄱ
2019. 7. 22. 23:55, 부그뷰 : 쓰지마 일본넘드라아아아아아아아
2019. 7. 22. 23:55, 정우 : 맹호우
2019. 7. 22. 23:55, (알 수 없음) : 부경보선물
2019. 7. 22. 23:55, (알 수 없음) : 강ㄴ데꺼
2019. 7. 22. 23:56, 부그뷰 : 맹호만 인정한다
2019. 7. 22. 23:56, 부그뷰 : 아니
2019. 7. 22. 23:56, (알 수 없음) : 재환이형한테2마넌씩
2019. 7. 22. 23:56, (알 수 없음) : 십시일반가냐
2019. 7. 22. 23:56, 재환오빠 : 사진
2019. 7. 22. 23:56, (알 수 없음) : ㅁㅊ
2019. 7. 22. 23:56, (알 수 없음) : 잇9ㅅ기들진짜
2019. 7. 22. 23:56, (알 수 없음) : 마음의병잇나 ㅅㅂ
2019. 7. 22. 23:56, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:56, (알 수 없음) : 존나 ㅅㅂ
2019. 7. 22. 23:56, (알 수 없음) : 저거뭐얔ㅋㅋㅋ큐
2019. 7. 22. 23:56, 부그뷰 : 샵검색: #맹호부대 마크
2019. 7. 22. 23:56, (알 수 없음) : 오
2019. 7. 22. 23:56, 부그뷰 : 이거만 진정한
2019. 7. 22. 23:56, 부그뷰 : 호랑이다
2019. 7. 22. 23:56, (알 수 없음) : 이거좀좁밥호랑이처검
2019. 7. 22. 23:56, 부그뷰 : 아니
2019. 7. 22. 23:56, (알 수 없음) : 생겻는데,;;?
2019. 7. 22. 23:56, 부그뷰 : 니
2019. 7. 22. 23:56, 부그뷰 : 디짐
2019. 7. 22. 23:56, (알 수 없음) : 아니
2019. 7. 22. 23:56, (알 수 없음) : 물어봐봐
2019. 7. 22. 23:56, (알 수 없음) : 100명잡고
2019. 7. 22. 23:56, (알 수 없음) : 이호랑이좀 좁밥같이생기지않앗냐고
2019. 7. 22. 23:57, (알 수 없음) : 너무맹하게생겻는데
2019. 7. 22. 23:57, (알 수 없음) : 맹호우라서그럼?
2019. 7. 22. 23:57, 재환오빠 : 사진
2019. 7. 22. 23:57, 재환오빠 : 쿠션필요한사람
2019. 7. 22. 23:58, 정우 : 이모티콘 
2019. 7. 22. 23:58, (알 수 없음) : ㅁㅊ
2019. 7. 22. 23:58, 정우 : 진짜 노빠꾸네 일본샛기들
2019. 7. 22. 23:58, (알 수 없음) : 아나
2019. 7. 22. 23:58, (알 수 없음) : 생각해보니까
2019. 7. 22. 23:58, (알 수 없음) : 구테타마도일본거네
2019. 7. 22. 23:58, (알 수 없음) : 계란새끼
2019. 7. 22. 23:58, 정우 : 버리냐
2019. 7. 22. 23:58, (알 수 없음) : 인스타프사바꾸고옴
2019. 7. 22. 23:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:58, (알 수 없음) : 버리는건내돈이라이미
2019. 7. 22. 23:58, (알 수 없음) : 아깝고
2019. 7. 22. 23:58, 부그뷰 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㄱㅋㅋㅋㅋㄱ
2019. 7. 22. 23:58, 재환오빠 : 사진
2019. 7. 22. 23:59, 재환오빠 : 아이거좀 탐나네

2019년 7월 23일 화요일
2019. 7. 23. 00:00, (알 수 없음) : ㅁㅊ
2019. 7. 23. 00:00, (알 수 없음) : 아싸월급날2일남음
2019. 7. 23. 00:00, (알 수 없음) : 인스타프사ㅝ로바꾸지ㅡㅡ
2019. 7. 23. 00:00, (알 수 없음) : 하
2019. 7. 23. 00:01, 정우 : 니 누워있는거
2019. 7. 23. 00:01, 정우 : 어떰
2019. 7. 23. 00:01, (알 수 없음) : ㅇㅋ
2019. 7. 23. 00:01, (알 수 없음) : 그
2019. 7. 23. 00:01, (알 수 없음) : 지구멸망
2019. 7. 23. 00:01, (알 수 없음) : 한시간?
2019. 7. 23. 00:01, (알 수 없음) : 아님지금이거
2019. 7. 23. 00:01, 정우 : 아니 지금프사
2019. 7. 23. 00:01, 정우 : 하셈
2019. 7. 23. 00:01, (알 수 없음) : ㅇ
2019. 7. 23. 00:01, (알 수 없음) : ㅋ
2019. 7. 23. 00:02, 부그뷰 : 지금프사확대 ㄱ
2019. 7. 23. 00:02, (알 수 없음) : 박궛다
2019. 7. 23. 00:02, 부그뷰 : 아니 저때
2019. 7. 23. 00:02, 부그뷰 : 코
2019. 7. 23. 00:02, (알 수 없음) : 확대?
2019. 7. 23. 00:02, (알 수 없음) : ㅇㅋ
2019. 7. 23. 00:02, 부그뷰 : 존나
2019. 7. 23. 00:02, (알 수 없음) : ㄴㅋㅋㅋㅋㅅㅂ
2019. 7. 23. 00:02, (알 수 없음) : ㅠ
2019. 7. 23. 00:02, 부그뷰 : 왜케 곰
2019. 7. 23. 00:02, (알 수 없음) : ㅇㅈ...
2019. 7. 23. 00:02, (알 수 없음) : 아니저때감기한달걸려잇엇음
2019. 7. 23. 00:02, (알 수 없음) : 진짜 ㅈㅅ
2019. 7. 23. 00:02, 부그뷰 : 대전에선 별로 안고랏는데
2019. 7. 23. 00:02, (알 수 없음) : 코가한달내내안조앟음 ㅠ
2019. 7. 23. 00:02, 정우 : ㄱㅊ
2019. 7. 23. 00:02, 정우 : 난없었지만ㄱㅊ
2019. 7. 23. 00:02, 정우 : 내가용서해줌
2019. 7. 23. 00:02, 부그뷰 : ㄱㅊㄱㅊ
2019. 7. 23. 00:03, (알 수 없음) : ㄱㅅㄱㅅ
2019. 7. 23. 00:03, (알 수 없음) : 아정말
2019. 7. 23. 00:03, (알 수 없음) : 유자크래커가
2019. 7. 23. 00:03, (알 수 없음) : 굿안주가될수잇을가
2019. 7. 23. 00:03, (알 수 없음) : 이런거안조아하는데
2019. 7. 23. 00:03, 부그뷰 : 단짠인데
2019. 7. 23. 00:03, 부그뷰 : 완벽한데
2019. 7. 23. 00:04, (알 수 없음) : ㅅㅂ,,,;;
2019. 7. 23. 00:04, (알 수 없음) : 사진
2019. 7. 23. 00:05, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 23. 00:05, 정우 : 누구냐
2019. 7. 23. 00:05, 정우 : 이시간에
2019. 7. 23. 00:05, 정우 : ㅅㅂ
2019. 7. 23. 00:05, 빠충 : 외국인인가
2019. 7. 23. 00:06, 재환오빠 : 자는척 ㄱ
2019. 7. 23. 00:06, 빠충 : 말투 번역체네
2019. 7. 23. 00:06, (알 수 없음) : 교
2019. 7. 23. 00:06, (알 수 없음) : 쉬
2019. 7. 23. 00:06, (알 수 없음) : 수,,,,
2019. 7. 23. 00:06, (알 수 없음) : 다른교수
2019. 7. 23. 00:06, (알 수 없음) : ㅠ시박내일마감이라
2019. 7. 23. 00:06, 정우 : ;;;;;;
2019. 7. 23. 00:06, (알 수 없음) : 지금무시할수가없다
2019. 7. 23. 00:06, (알 수 없음) : ㅅㅂ;
2019. 7. 23. 00:06, 정우 : 내일마감인데
2019. 7. 23. 00:06, 정우 : 술을쳐먹을생각을
2019. 7. 23. 00:06, 정우 : 하냐 너는
2019. 7. 23. 00:06, (알 수 없음) : 아니
2019. 7. 23. 00:06, (알 수 없음) : 나는 다했고
2019. 7. 23. 00:06, 정우 : !
2019. 7. 23. 00:06, (알 수 없음) : 교수가 마무리
2019. 7. 23. 00:06, (알 수 없음) : 작업
2019. 7. 23. 00:06, (알 수 없음) : 해준다고한거였음
2019. 7. 23. 00:06, (알 수 없음) : ㅠ
2019. 7. 23. 00:06, 정우 : !!!!
2019. 7. 23. 00:06, (알 수 없음) : 그리고난
2019. 7. 23. 00:06, 정우 : 술못먹겠네 그럼
2019. 7. 23. 00:06, (알 수 없음) : 금욜에
2019. 7. 23. 00:07, 정우 : ㅎㅎㅎㅎㅎ
2019. 7. 23. 00:07, (알 수 없음) : 마감했었고
2019. 7. 23. 00:07, 정우 : ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
2019. 7. 23. 00:07, 정우 : ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
2019. 7. 23. 00:07, (알 수 없음) : 근데 이제 수정하려고
2019. 7. 23. 00:07, (알 수 없음) : 저러는거
2019. 7. 23. 00:07, (알 수 없음) : ㅠ
2019. 7. 23. 00:07, 정우 : ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
2019. 7. 23. 00:07, 정우 : ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
2019. 7. 23. 00:07, (알 수 없음) : tq
2019. 7. 23. 00:07, (알 수 없음) : ㅅㅂ
2019. 7. 23. 00:07, 정우 : 이모티콘 
2019. 7. 23. 00:07, 정우 : 이모티콘 
2019. 7. 23. 00:07, 정우 : 이모티콘 
2019. 7. 23. 00:07, (알 수 없음) : 근데
2019. 7. 23. 00:07, (알 수 없음) : 너무긍금한게
2019. 7. 23. 00:07, (알 수 없음) : 설마지금한다는걸까
2019. 7. 23. 00:07, 정우 : ㅇㅇ
2019. 7. 23. 00:07, 정우 : 그럴각
2019. 7. 23. 00:07, (알 수 없음) : 에이그건아니겠찌
2019. 7. 23. 00:08, 정우 : 나도 평소같으면
2019. 7. 23. 00:08, 정우 : 에이 그건아니겠지 하는데
2019. 7. 23. 00:08, 정우 : 거기 병신이
