Talk_2021.8.24 13:11-68.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 6일 수요일
2020. 5. 6. 08:43, (알 수 없음) : ㅊㅋㅊㅋㅊ
2020. 5. 16. 00:09, 경민 : 이해안되니까
2020. 5. 16. 00:09, 경민 : 라면먹음
2020. 5. 16. 00:09, 경민 : ㅅㄱ
2020. 5. 16. 00:09, (알 수 없음) : ㄱ스승의날기념
2020. 5. 16. 00:09, (알 수 없음) : 김희애선생님
2020. 5. 16. 00:10, (알 수 없음) : 여다경참교육시전중이래
2020. 5. 16. 00:10, (알 수 없음) : ㅅㅂ
2020. 5. 16. 00:10, (알 수 없음) : 존나웋기네ㅠ
2020. 5. 16. 00:10, 경민 : 아니근데
2020. 5. 16. 00:10, 경민 : 여다경이
2020. 5. 16. 00:10, 경민 : 백만배아까워;
2020. 5. 16. 00:10, 경민 : 이거먹고
2020. 5. 16. 00:10, (알 수 없음) : 당연하지
2020. 5. 16. 00:10, 경민 : 새벽4시까지겜하다가
2020. 5. 16. 00:10, 경민 : 잔다
2020. 5. 16. 00:10, (알 수 없음) : ㅠ
2020. 5. 16. 00:10, 경민 : 뒤졋다
2020. 5. 16. 00:10, (알 수 없음) : 굿이네
2020. 5. 16. 00:10, (알 수 없음) : 나왜자고일어난거처럼깨운하냐
2020. 5. 16. 00:10, 경민 : ㅅㅂ일주일뺀살
2020. 5. 16. 00:10, 경민 : 롤백했누
2020. 5. 16. 00:10, 경민 : 아니근데
2020. 5. 16. 00:10, 경민 : 저새기
2020. 5. 16. 00:10, 경민 : 사업한다고 저지랄하는거도
2020. 5. 16. 00:11, 경민 : 이해안가ㅜㄴ
2020. 5. 16. 00:11, 경민 : ?
2020. 5. 16. 00:11, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅄ새기
2020. 5. 16. 00:11, (알 수 없음) : ㅋㅋㅋㄴㄴㄴㄴㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:11, (알 수 없음) : ㅋ
2020. 5. 16. 00:12, 경민 : 운수좋은날 컨셉이누?
2020. 5. 16. 00:13, (알 수 없음) : ㅅㅂ
2020. 5. 16. 00:13, 경민 : 카드정자
2020. 5. 16. 00:13, (알 수 없음) : 너무
2020. 5. 16. 00:13, 경민 : 당햇겟누
2020. 5. 16. 00:13, (알 수 없음) : 찌질이같다
2020. 5. 16. 00:13, 빠충 : 한소희
2020. 5. 16. 00:13, 빠충 : 존예
2020. 5. 16. 00:14, (알 수 없음) : ㄹㅇ
2020. 5. 16. 00:14, 경민 : ㅇㅈ
2020. 5. 16. 00:14, 경민 : 아니
2020. 5. 16. 00:14, 경민 : 저새끼는
2020. 5. 16. 00:14, 경민 : 아직도
2020. 5. 16. 00:14, 경민 : 얹혀사누
2020. 5. 16. 00:14, 경민 : ㅄ새기가
2020. 5. 16. 00:14, 경민 : #ㅉㅉㅉㅉㅉ
2020. 5. 16. 00:14, 경민 : 인성
2020. 5. 16. 00:14, 경민 : 터진거
2020. 5. 16. 00:14, 경민 : 나오쥬
2020. 5. 16. 00:14, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:15, (알 수 없음) : 신난다
2020. 5. 16. 00:15, (알 수 없음) : 드디어
2020. 5. 16. 00:15, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:15, (알 수 없음) : 근데한거치고너무좁밥처럼당하네
2020. 5. 16. 00:15, 경민 : 아니
2020. 5. 16. 00:15, 경민 : 쟤는
2020. 5. 16. 00:15, 경민 : 진짜
2020. 5. 16. 00:15, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:15, 경민 : 능력도없는새기가
2020. 5. 16. 00:15, 경민 : 적당히해야지
2020. 5. 16. 00:16, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:16, (알 수 없음) : 집털리는중ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:16, (알 수 없음) : ㅠ차빳기눜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:17, (알 수 없음) : ㅅㅂ근데여다경도망해야하는거아닌가
2020. 5. 16. 00:18, 경민 : 집이원래갑부라;망하기힘든듯
2020. 5. 16. 00:19, (알 수 없음) : 그러게
2020. 5. 16. 00:20, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:20, 원준오빠 : 그럼
2020. 5. 16. 00:20, 원준오빠 : ㄷㄷㄷㅈ
2020. 5. 16. 00:20, 경민 : 정신차렸누
2020. 5. 16. 00:20, 경민 : ㄱ?
2020. 5. 16. 00:21, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2020. 5. 16. 00:21, (알 수 없음) : 난오늘은눠눠
2020. 5. 16. 00:22, 원준오빠 : ㄱ
2020. 5. 16. 00:22, 경민 : 일겜 ㄱㄴ?
2020. 5. 16. 00:22, 원준오빠 : ㄱㄴ
2020. 5. 16. 00:22, 경민 : 아니저차뭐야
2020. 5. 16. 00:22, 원준오빠 : 아직 안끝남?
2020. 5. 16. 00:22, 원준오빠 : 랭겜 한판 가능?
2020. 5. 16. 00:23, 원준오빠 : 아
2020. 5. 16. 00:23, 경민 : 그치만
2020. 5. 16. 00:23, 원준오빠 : ㅎㅇ
2020. 5. 16. 00:23, 경민 : 들어왔다누
2020. 5. 16. 00:23, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:23, (알 수 없음) : 저래끼는
2020. 5. 16. 00:23, (알 수 없음) : 지선우한테만지랄하누
2020. 5. 16. 00:24, 경민 : 아니
2020. 5. 16. 00:24, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ남탓오지누
2020. 5. 16. 00:24, 경민 : 지꼬추잘놀렷으면
2020. 5. 16. 00:24, 경민 : 이럴일없었누
2020. 5. 16. 00:24, (알 수 없음) : 진짜
2020. 5. 16. 00:24, (알 수 없음) : 원래지꺼업엇는데
2020. 5. 16. 00:24, (알 수 없음) : 왜이제업는턱라누
2020. 5. 16. 00:24, (알 수 없음) : 근데쟤는왜저기감
2020. 5. 16. 00:24, (알 수 없음) : 구경갓엇나
2020. 5. 16. 00:25, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:25, 경민 : ㄹㅇ
2020. 5. 16. 00:25, 경민 : 왜저기감
2020. 5. 16. 00:25, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:25, 경민 : 구경났누
2020. 5. 16. 00:25, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:25, (알 수 없음) : 아나
2020. 5. 16. 00:25, (알 수 없음) : 아쉬바오ㅑ이래
2020. 5. 16. 00:25, (알 수 없음) : ㅠ
2020. 5. 16. 00:25, (알 수 없음) : 지선우볼일
2020. 5. 16. 00:26, (알 수 없음) : 이태오망하는거보기
2020. 5. 16. 00:26, (알 수 없음) : ㅅㅂ
2020. 5. 16. 00:26, 경민 : 갰뀰
2020. 5. 16. 00:26, 경민 : ~
2020. 5. 16. 00:26, (알 수 없음) : ㅋㅋㅋㅋㅋㅁㅊ
2020. 5. 16. 00:26, (알 수 없음) : 홤잔란다
2020. 5. 16. 00:26, (알 수 없음) : 환장한다드라마
2020. 5. 16. 00:26, (알 수 없음) : 근데김희애옷진짜
2020. 5. 16. 00:26, (알 수 없음) : 개개개개개개
2020. 5. 16. 00:26, (알 수 없음) : 고급져
2020. 5. 16. 00:27, 원준오빠 : 결말듣고싳다
2020. 5. 16. 00:27, (알 수 없음) : ㅅㅂ존나웃기다 ㅅㅂ
2020. 5. 16. 00:27, (알 수 없음) : 아나
2020. 5. 16. 00:27, (알 수 없음) : 시발
2020. 5. 16. 00:27, (알 수 없음) : 아대박
2020. 5. 16. 00:27, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:27, (알 수 없음) : 아시발
2020. 5. 16. 00:27, (알 수 없음) : ㅋㅋㅋㅋㅅㅂ개통쾌한데
2020. 5. 16. 00:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:28, 경민 : 응 ㅂ ㅅ 새끼야
2020. 5. 16. 00:28, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ존나연기못해
2020. 5. 16. 00:28, (알 수 없음) : 아니짜증나진짜연기개못해....
2020. 5. 16. 00:30, (알 수 없음) : 🍆🍆🍆
2020. 5. 16. 00:30, (알 수 없음) : 가지가지
2020. 5. 16. 00:30, (알 수 없음) : 이제뿌린돈주워가먄
2020. 5. 16. 00:30, (알 수 없음) : 되겟네
2020. 5. 16. 00:30, (알 수 없음) : 새끼이십오마넌이나받앗네
2020. 5. 16. 00:30, (알 수 없음) : 재난지원금이다
2020. 5. 16. 00:30, (알 수 없음) : 샛기어
2020. 5. 16. 00:30, (알 수 없음) : 아존나찌질해보엿닼ㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:32, 경민 : 오
2020. 5. 16. 00:32, 경민 : 여다경네가 떠낫네
2020. 5. 16. 00:33, (알 수 없음) : 설명숙부원장되셧네
2020. 5. 16. 00:34, 경민 : 지난화부터
2020. 5. 16. 00:34, 경민 : 부원장이엇잔습
2020. 5. 16. 00:34, (알 수 없음) : 그랫나
2020. 5. 16. 00:35, 경민 : ㅅㅂ3죽검가야하나
2020. 5. 16. 00:35, 경민 : 지금2죽검
2020. 5. 16. 00:35, (알 수 없음) : ㄱ
2020. 5. 16. 00:35, (알 수 없음) : 죽검이
2020. 5. 16. 00:35, (알 수 없음) : 비에프두개처자른거지
2020. 5. 16. 00:35, (알 수 없음) : 처바른거
2020. 5. 16. 00:35, 경민 : ㅇㅇ
2020. 5. 16. 00:36, 경민 : 근데지금;2죽검
2020. 5. 16. 00:36, 경민 : 아니준영이
2020. 5. 16. 00:36, 경민 : 납차당함?
2020. 5. 16. 00:36, (알 수 없음) : 왠지협박
2020. 5. 16. 00:36, (알 수 없음) : 할거같지안ㄹ냐
2020. 5. 16. 00:37, (알 수 없음) : 죽엿나
2020. 5. 16. 00:37, (알 수 없음) : 데리고갓나
2020. 5. 16. 00:38, 경민 : 아니
2020. 5. 16. 00:38, 경민 : 진짜뭐냐
2020. 5. 16. 00:38, 경민 : ㅄ새기까
2020. 5. 16. 00:38, (알 수 없음) : 아근데
2020. 5. 16. 00:38, (알 수 없음) : 대체고산은
2020. 5. 16. 00:38, (알 수 없음) : 또왜간거야
2020. 5. 16. 00:38, (알 수 없음) : 꿀동네야뭐야ㅠ
2020. 5. 16. 00:38, (알 수 없음) : 연어야뭐야
2020. 5. 16. 00:38, (알 수 없음) : 존나거슬러올라가네진마
2020. 5. 16. 00:39, (알 수 없음) : 호우짜증나
2020. 5. 16. 00:39, 경민 : 아더럽다진짜
2020. 5. 16. 00:40, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ진짜
2020. 5. 16. 00:40, (알 수 없음) : 구징구질의아이콘
2020. 5. 16. 00:41, 경민 : 게임조졋누
2020. 5. 16. 00:41, 경민 : 꼴지누
2020. 5. 16. 00:44, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:44, (알 수 없음) : 샤워때리거싶누
2020. 5. 16. 00:45, 경민 : 미포에
2020. 5. 16. 00:46, 경민 : 니코2개박ㅇ는다
2020. 5. 16. 00:46, 경민 : 떡상가자
2020. 5. 16. 00:46, 경민 : !!!
2020. 5. 16. 00:48, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ원준오빤 갱플2성이었누
2020. 5. 16. 00:48, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:48, 원준오빠 : ㅎㅇㅎㅇ
2020. 5. 16. 00:48, 원준오빠 : 같은생각
2020. 5. 16. 00:49, 경민 : 내미포엄청세다구~~!
2020. 5. 16. 00:50, 경민 : 겨우이겼따누;
2020. 5. 16. 00:50, 원준오빠 : 발ㅋ림ㅋ
2020. 5. 16. 00:50, 경민 : 미포피 코뗴기만큼
2020. 5. 16. 00:50, 경민 : 남음
2020. 5. 16. 00:50, 원준오빠 : 렙업을포기한덱임
2020. 5. 16. 00:50, 경민 : 오ㅓ빠
2020. 5. 16. 00:50, 경민 : 폭팔광
2020. 5. 16. 00:50, 경민 : 넣는게낫지않음?
2020. 5. 16. 00:50, 원준오빠 : 오
2020. 5. 16. 00:50, 원준오빠 : 맞네
2020. 5. 16. 00:50, 경민 : 지팡이가없어서 아쉽네
2020. 5. 16. 00:51, 원준오빠 : 아이템봐
2020. 5. 16. 00:51, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:51, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개많
2020. 5. 16. 00:51, 경민 : 서풍하나
2020. 5. 16. 00:51, 경민 : 만드는거어덤
2020. 5. 16. 00:51, 경민 : 쓸지류 주지
2020. 5. 16. 00:51, 경민 : 맨앞에갱플놔두고
2020. 5. 16. 00:52, 경민 : 궁빨리쓰게하는게원래
2020. 5. 16. 00:52, 경민 : 국룰임
2020. 5. 16. 00:52, 경민 : 폭파광있으면
2020. 5. 16. 00:52, 원준오빠 : ㅇㅎ
2020. 5. 16. 00:52, 경민 : 스턴먹힌동안에
2020. 5. 16. 00:52, 경민 : 다죽일수잇어서
2020. 5. 16. 00:52, 경민 : 뒷라인
2020. 5. 16. 00:52, 원준오빠 : ㅇㅎㅇㅎ
2020. 5. 16. 00:52, 원준오빠 : 쓸지류가 뭐이?
2020. 5. 16. 00:53, 경민 : 그냥
2020. 5. 16. 00:53, 경민 : 지팡이있으면
2020. 5. 16. 00:53, 경민 : 주문력세지니까
2020. 5. 16. 00:53, 경민 : 한방을노리는거지
2020. 5. 16. 00:53, 원준오빠 : ㅇㅎ
2020. 5. 16. 00:54, 이석준 : 야붕쓰
2020. 5. 16. 00:54, 이석준 : 방송어떰
2020. 5. 16. 00:54, (알 수 없음) : 우쉬
2020. 5. 16. 00:54, 경민 : ㅋㅋㅋㅋㅋㅋ오바임
2020. 5. 16. 00:54, 경민 : 아니오늘
2020. 5. 16. 00:54, 이석준 : 개쩔듯
2020. 5. 16. 00:54, 경민 : 대회하는거봣는데
2020. 5. 16. 00:54, 경민 : 개잘하더라;
2020. 5. 16. 00:54, 경민 : 그정돈아님;난느 ㅠ;
2020. 5. 16. 00:54, 이석준 : 입을 터는거지
2020. 5. 16. 00:54, (알 수 없음) : 뭐할말잇엇는대
2020. 5. 16. 00:54, (알 수 없음) : 아이폰
2020. 5. 16. 00:54, 원준오빠 : 폭파광이더
2020. 5. 16. 00:54, (알 수 없음) : 진동왜게속울리냐
2020. 5. 16. 00:54, (알 수 없음) : 그냥평생무음업나
2020. 5. 16. 00:54, (알 수 없음) : 왼쪽에무음으로바꿔놧느에
2020. 5. 16. 00:54, 경민 : 다리우스도
2020. 5. 16. 00:54, (알 수 없음) : ㅡㅠㅡ
2020. 5. 16. 00:54, 경민 : 지팡이가좋은디
2020. 5. 16. 00:54, 경민 : 뚝배기
2020. 5. 16. 00:54, 경민 : 썰어버리니까
2020. 5. 16. 00:55, 원준오빠 : 아니 다리우스 하나가 안나와
2020. 5. 16. 00:55, 경민 : 허걱
2020. 5. 16. 00:55, 원준오빠 : 잉
2020. 5. 16. 00:55, 경민 : 가버렷군
2020. 5. 16. 00:55, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:55, 원준오빠 : 그래도 꿀잼이었다
2020. 5. 16. 00:55, 경민 : 내가빠르게
2020. 5. 16. 00:55, 경민 : 다죽임
2020. 5. 16. 00:55, 경민 : 다음판 ㄱ
2020. 5. 16. 00:55, 원준오빠 : ㅇㅋ
2020. 5. 16. 00:55, 경민 : 담판렙업
2020. 5. 16. 00:55, 경민 : 갈기낟
2020. 5. 16. 00:55, 원준오빠 : 직스 무엇
2020. 5. 16. 00:56, 원준오빠 : 와 오야븅덱
2020. 5. 16. 00:56, 원준오빠 : 살인마덱이네
2020. 5. 16. 00:56, 원준오빠 : 왘싓
2020. 5. 16. 00:56, 원준오빠 : 완전체다
2020. 5. 16. 00:56, 경민 : 이번판
2020. 5. 16. 00:56, 경민 : 초가스
2020. 5. 16. 00:56, 경민 : 3성봄
2020. 5. 16. 00:56, 경민 : ;바로짐
2020. 5. 16. 00:57, 원준오빠 : 오액
2020. 5. 16. 00:57, 경민 : 왜졋누
2020. 5. 16. 00:57, 경민 : 자야년
2020. 5. 16. 00:57, 원준오빠 : ㄹㅇ
2020. 5. 16. 00:57, 경민 : 적폐챔
2020. 5. 16. 00:57, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:57, 원준오빠 : 자야 개근본템
2020. 5. 16. 00:57, 원준오빠 : 개도랏뉴
2020. 5. 16. 00:57, 원준오빠 : 옼
2020. 5. 16. 00:57, 원준오빠 : 쌉가능
2020. 5. 16. 00:58, 경민 : 엥한방에
2020. 5. 16. 00:58, 경민 : 녹았누
2020. 5. 16. 00:58, 경민 : 배치좀
2020. 5. 16. 00:58, 경민 : 봐야겟누;
2020. 5. 16. 00:58, 원준오빠 : ?오재룬3성
2020. 5. 16. 00:58, 원준오빠 : 처음봄
2020. 5. 16. 00:58, 경민 : 샵털렷네
2020. 5. 16. 00:58, 원준오빠 : 어니 이번판
2020. 5. 16. 00:58, 원준오빠 : 다들 왜케 잘함
2020. 5. 16. 00:58, 원준오빠 : 다들 잘나옴
2020. 5. 16. 00:58, 원준오빠 : ㅇㅈㅇㅈ?
2020. 5. 16. 00:58, (알 수 없음) : ㅡㅠㅡ
2020. 5. 16. 00:58, (알 수 없음) : 인간세게에
2020. 5. 16. 00:58, (알 수 없음) : 종말이도래햇다
2020. 5. 16. 00:58, 원준오빠 : 끝이
2020. 5. 16. 00:58, 원준오빠 : 임
2020. 5. 16. 00:58, (알 수 없음) : 아하
2020. 5. 16. 00:58, (알 수 없음) : 인간세게에
2020. 5. 16. 00:59, (알 수 없음) : 끝이도래햇다
2020. 5. 16. 00:59, 경민 : 초가스한마리
2020. 5. 16. 00:59, 경민 : 남음
2020. 5. 16. 00:59, 원준오빠 : ㅅㅂ
2020. 5. 16. 00:59, 경민 : 초밥에서가져온다
2020. 5. 16. 00:59, 원준오빠 : 징크스 공격력
2020. 5. 16. 00:59, 원준오빠 : 800
2020. 5. 16. 00:59, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:59, 원준오빠 : 빙고
2020. 5. 16. 00:59, 경민 : 말이씨가됐누
2020. 5. 16. 00:59, 경민 : 아니갑자기
2020. 5. 16. 00:59, 경민 : 왜케
2020. 5. 16. 00:59, 경민 : 삐용삐용소리들리지
2020. 5. 16. 00:59, 경민 : 먼일났나?
2020. 5. 16. 00:59, 원준오빠 : 이거누운명
2020. 5. 16. 00:59, 경민 : 초가스3성소린가?
2020. 5. 16. 00:59, 원준오빠 : 초가스 울음소리
2020. 5. 16. 00:59, 원준오빠 : 요정같누
2020. 5. 16. 00:59, 경민 : 아니근데
2020. 5. 16. 00:59, 경민 : 농담한거긴한데
2020. 5. 16. 00:59, 경민 : 진짜
2020. 5. 16. 00:59, 원준오빠 : 와 짐짜 위풍단당라다
2020. 5. 16. 00:59, 경민 : 삐용삐용소리나
2020. 5. 16. 00:59, 경민 : 먼일이지
2020. 5. 16. 00:59, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 01:00, 원준오빠 : ㅇㅈㅇㅈ
2020. 5. 16. 01:00, 경민 : 초가스궁쓰면
2020. 5. 16. 01:00, 경민 : 순삭
2020. 5. 16. 01:00, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 01:00, 원준오빠 : 뎀순위좀
2020. 5. 16. 01:00, 경민 : 사진
2020. 5. 16. 01:00, 원준오빠 : 여읃시
2020. 5. 16. 01:01, 경민 : 엥
2020. 5. 16. 01:01, 경민 : 초가스어디감
2020. 5. 16. 01:01, 경민 : ?
2020. 5. 16. 01:01, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 01:01, 경민 : ㅅㅂ
2020. 5. 16. 01:01, 경민 : 아니이건진자
2020. 5. 16. 01:01, 경민 : 내가못해서진거다
2020. 5. 16. 01:01, 경민 : ㅅㅂ
2020. 5. 16. 01:01, 원준오빠 : 초가스 어케됨?
2020. 5. 16. 01:01, 원준오빠 : 뜸?
2020. 5. 16. 01:01, 경민 : 몰라주금
2020. 5. 16. 01:01, 경민 : 아니근데
2020. 5. 16. 01:01, 경민 : 삐용삐용소리나는데
2020. 5. 16. 01:01, 경민 : 먼일이지
2020. 5. 16. 01:01, 원준오빠 : 적들 중 누가
2020. 5. 16. 01:01, 원준오빠 : 친거아님!
2020. 5. 16. 01:01, 원준오빠 : ?
2020. 5. 16. 01:02, 원준오빠 : 오디감붕
2020. 5. 16. 01:02, 경민 : 사진
2020. 5. 16. 01:02, 경민 : 저빨강거
2020. 5. 16. 01:02, 경민 : 우리집에서보이는
2020. 5. 16. 01:02, 경민 : 구급차?같은건데멎
2020. 5. 16. 01:02, 경민 : 머니
2020. 5. 16. 01:02, 경민 : 머지무섭누
2020. 5. 16. 01:03, 경민 : 구급차라기엔넘큰데
2020. 5. 16. 01:03, 경민 : 소방찬가
2020. 5. 16. 01:03, 경민 : 머지
2020. 5. 16. 01:03, 재환오빠 : 사진
2020. 5. 16. 01:03, (알 수 없음) : 아미틴
2020. 5. 16. 01:03, 재환오빠 : 이태오가 지선우 때린 이유?
2020. 5. 16. 01:03, (알 수 없음) : 존나싫어
2020. 5. 16. 01:03, (알 수 없음) : 철구십새끼
2020. 5. 16. 01:03, 원준오빠 : 야붕 왜 시작 안람
2020. 5. 16. 01:03, (알 수 없음) : 그거초반에
2020. 5. 16. 01:03, (알 수 없음) : 나왓엇는데
2020. 5. 16. 01:03, (알 수 없음) : 갑자기이태어라
2020. 5. 16. 01:03, 경민 : 철구
2020. 5. 16. 01:03, (알 수 없음) : 이태오가
2020. 5. 16. 01:03, 경민 : 준역함
2020. 5. 16. 01:03, 경민 : 아니나
2020. 5. 16. 01:03, (알 수 없음) : 아들
2020. 5. 16. 01:04, 경민 : ㅈㅅㅈㅅ;
2020. 5. 16. 01:04, 원준오빠 : 철구 ㅡㅡ
2020. 5. 16. 01:04, (알 수 없음) : 내가너때린이유다안다고
2020. 5. 16. 01:04, 경민 : 저거먼가하고
2020. 5. 16. 01:04, 경민 : 구경하느라
2020. 5. 16. 01:04, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 01:04, 원준오빠 : 아하
2020. 5. 16. 01:04, 재환오빠 : 아니 부부의세계가 검색어에 있는거도아니고
2020. 5. 16. 01:04, 경민 : 근데삐용삐용개지리는데
2020. 5. 16. 01:04, 재환오빠 : 저게 왜있엌ㅋㅋㅋㅋ
2020. 5. 16. 01:04, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 01:04, (알 수 없음) : 엔딩그대러
2020. 5. 16. 01:04, (알 수 없음) : 옮겨갓네
2020. 5. 16. 01:04, 경민 : 경찰도옴
2020. 5. 16. 01:04, (알 수 없음) : ㅂㅊ
2020. 5. 16. 01:04, (알 수 없음) : ㅁㅊ
2020. 5. 16. 01:05, 경민 : 구경하다가아무것도
2020. 5. 16. 01:05, 경민 : 못먹음;
2020. 5. 16. 01:05, 경민 : 아니근데왜계속저로고잇지
2020. 5. 16. 01:07, 경민 : 경찰차 또아ㅗㅆ는데
2020. 5. 16. 01:07, 경민 : ?
2020. 5. 16. 01:08, 경민 : 무슨일이 이ㅣㅆ는거같ㅇ긴한데
2020. 5. 16. 01:08, 경민 : 머지...
2020. 5. 16. 01:08, (알 수 없음) : ㅁㅊ
2020. 5. 16. 01:08, (알 수 없음) : 먼일이야
2020. 5. 16. 01:08, (알 수 없음) : 너네집어디임
2020. 5. 16. 01:08, 경민 : 운중동
2020. 5. 16. 01:08, 경민 : 근데
2020. 5. 16. 01:08, 경민 : 쳐봣는데
2020. 5. 16. 01:08, 경민 : 암것도오ㅓㅄ음
2020. 5. 16. 01:09, (알 수 없음) : 그러넵
2020. 5. 16. 01:09, (알 수 없음) : ㅛㅡ으
2020. 5. 16. 01:11, 경민 : 오빠자야함?
2020. 5. 16. 01:11, 원준오빠 : 밖에 뭔일 남?
2020. 5. 16. 01:11, 원준오빠 : ㄴㄴ 살아있늠
2020. 5. 16. 01:11, 경민 : 이번판갱플로가봄
2020. 5. 16. 01:11, 경민 : 몰라
2020. 5. 16. 01:11, 경민 : 다시보고옴
2020. 5. 16. 01:11, 원준오빠 : 갱갱갱
2020. 5. 16. 01:12, 경민 : 엥구급차짱큰거
2020. 5. 16. 01:12, 경민 : 볼일다보고가나봄
2020. 5. 16. 01:12, 경민 : 먼일이람
2020. 5. 16. 01:12, 경민 : 내일날밝을때;가봐야지
2020. 5. 16. 01:12, 경민 : 무서우니깐,,,
2020. 5. 16. 01:12, 원준오빠 : 호엥
2020. 5. 16. 01:13, 경민 : 경찰도아까 뭐 하던데
2020. 5. 16. 01:13, 경민 : 궁금하지만무스으니까 집에있겠음
2020. 5. 16. 01:13, 원준오빠 : ㅇㅋㅇㅋ
2020. 5. 16. 01:13, 원준오빠 : 잘했늠
2020. 5. 16. 01:13, 경민 : ㅇㅋㅇㅋ
2020. 5. 16. 01:13, 원준오빠 : 문잘 잠그ㅛㅔㅁ
2020. 5. 16. 01:13, 경민 : ㅇㅋㅇㅋ
2020. 5. 16. 01:14, 원준오빠 : 5연패함
2020. 5. 16. 01:15, 경민 : 갯굴
