Talk_2021.8.24 13:11-81.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 3월 21일 일요일
2021. 3. 21. 19:27, abyss오재 : 미텻음어제꺼보고잇음?
2021. 4. 19. 20:14, 양우성 : ㅊㅋㅊㅋ
2021. 4. 19. 20:14, 양우성 : 고생했우
2021. 4. 19. 20:37, Sekwang Ludan : 나도 퇴근!!
2021. 4. 19. 20:37, Sekwang Ludan : ㅋㅋㅋ ㅅㅂ 졸라 힘드네
2021. 4. 19. 21:01, 정우 : ㅊㅋㅊㅋ

2021년 4월 20일 화요일
2021. 4. 20. 07:32, 정우 : ㅎㅇㅎㅇ
2021. 4. 20. 07:49, 부그뷰 : ㅎㅇㅎ
2021. 4. 20. 07:54, 양우성 : ㅎㅇㅎ
2021. 4. 20. 08:11, 원준오빠 : ㅎㅇㅎㅇ
2021. 4. 20. 08:31, 경민 : ㅎㅇㅎㅇ
2021. 4. 20. 09:23, 정우 : 아 배고파
2021. 4. 20. 09:23, 경민 : 나도
2021. 4. 20. 10:00, 원준오빠 : 뭐 먹으로 기어나옴
2021. 4. 20. 10:08, 빠충 : 화이팅하자
2021. 4. 20. 10:08, 빠충 : ㅎㅎ
2021. 4. 20. 10:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 10:11, 원준오빠 : 내일모레
2021. 4. 20. 10:11, 원준오빠 : 오재훈
2021. 4. 20. 10:11, 원준오빠 : 전 역
2021. 4. 20. 10:11, 원준오빠 : 그놈 전역날에 부산가나?
2021. 4. 20. 10:11, 정우 : ㄴㄴ
2021. 4. 20. 10:12, 정우 : 5월초에 아부지오신다고 그때간다고
2021. 4. 20. 10:12, 원준오빠 : 그럼 개때리러 ㄱ?
2021. 4. 20. 10:12, 정우 : 안간댔음
2021. 4. 20. 10:12, 정우 : 금요일에
2021. 4. 20. 10:12, 정우 : 우리집오셈
2021. 4. 20. 10:12, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 10:12, 경민 : 벌써
2021. 4. 20. 10:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 10:12, 경민 : 술냄생
2021. 4. 20. 10:12, 경민 : ㅕ여기까지난다
2021. 4. 20. 10:12, 경민 : ~
2021. 4. 20. 10:12, 정우 : 어차피 우리집가까우니까
2021. 4. 20. 10:12, 정우 : 다들
2021. 4. 20. 10:12, 정우 : 먹고 택시타고 집에가셈
2021. 4. 20. 10:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 10:13, 정우 : 신난다 신나
2021. 4. 20. 10:13, 정우 : 아님 목요일도
2021. 4. 20. 10:13, 정우 : 한잔쌔릴까
2021. 4. 20. 10:15, 원준오빠 : 목요일
2021. 4. 20. 10:15, 원준오빠 : 일단 전역날인데
2021. 4. 20. 10:15, 원준오빠 : 때려야지
2021. 4. 20. 10:15, 원준오빠 : ?
2021. 4. 20. 10:16, 원준오빠 : 큐큐큐큐
2021. 4. 20. 10:17, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 10:17, 경민 : 쥭빵빢
2021. 4. 20. 10:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 10:18, 정우 : 그럼
2021. 4. 20. 10:18, 정우 : 목금
2021. 4. 20. 10:18, 정우 : 둘다조지겠네
2021. 4. 20. 10:18, 정우 : 겔겔겔겔
2021. 4. 20. 10:18, 정우 : 목요일은 좀사려야지
2021. 4. 20. 15:56, 정우 : 퇴근한시간반남음
2021. 4. 20. 15:58, 경민 : ㅊㅊㅊㅊ
2021. 4. 20. 15:58, 경민 : 난오늘
2021. 4. 20. 15:58, 경민 : 마라탕
2021. 4. 20. 15:59, 경민 : 시켜먹을것
2021. 4. 20. 15:59, 경민 : ~
2021. 4. 20. 16:14, 정우 : 아 맛있겠다
2021. 4. 20. 16:16, 원준오빠 : sk서린빌딩 옴
2021. 4. 20. 16:16, 원준오빠 : 므아 공용스타일러도 있네 도른
2021. 4. 20. 16:17, 경민 : 엥
2021. 4. 20. 16:17, 경민 : ㅋㅋㅋㅋ
2021. 4. 20. 16:17, 경민 : 거기에너지
2021. 4. 20. 16:17, 경민 : 건물아닌강
2021. 4. 20. 16:17, 원준오빠 : ㅇㅇ
2021. 4. 20. 16:17, 원준오빠 : 고객사가 에너지
2021. 4. 20. 16:17, 경민 : 오빠여기저기sk
2021. 4. 20. 16:17, 경민 : 마니다니네
2021. 4. 20. 16:17, 원준오빠 : 석유
2021. 4. 20. 16:17, 원준오빠 : 개시러
2021. 4. 20. 16:17, 원준오빠 : 질듯
2021. 4. 20. 16:17, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 16:17, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 17:47, 정우 : ㅌㅌㄱㄸ
2021. 4. 20. 17:53, 원준오빠 : ㅇㄱㄱ
2021. 4. 20. 17:53, 원준오빠 : 야근각
2021. 4. 20. 17:53, 정우 : ㅠ
2021. 4. 20. 17:53, 정우 : 안돼안돼
2021. 4. 20. 17:53, 정우 : 와미친 차존나많아
2021. 4. 20. 17:53, 정우 : 도랐다
2021. 4. 20. 17:54, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 17:54, 정우 : 아니아직 6시안됐잖아
2021. 4. 20. 17:54, 경민 : ㅊㅋㅊㅋ
2021. 4. 20. 17:54, 정우 : 출퇴근 일찍하는사람
2021. 4. 20. 17:54, 정우 : 이렇게많다고?
2021. 4. 20. 17:55, 경민 : 아
2021. 4. 20. 17:55, 경민 : 오늘
2021. 4. 20. 17:55, 경민 : 배달음식실패네;;
2021. 4. 20. 17:55, 정우 : 왜
2021. 4. 20. 17:55, 정우 : 노맛임?
2021. 4. 20. 17:55, 경민 : 뭐랄까
2021. 4. 20. 17:55, 경민 : 균형이안잡혀잇음
2021. 4. 20. 17:55, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 17:56, 경민 : 당면추가한번햇더니
2021. 4. 20. 17:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 17:56, 경민 : 당면밖에없어;;;
2021. 4. 20. 17:56, 정우 : ㅁㅊ
2021. 4. 20. 17:56, 경민 : 추가안한애들은너무적음
2021. 4. 20. 17:56, 경민 : ㅅㅂ
2021. 4. 20. 17:56, 경민 : 고기랑당면만추가햇는데야채
2021. 4. 20. 17:56, 경민 : 없오...
2021. 4. 20. 17:56, 경민 : default가없어
2021. 4. 20. 17:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 17:56, 경민 : ~
2021. 4. 20. 17:56, 정우 : 추가
2021. 4. 20. 17:56, 정우 : 개때려박나봄
2021. 4. 20. 17:56, 경민 : 다추가해야대나
2021. 4. 20. 17:56, 경민 : ㅇㅇㅇㅇ
2021. 4. 20. 17:56, 경민 : 그니까면
2021. 4. 20. 17:56, 경민 : 당면 ㅅㅂ 너무많아서
2021. 4. 20. 17:56, 경민 : 배터져
2021. 4. 20. 17:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 17:57, 정우 : 하 나는뭐먹지~
2021. 4. 20. 17:57, 정우 : 아 밥도해야하네
2021. 4. 20. 17:57, 정우 : 저녁 늦게먹겠군
2021. 4. 20. 17:57, 경민 : 사가셈
2021. 4. 20. 17:57, 경민 : 밥하기세상젤ㅈ귀찮~
2021. 4. 20. 17:59, 정우 : 그래도 한번해놓으면
2021. 4. 20. 17:59, 정우 : 몇번먹으니까
2021. 4. 20. 17:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 17:59, 정우 : 하루정도는 견딜수있음
2021. 4. 20. 19:29, 원준오빠 : 오늘은 야근다운 야근을 하겠는걸!
2021. 4. 20. 19:29, 원준오빠 : 후후
2021. 4. 20. 19:34, 정우 : ㅠㅠ
2021. 4. 20. 19:36, 원준오빠 : 밥 왜안사주냐
2021. 4. 20. 19:37, 원준오빠 : 아니 다들 왜 밥을 안먹디
2021. 4. 20. 19:42, 경민 : ajswj
2021. 4. 20. 19:42, 경민 : 먼저
2021. 4. 20. 19:42, 경민 : 머그러가자고 ㄱ
2021. 4. 20. 19:42, 경민 : 밥머거야지ㅠㅠ
2021. 4. 20. 19:42, 경민 : 먹고해야디ㅠㅠ
2021. 4. 20. 20:11, 정우 : ㄹㅇ
2021. 4. 20. 20:11, 정우 : 밥은먹고합시다
2021. 4. 20. 20:14, 원준오빠 : 사실 다이어트라서
2021. 4. 20. 20:14, 원준오빠 : 다행임
2021. 4. 20. 20:14, 원준오빠 : ㅌㅌㄱㄸ
2021. 4. 20. 20:14, 원준오빠 : 집가서 토마토 먹어야지
2021. 4. 20. 20:15, 정우 : ㅊㅋㅊㅋ
2021. 4. 20. 20:15, 정우 : 우리
2021. 4. 20. 20:15, 정우 : 목요일에 뭐먹음
2021. 4. 20. 20:15, 정우 : 오재훈없이정하자
2021. 4. 20. 20:15, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 20:15, 원준오빠 : 개좋;
2021. 4. 20. 20:15, 원준오빠 : 양고기?
2021. 4. 20. 20:15, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 20:15, 정우 : ㅁㅊ
2021. 4. 20. 20:15, 정우 : 개좋;;;;;
2021. 4. 20. 20:16, 정우 : 운다
2021. 4. 20. 20:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 20:17, 정우 : 아님 내친구네가게도ㄱㄴㄱㄴ
2021. 4. 20. 20:17, 정우 : 거기 5월까지만한대ㅠ
2021. 4. 20. 20:18, 정우 : 아근데 양존나맛있겠다
2021. 4. 20. 20:18, 정우 : 이모티콘 
2021. 4. 20. 20:29, 경민 : ㅊㅋㅊㅋ
2021. 4. 20. 20:29, 원준오빠 : ㅁㅊ 왜 ㅠ
2021. 4. 20. 20:29, 원준오빠 : ㄱㅅㄱㅅ
2021. 4. 20. 20:29, 원준오빠 : 나 월급날 금욜이라
2021. 4. 20. 20:29, 원준오빠 : 목욜엔 거지임
2021. 4. 20. 20:29, 원준오빠 : 오재 잔역하니까 오재보러 사라거하자
2021. 4. 20. 20:29, 경민 : 나도월굽
2021. 4. 20. 20:29, 경민 : 금요일
2021. 4. 20. 20:29, 경민 : 오재훈
2021. 4. 20. 20:29, 경민 : 돈많이벌엇으니까
2021. 4. 20. 20:29, 경민 : ㅆㄱㄴ
2021. 4. 20. 20:29, 경민 : ;직장인이이러는거노양심?
2021. 4. 20. 20:29, 경민 : ;;
2021. 4. 20. 20:29, 경민 : 그럼편지
2021. 4. 20. 20:29, 경민 : 찐막으로하나더써주고
2021. 4. 20. 20:29, 경민 : 맛난거미리
2021. 4. 20. 20:29, 경민 : ㄳ하다고
2021. 4. 20. 20:30, 경민 : ㅇ계획세운거브리핑한번
2021. 4. 20. 20:30, 경민 : 어떰
2021. 4. 20. 20:31, 양우성 : ㅇㅈㅇㅈ
2021. 4. 20. 20:31, 양우성 : 도지코인이면
2021. 4. 20. 20:31, 양우성 : 당근한턱 ㅇㅈ
2021. 4. 20. 20:31, 정우 : 킹시국ㅠ
2021. 4. 20. 20:31, 정우 : 편지오늘써도 가나?
2021. 4. 20. 20:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 20:31, 경민 : 몰라
2021. 4. 20. 20:31, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 20:31, 정우 : 물론 쓸생각은 없음
2021. 4. 20. 20:31, 경민 : 하루만에보통가던데
2021. 4. 20. 20:32, 정우 : 뭘써~
2021. 4. 20. 20:32, 정우 : 그냥 나오면 지갑놓고 가라그래~
2021. 4. 20. 20:32, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 20:32, 경민 : ㅇㅋ
2021. 4. 20. 20:32, 정우 : 이모티콘 
2021. 4. 20. 20:34, 원준오빠 : ㅠㅠㅠㅠ
2021. 4. 20. 20:34, 원준오빠 : 가야겤ㅅ다
2021. 4. 20. 20:34, 원준오빠 : 와인갈기러
2021. 4. 20. 20:34, 원준오빠 : 금욜 ㄱ?
2021. 4. 20. 20:34, 경민 : 난한번도
2021. 4. 20. 20:34, 경민 : 안가밧는데
2021. 4. 20. 20:34, 경민 : ㅠ
2021. 4. 20. 20:34, 원준오빠 : 이번에 ㄱ
2021. 4. 20. 20:35, 원준오빠 : 아나 근데 목요일 야근쌉가능이라서
2021. 4. 20. 20:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 20:35, 정우 : ㅁㅊ
2021. 4. 20. 20:35, 정우 : 뭐가가능인가했네
2021. 4. 20. 20:35, 원준오빠 : 확정은 안하겠음
2021. 4. 20. 20:35, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 20:35, 정우 : ㅇㅋㅇㅋ
2021. 4. 20. 20:35, 정우 : 금욜
2021. 4. 20. 20:35, 원준오빠 : 야근쌉가넝~~
2021. 4. 20. 20:35, 정우 : 한번물어볼까
2021. 4. 20. 20:35, 정우 : 예약있을삘이긴한데
2021. 4. 20. 20:35, 원준오빠 : ㄱㄱ
2021. 4. 20. 20:35, 정우 : ㅇㅋㅇㅋ
2021. 4. 20. 20:36, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 20:36, 경민 : ㄷ놀아조
2021. 4. 20. 21:47, 부그뷰 : 집도착
2021. 4. 20. 22:03, 경민 : ㅊㅋㅊㅋ
2021. 4. 20. 22:04, 경민 : 늦었누!
2021. 4. 20. 22:06, 부그뷰 : 먼가 플젝 커져가는느낌
2021. 4. 20. 22:06, 부그뷰 : 다만들어놨는데 갑자기 배터리쪽추가되서 디바이스트리쪽 다뤄야함
2021. 4. 20. 22:06, 부그뷰 : 리눅스어려운데쩝
2021. 4. 20. 22:08, 원준오빠 : 올
2021. 4. 20. 22:08, 원준오빠 : 능력치 쌉향상
2021. 4. 20. 22:08, 원준오빠 : 각이누
2021. 4. 20. 22:08, 부그뷰 : 생명력 떨어지는중이누
2021. 4. 20. 22:10, 빠충 : ㅁㅊ
2021. 4. 20. 22:10, 빠충 : 딜 높일라고 생명력 깎네
2021. 4. 20. 22:12, 부그뷰 : 너네 요새
2021. 4. 20. 22:12, 부그뷰 : 프사 괜찮네
2021. 4. 20. 22:13, 부그뷰 : 경민이는 낮술이고 빠충은 비제이
2021. 4. 20. 22:13, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ낮술티나누?
2021. 4. 20. 22:13, 빠충 : 않이
2021. 4. 20. 22:13, 빠충 : 비제이 됬누
2021. 4. 20. 22:13, 부그뷰 : 불그스름한게 두병이누
2021. 4. 20. 22:14, 경민 : 3병이누 ㅎㅎ
2021. 4. 20. 22:14, 부그뷰 : 빠충 라디오안함 요새?
2021. 4. 20. 22:14, 부그뷰 : 역시
2021. 4. 20. 22:14, 부그뷰 : 지리누~~
2021. 4. 20. 22:14, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 22:14, 경민 : 저러고밤에막걸리도
2021. 4. 20. 22:14, 경민 : 조져서
2021. 4. 20. 22:14, 빠충 : 2주에 한번씩 하긴 함
2021. 4. 20. 22:14, 경민 : 어제는죽은목숨이엇다누
2021. 4. 20. 22:14, 빠충 : 근데 지금 휴식기
2021. 4. 20. 22:14, 부그뷰 : 링크걸어
2021. 4. 20. 22:14, 부그뷰 : 왜공유안해 ㅜ
2021. 4. 20. 22:14, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 22:14, 빠충 : 유투브나
2021. 4. 20. 22:14, 빠충 : 다시 해야지
2021. 4. 20. 22:14, 부그뷰 : 난 생명력보존을 위해 평일 금주하는중
2021. 4. 20. 22:16, 정우 : 맥주먹어야지
2021. 4. 20. 22:17, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 20. 22:55, 양우성 : 술개좋지
2021. 4. 20. 22:55, 양우성 : 나최근에 사수 집놀러가서
2021. 4. 20. 22:55, 양우성 : 소고기에 소주
2021. 4. 20. 22:55, 양우성 : 먹엇눈데
2021. 4. 20. 22:56, 경민 : 꿀맛
2021. 4. 20. 22:58, 양우성 : 존맛탱

2021년 4월 21일 수요일
2021. 4. 21. 07:29, 정우 : ㅎㅇㅎㅇ
2021. 4. 21. 07:29, 정우 : 와 늦잠잘뻔했다ㅅㅂ
2021. 4. 21. 07:40, 부그뷰 : 조심해~
2021. 4. 21. 07:44, 정우 : 진짜 눈뜨고 식겁
2021. 4. 21. 07:45, 정우 : 씻고 바로달려나왔다
2021. 4. 21. 07:45, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 08:03, 원준오빠 : ㅎㅇㅎㅇ
2021. 4. 21. 08:04, 원준오빠 : ㄷㄷ했네
2021. 4. 21. 08:04, 원준오빠 : 왜케 출근 일찍험
2021. 4. 21. 08:46, 양우성 : ㄹㅇ부지런쓰
2021. 4. 21. 09:09, 정우 : 우리 수금8-5라
2021. 4. 21. 09:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 09:09, 정우 : 나어차피 아침에 계속깨는데
2021. 4. 21. 09:10, 정우 : ㄱㅇㄷ
2021. 4. 21. 09:10, 경민 : ㅋㅋㅋㅋㅋ
2021. 4. 21. 09:10, 경민 : 재후니
2021. 4. 21. 09:10, 경민 : D-1이고
2021. 4. 21. 09:10, 경민 : 시간;;
2021. 4. 21. 10:28, 빠충 : https://v.kakao.com/v/20210421070348557
2021. 4. 21. 10:28, 빠충 : 오재 어서오고...?
2021. 4. 21. 10:35, 정우 : 쟤는 그래도 몇백프로라
2021. 4. 21. 10:35, 정우 : 괜춘할듯.......
2021. 4. 21. 10:35, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 10:35, 경민 : 300원대네 ㅁㅊ
2021. 4. 21. 10:35, 경민 : ㄲㅂ
2021. 4. 21. 10:48, 부그뷰 : ㅋㅋㅋㅋㅋㅋ플젝거의마무리되니까
2021. 4. 21. 10:48, 부그뷰 : 다른플젝시키려고함ㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 10:53, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 10:53, 원준오빠 : ㅌㅅ
2021. 4. 21. 10:53, 원준오빠 : ㅌㅅ
2021. 4. 21. 10:54, 부그뷰 : ㄴㄴ3년버티고
2021. 4. 21. 10:54, 부그뷰 : 지금하는플젝끝나면 포트폴리오좀업데이트해야겠다
2021. 4. 21. 11:36, 양우성 : 도지떨어지기전에 전역해야하눈데 ㅠ
2021. 4. 21. 11:44, 빠충 : ㅌㅅ
2021. 4. 21. 11:57, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 11:58, 정우 : ㅌㅅ
2021. 4. 21. 11:58, 정우 : ㅌㅅ
2021. 4. 21. 11:58, 정우 : ㅌㅅ
2021. 4. 21. 12:00, 부그뷰 : 함부로 ㅌㅅ하는거 아님
2021. 4. 21. 12:00, 부그뷰 : ㅌㅅㅇ
2021. 4. 21. 12:00, 부그뷰 : 탕수육먹고싶네
2021. 4. 21. 12:00, 경민 : ㅌㅅㅌㅅ
2021. 4. 21. 12:00, 부그뷰 : 탕수육에 고량주
2021. 4. 21. 12:00, 경민 : 고맥
2021. 4. 21. 12:00, 경민 : 지렷
2021. 4. 21. 12:01, 부그뷰 : 홍등롱가서
2021. 4. 21. 12:01, 부그뷰 : ㅌㅅㅇ ㄱㅁ
2021. 4. 21. 12:01, 경민 : ㅈㅈ
2021. 4. 21. 12:01, 경민 : (존좋)
2021. 4. 21. 12:01, 경민 : :$와근데이제여름이네
2021. 4. 21. 12:01, 경민 : 반팔입어도
2021. 4. 21. 12:01, 경민 : 괜춘하네
2021. 4. 21. 12:02, 부그뷰 : ㅇㅇ방금나갔다왔는데
2021. 4. 21. 12:02, 부그뷰 : 뜨뜻하더라
2021. 4. 21. 12:02, 경민 : ㅇㅇㅇ
2021. 4. 21. 12:02, 경민 : 날씨
2021. 4. 21. 12:02, 경민 : 갸좋네;;;
2021. 4. 21. 12:02, 부그뷰 : 한강가서
2021. 4. 21. 12:02, 부그뷰 : 맥주
2021. 4. 21. 12:02, 경민 : 지렷다리
2021. 4. 21. 12:02, 부그뷰 : 막걸리에 사이다
2021. 4. 21. 12:02, 부그뷰 : 타서
2021. 4. 21. 12:02, 경민 : 크으
2021. 4. 21. 12:02, 경민 : 아 막걸리는
2021. 4. 21. 12:02, 경민 : 밴
2021. 4. 21. 12:03, 경민 : 막걸리먹다쥬거
2021. 4. 21. 12:03, 부그뷰 : 아왜
2021. 4. 21. 12:03, 부그뷰 : 아 ㅇㅋ
2021. 4. 21. 12:03, 경민 : 머리꺄졀
2021. 4. 21. 12:03, 부그뷰 : 오늘은 좀 일찍가야겠다
2021. 4. 21. 12:03, 부그뷰 : 머리잘라야지
2021. 4. 21. 12:03, 부그뷰 : 장발장이야머야
2021. 4. 21. 12:04, 경민 : 삭제된 메시지입니다. 
2021. 4. 21. 12:04, 경민 : 장
2021. 4. 21. 12:04, 경민 : ;
2021. 4. 21. 12:04, 경민 : 아니
2021. 4. 21. 12:04, 경민 : ㅅㅂ
2021. 4. 21. 12:04, 경민 : 죠
2021. 4. 21. 12:04, 정우 : 막걸리 밴
2021. 4. 21. 12:04, 경민 : 오탄데
2021. 4. 21. 12:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 12:04, 정우 : 아ㅁㅊ
2021. 4. 21. 12:04, 정우 : 박제할랬는데
2021. 4. 21. 12:04, 정우 : 빠르네
2021. 4. 21. 12:05, 경민 : ㅠ
2021. 4. 21. 12:05, 경민 : 큰일날번
2021. 4. 21. 12:06, 부그뷰 : 먼데
2021. 4. 21. 12:07, 부그뷰 : 니 프사 낮술이라고 막치네
2021. 4. 21. 12:35, 경민 : ㅋㅋㅋㅋㅋㅋㅈㅅㅈㅅ
2021. 4. 21. 12:42, 원준오빠 : 머야이거 대존맛 각
2021. 4. 21. 12:42, 원준오빠 : 사진
2021. 4. 21. 12:42, 경민 : 오우
2021. 4. 21. 12:43, Sekwang Ludan : 님덜 혹시 김찬수 누군지 아시는 분?? ㅋㅋㅋ
2021. 4. 21. 12:44, 경민 : 전혀처음들너봄
2021. 4. 21. 12:44, 경민 : ㅋㅋㅋㅋ
2021. 4. 21. 12:44, Sekwang Ludan : 흠 누굴까 ㅋㅋㅋㅋ
2021. 4. 21. 12:44, Sekwang Ludan : 사진
2021. 4. 21. 12:45, Sekwang Ludan : 어제 내가 아는 사람인줄알고 잘못 보냈는데 ㅋㅋㅋㅋ
2021. 4. 21. 12:45, Sekwang Ludan : 대답해줌
2021. 4. 21. 12:45, Sekwang Ludan : 서강대 과잠 사진 있는거 바서 혹시 어비스 후배인가 싶기도하고
2021. 4. 21. 12:47, 빠충 : ?
2021. 4. 21. 12:48, 빠충 : 내적 친밀도 개높네 형
2021. 4. 21. 12:48, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 12:51, 양우성 : 그런데도 대답해주네 ㅁㅊ
2021. 4. 21. 12:51, Sekwang Ludan : ㅋㅋㅋㅋㅋ 누굴까... 졸라 궁금해
2021. 4. 21. 12:57, 원준오빠 : ㅁㅊ
2021. 4. 21. 12:57, 원준오빠 : 개룻기네
2021. 4. 21. 12:57, 원준오빠 : 당근마켓 짤 보는거같네
2021. 4. 21. 12:58, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 12:58, Sekwang Ludan : 아 궁금해!
2021. 4. 21. 13:03, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 13:03, 정우 : ㅁㅊ저사람친절하네
2021. 4. 21. 13:04, 빠충 : 그생각남
2021. 4. 21. 13:04, 빠충 : 네일 짤
2021. 4. 21. 13:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 13:09, 정우 : ㅇㅈ
2021. 4. 21. 13:09, 정우 : 아 개졸리다ㅁㅊ
2021. 4. 21. 13:09, 정우 : 4시간이나 남았어
2021. 4. 21. 13:11, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 13:47, 부그뷰 : 찬수냐
2021. 4. 21. 14:13, 원준오빠 : 아마줌으로 하지않울까요 를
2021. 4. 21. 14:14, 원준오빠 : 아줌마로 읽음
2021. 4. 21. 14:25, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아줌
2021. 4. 21. 15:17, 이석준 : 뭐야 이거 나 스타트업팀인데...?
2021. 4. 21. 15:17, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 21. 15:17, 이석준 : 우리가 하는거랑 비슷하네
2021. 4. 21. 15:17, 경민 : 아
2021. 4. 21. 15:17, 경민 : 아는사람
2021. 4. 21. 15:17, 경민 : 이라는줄알고
2021. 4. 21. 15:17, 이석준 : ㄴㄴ
2021. 4. 21. 15:17, 이석준 : 아는사람이었으면
2021. 4. 21. 15:17, 이석준 : 욕부터 나왔을듯
