Talk_2021.8.24 13:11-85.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 6월 24일 목요일
2021. 6. 24. 22:35, abyss오재 : 일단 얼찜먼저한다
2021. 7. 9. 07:44, 경민 : 킹쁘다긎이네
2021. 7. 9. 07:44, abyss오재 : 웃음버튼인데
2021. 7. 9. 07:44, 빠충 : 타이페이 어쌔신즈
2021. 7. 9. 07:44, Sekwang Ludan : Ton per annum 이였음
2021. 7. 9. 07:44, abyss오재 : 브이씨가뭔데? Vc
2021. 7. 9. 07:44, abyss오재 : 파파고세요?
2021. 7. 9. 07:44, 빠충 : 롤드컵 2대 우승팀
2021. 7. 9. 07:44, Sekwang Ludan : 요즘 글로벌리 줄이는게 대세임
2021. 7. 9. 07:45, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:45, abyss오재 : 개웃기네
2021. 7. 9. 07:45, abyss오재 : ㅠ아
2021. 7. 9. 07:45, abyss오재 : 웃음버튼생김
2021. 7. 9. 07:45, abyss오재 : ㅅㅂ
2021. 7. 9. 07:45, 경민 : ㅇㅈ
2021. 7. 9. 07:45, abyss오재 : 나도앞으로
2021. 7. 9. 07:45, abyss오재 : 저런식으로대답해야지
2021. 7. 9. 07:45, abyss오재 : 번역기누
2021. 7. 9. 07:45, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개킹
2021. 7. 9. 07:45, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ 개웃기네
2021. 7. 9. 07:45, 정우 : 이게바로 직독직해
2021. 7. 9. 07:46, abyss오재 : 킹이뭔데
2021. 7. 9. 07:46, Sekwang Ludan : 하ㅅㅂ 근데 역량 딸린다
2021. 7. 9. 07:46, abyss오재 : King
2021. 7. 9. 07:46, abyss오재 : 아니그게뭐냐고
2021. 7. 9. 07:46, abyss오재 : ㅅㅂ ㅠ
2021. 7. 9. 07:46, 경민 : ㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:46, Sekwang Ludan : 주변에 수소 잘아는 사람 없누?
2021. 7. 9. 07:46, 경민 : ㅅㅂ ㅠ
2021. 7. 9. 07:46, abyss오재 : 수소하면
2021. 7. 9. 07:46, 경민 : H2
2021. 7. 9. 07:46, abyss오재 : H2
2021. 7. 9. 07:46, abyss오재 : 그게뭔데
2021. 7. 9. 07:46, abyss오재 : 에이치투
2021. 7. 9. 07:46, abyss오재 : ㅅㅂ
2021. 7. 9. 07:46, abyss오재 : ㅠ
2021. 7. 9. 07:46, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:46, 경민 : ㅜ
2021. 7. 9. 07:46, Sekwang Ludan : 에이치 두개
2021. 7. 9. 07:46, abyss오재 : 수소개오랜만에들어본다
2021. 7. 9. 07:46, abyss오재 : 수소결합
2021. 7. 9. 07:46, abyss오재 : Rg
2021. 7. 9. 07:46, 경민 : 공유결합
2021. 7. 9. 07:46, abyss오재 : 수소전지
2021. 7. 9. 07:46, 경민 : Rgrg
2021. 7. 9. 07:47, abyss오재 : Sooso
2021. 7. 9. 07:47, Sekwang Ludan : 굳굳 ㅋㅋㅋㅋ
2021. 7. 9. 07:47, 정우 : 니네 왜아냐
2021. 7. 9. 07:47, 정우 : 신기하네
2021. 7. 9. 07:47, abyss오재 : 이정우
2021. 7. 9. 07:47, abyss오재 : 스타트업씨이오하면
2021. 7. 9. 07:47, abyss오재 : 세광이형이
2021. 7. 9. 07:47, abyss오재 : 투자해준대
2021. 7. 9. 07:47, abyss오재 : ㄱ
2021. 7. 9. 07:47, Sekwang Ludan : 메탄 열촉매분해 제대로 설명해주실분 찾아용
2021. 7. 9. 07:47, abyss오재 : 씨이오가뭔데
2021. 7. 9. 07:47, abyss오재 : Ceo
2021. 7. 9. 07:47, Sekwang Ludan : 세오
2021. 7. 9. 07:48, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:48, 정우 : 하또
2021. 7. 9. 07:48, abyss오재 : 친구화학
2021. 7. 9. 07:48, 정우 : 하루종일
2021. 7. 9. 07:48, abyss오재 : 박사친구
2021. 7. 9. 07:48, abyss오재 : 질문해보고와봄
2021. 7. 9. 07:48, abyss오재 : 이랫는데
2021. 7. 9. 07:48, 정우 : 오재훈 저드립칠라고 빌드업하겠네
2021. 7. 9. 07:48, abyss오재 : 자기분야아닌데
2021. 7. 9. 07:48, abyss오재 : 그니까
2021. 7. 9. 07:48, abyss오재 : 좆댓음
2021. 7. 9. 07:48, abyss오재 : 개꽂힘
2021. 7. 9. 07:48, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:48, abyss오재 : 자제함
2021. 7. 9. 07:48, abyss오재 : 이정우가
2021. 7. 9. 07:48, Sekwang Ludan : 아침부터 좋은 영향 줘서 좋군
2021. 7. 9. 07:48, Sekwang Ludan : 헿
2021. 7. 9. 07:48, abyss오재 : 진절머리낼거갘다
2021. 7. 9. 07:48, 정우 : 아직재밌으니꺼
2021. 7. 9. 07:49, 정우 : ㄱㅊ
2021. 7. 9. 07:49, Sekwang Ludan : 진절머리가 먼데?
2021. 7. 9. 07:49, abyss오재 : ?
2021. 7. 9. 07:49, abyss오재 : 자기가만든드립자기가못살리누
2021. 7. 9. 07:49, Sekwang Ludan : 아 이건 안되는구만
2021. 7. 9. 07:49, abyss오재 : 이모티콘 
2021. 7. 9. 07:49, abyss오재 : 이모티콘 
2021. 7. 9. 07:49, Sekwang Ludan : 미안합니다
2021. 7. 9. 07:49, Sekwang Ludan : 이모티콘 
2021. 7. 9. 07:49, abyss오재 : 이모티콘 
2021. 7. 9. 07:49, Sekwang Ludan : 오랜만에 이거 함 날려야지
2021. 7. 9. 07:49, Sekwang Ludan : 이모티콘 
2021. 7. 9. 07:49, abyss오재 : 아
2021. 7. 9. 07:49, abyss오재 : ㅅㅂ
2021. 7. 9. 07:49, abyss오재 : 오랜만에봐도더럽다
2021. 7. 9. 07:49, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:49, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜
2021. 7. 9. 07:50, Sekwang Ludan : ㅅㅂ 이거 유용함
2021. 7. 9. 07:50, Sekwang Ludan : 난감하면 보여줌
2021. 7. 9. 07:50, 빠충 : 개짜증나
2021. 7. 9. 07:50, Sekwang Ludan : 이모티콘 
2021. 7. 9. 07:50, Sekwang Ludan : 도현쓰 오늘 가능?
2021. 7. 9. 07:50, Sekwang Ludan : 커퓌?
2021. 7. 9. 07:50, 빠충 : 엥
2021. 7. 9. 07:50, 빠충 : 오후에 가능은 할 거 같은데
2021. 7. 9. 07:50, Sekwang Ludan : 아직 재택이야?
2021. 7. 9. 07:50, 빠충 : 아녀……
2021. 7. 9. 07:50, 빠충 : 당일에 결과 음성이라뜸
2021. 7. 9. 07:50, Sekwang Ludan : 슬쩍 눈치바봄 ㅋㅋㅋㅋㅋ
2021. 7. 9. 07:50, Sekwang Ludan : 굳굳이네
2021. 7. 9. 07:51, 빠충 : 오늘 오후 안될수도있음근데
2021. 7. 9. 07:51, Sekwang Ludan : 너넨 점심 무조건 한시임?
2021. 7. 9. 07:51, 빠충 : ㅇㅇ
2021. 7. 9. 07:51, Sekwang Ludan : ㅋㅋㅋ 거참 짱나는군
2021. 7. 9. 07:51, Sekwang Ludan : ㅋㅋㅋㅋ
2021. 7. 9. 07:51, 빠충 : 논문내러 가는데
2021. 7. 9. 07:51, Sekwang Ludan : 헛 부럽다
2021. 7. 9. 07:51, 빠충 : 아빠가 대신 내주시기로 했거든
2021. 7. 9. 07:51, 빠충 : 근데 학교 외부인 출입금지뜨면
2021. 7. 9. 07:51, Sekwang Ludan : 난 수료함 ㅋㅋㅋ 논문은… 낼수 있을까?
2021. 7. 9. 07:51, 빠충 : 내가 가서 내야되니까
2021. 7. 9. 07:52, Sekwang Ludan : 어 저번에 졸업증명 받으러 갔는데
2021. 7. 9. 07:52, Sekwang Ludan : 학생증 보여달라던데
2021. 7. 9. 07:52, Sekwang Ludan : 아마 외부인 안될듯?
2021. 7. 9. 07:52, 빠충 : ㅅㅂ
2021. 7. 9. 07:52, Sekwang Ludan : 1주전 일이야 ㅋㅋㅋ
2021. 7. 9. 07:53, Sekwang Ludan : 나도 막 대문앞에서 세인트 로그인해서 보여주고 난리남 ㅋㅋㅋㅋ
2021. 7. 9. 07:54, 경민 : 9일 0시 기준 확진자 1316명. 국내 1236명 

서울 495 부산 53 대구 16 인천 72 광주 3 대전 28 울산 16 세종 1 경기 396 강원 23 충북 13 충남 51 전북 8 전남 5 경북 9 경남 17 제주 30
2021. 7. 9. 07:55, Sekwang Ludan : 허허…
2021. 7. 9. 07:59, Sekwang Ludan : 도현 아침에 커피한잔? ㅋㅋ
2021. 7. 9. 08:01, 빠충 : 나 출근하자마자 회의임
2021. 7. 9. 08:01, 빠충 : 9출6퇴
2021. 7. 9. 08:02, Sekwang Ludan : ㅋㅋㅋㅋ 시간이 안맞네~ 코앞에 있는데 ㅠ
2021. 7. 9. 08:02, 원준오빠 : ㅂㅇㅂㅇ...
2021. 7. 9. 08:03, 정우 : 흐 쌉극혐
2021. 7. 9. 08:03, 정우 : 하근데
2021. 7. 9. 08:03, 정우 : 이미나는 출근했는데
2021. 7. 9. 08:03, 정우 : 집가고싶다
2021. 7. 9. 08:04, 부그뷰 : 후
2021. 7. 9. 08:04, 부그뷰 : 지각할뻔
2021. 7. 9. 08:04, 부그뷰 : 버스새기 3분전도착이라면서 계속  2 3분씩 늦게오네
2021. 7. 9. 08:05, 정우 : 우리집껀
2021. 7. 9. 08:05, 정우 : 2 3분씩 빨리와서 극혐
2021. 7. 9. 08:05, 부그뷰 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:06, 부그뷰 : 나 알람 10분일찍 맞춰도
2021. 7. 9. 08:06, 부그뷰 : 나오는시간은 똑같음
2021. 7. 9. 08:06, 부그뷰 : 왜그럴까
2021. 7. 9. 08:07, 정우 : 아침에 뒤척뒤척
2021. 7. 9. 08:07, 부그뷰 : 이런건 화용형이 잘 알걸
2021. 7. 9. 08:09, 원준오빠 : ㅅㅂ ㅠ
2021. 7. 9. 08:09, 원준오빠 : 화학 극혐
2021. 7. 9. 08:13, abyss오재 : ㅁㅊ
2021. 7. 9. 08:14, abyss오재 : 이정우
2021. 7. 9. 08:14, abyss오재 : 궁금한거생김
2021. 7. 9. 08:14, abyss오재 : 우리내일고기먹는ㄷ오늘도고기머금
2021. 7. 9. 08:14, abyss오재 : ?
2021. 7. 9. 08:14, 경민 : Rㄱ
2021. 7. 9. 08:15, 정우 : 흠
2021. 7. 9. 08:15, 정우 : 그것도그러네
2021. 7. 9. 08:15, abyss오재 : 갑자기생각해보니
2021. 7. 9. 08:15, abyss오재 : 그래서
2021. 7. 9. 08:15, 정우 : 다른아이디어 있음?
2021. 7. 9. 08:15, abyss오재 : 학교출근해서
2021. 7. 9. 08:15, abyss오재 : 찾아봄
2021. 7. 9. 08:15, 정우 : ㅇㅋㅇㅋ
2021. 7. 9. 08:15, 정우 : 아니면 뭐
2021. 7. 9. 08:15, 정우 : 정귀찮으면
2021. 7. 9. 08:15, 정우 : 집에서 시켜먹어도 되고
2021. 7. 9. 08:15, abyss오재 : 그게더
2021. 7. 9. 08:15, abyss오재 : 힘든거
2021. 7. 9. 08:15, abyss오재 : Rg;?
2021. 7. 9. 08:15, 정우 : 그것도
2021. 7. 9. 08:15, 정우 : ㅇㅈ
2021. 7. 9. 08:16, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:16, 정우 : 그리고 집에서먹ㅇ면
2021. 7. 9. 08:16, abyss오재 : 치우기가더귀찮아
2021. 7. 9. 08:16, 정우 : 게속먹을거같아서
2021. 7. 9. 08:16, 정우 : 안돼
2021. 7. 9. 08:16, abyss오재 : 나학교에서도절대안시켜먹음 ㅜ
2021. 7. 9. 08:16, abyss오재 : ㅇㅈ
2021. 7. 9. 08:16, 정우 : 우리도요즘에
2021. 7. 9. 08:16, 정우 : 코로나터진다고
2021. 7. 9. 08:16, 정우 : 사무실에서 시켜먹는데
2021. 7. 9. 08:16, 정우 : 시켜먹는기준
2021. 7. 9. 08:16, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:16, 정우 : 짬안나오는거
2021. 7. 9. 08:16, abyss오재 : 음쓰안나오는거
2021. 7. 9. 08:16, abyss오재 : ㄹㅇ
2021. 7. 9. 08:16, abyss오재 : ㅜ
2021. 7. 9. 08:16, 정우 : 아니면 그릇회수해가는거
2021. 7. 9. 08:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:16, abyss오재 : 그게맞음 진짜
2021. 7. 9. 08:16, abyss오재 : 회사까지가서
2021. 7. 9. 08:16, abyss오재 : 학교까미가서
2021. 7. 9. 08:16, abyss오재 : 그거치우고잇기
2021. 7. 9. 08:16, abyss오재 : 싫거등요
2021. 7. 9. 08:16, 정우 : ㄹㅇ
2021. 7. 9. 08:16, 정우 : 그리고
2021. 7. 9. 08:16, abyss오재 : 이모티콘 
2021. 7. 9. 08:16, 정우 : 저막내라구요
2021. 7. 9. 08:16, abyss오재 : ㅎ
2021. 7. 9. 08:16, abyss오재 : 아그런의미면
2021. 7. 9. 08:16, abyss오재 : 난시켜먹어도되겟네
2021. 7. 9. 08:16, abyss오재 : ㅎ
2021. 7. 9. 08:17, 정우 : ㅎ
2021. 7. 9. 08:17, abyss오재 : 쓰레기
2021. 7. 9. 08:17, 정우 : 우리는
2021. 7. 9. 08:17, 정우 : 윗사람들이 먼저
2021. 7. 9. 08:17, 정우 : 짬안나오는걸로 시키고 같이치워주는데 그래도
2021. 7. 9. 08:17, 정우 : 너쓰레기네
2021. 7. 9. 08:17, 정우 : 이모티콘 
2021. 7. 9. 08:18, Sekwang Ludan : 오 화용이 화공임?
2021. 7. 9. 08:19, abyss오재 : 이모티콘 
2021. 7. 9. 08:19, abyss오재 : 화학
2021. 7. 9. 08:19, abyss오재 : 흠
2021. 7. 9. 08:19, abyss오재 : 모잇지
2021. 7. 9. 08:19, abyss오재 : 어거기갈래
2021. 7. 9. 08:19, abyss오재 : 오뚝
2021. 7. 9. 08:19, abyss오재 : 전통주거기
2021. 7. 9. 08:19, 정우 : 오
2021. 7. 9. 08:19, 경민 : ;
2021. 7. 9. 08:19, 정우 : 그것도좋지
2021. 7. 9. 08:19, abyss오재 : 그치
2021. 7. 9. 08:19, 경민 : 엄빠가
2021. 7. 9. 08:19, 경민 : 갑자기
2021. 7. 9. 08:19, 경민 : 집빼고
2021. 7. 9. 08:20, 경민 : 그미에서같이살쟤
2021. 7. 9. 08:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:20, 경민 : 재택하니까
2021. 7. 9. 08:20, 경민 : 이모티콘 
2021. 7. 9. 08:20, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:20, abyss오재 : 개웋기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:20, 정우 : 같이살고싶으신가보네
2021. 7. 9. 08:20, 경민 : 냑속잇음가끔케텍타고가래
2021. 7. 9. 08:21, abyss오재 : 사진
2021. 7. 9. 08:21, abyss오재 : ㅋ이런곳도잇음
2021. 7. 9. 08:21, 경민 : 좋노
2021. 7. 9. 08:21, abyss오재 : 사진
2021. 7. 9. 08:21, abyss오재 : 뼈찜같은것도
2021. 7. 9. 08:21, 경민 : 뼈찜 ㅠ
2021. 7. 9. 08:21, abyss오재 : 사진
2021. 7. 9. 08:22, abyss오재 : 사진
2021. 7. 9. 08:22, abyss오재 : 오관스시는못가고
2021. 7. 9. 08:22, 경민 : 넌왜저기
2021. 7. 9. 08:22, 경민 : 참여안함?
2021. 7. 9. 08:22, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:22, 경민 : 곱창ㄱ평점좋네
2021. 7. 9. 08:22, abyss오재 : 점심은학식만먹고
2021. 7. 9. 08:22, 경민 : 뼈찜은평점구림
2021. 7. 9. 08:22, abyss오재 : 저녁은 집오거든
2021. 7. 9. 08:22, abyss오재 : 뼈찜맛잇는데
2021. 7. 9. 08:22, abyss오재 : 가서먹엇는데 ㄱㅊ던데
2021. 7. 9. 08:22, 정우 : 뼈찜
2021. 7. 9. 08:22, 정우 : 뼈찜맛있지
2021. 7. 9. 08:23, abyss오재 : ㅇㅇ
2021. 7. 9. 08:23, abyss오재 : 갠춘햇는데
2021. 7. 9. 08:23, 경민 : 엥근데왜
2021. 7. 9. 08:23, abyss오재 : 왜구러지
2021. 7. 9. 08:23, 경민 : 3.0이누
2021. 7. 9. 08:23, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:23, abyss오재 : 몰롸?,,?,
2021. 7. 9. 08:23, 정우 : 흠
2021. 7. 9. 08:23, 정우 : 그래도 오뚝은 가봤으니가
2021. 7. 9. 08:23, 정우 : 새로운시도해볼까
2021. 7. 9. 08:23, abyss오재 : 너의선택
2021. 7. 9. 08:23, abyss오재 : 근데뼈찜은
2021. 7. 9. 08:23, abyss오재 : 울집에서쫌멈
2021. 7. 9. 08:24, abyss오재 : 학교랑가까움
2021. 7. 9. 08:24, abyss오재 : 경희대
2021. 7. 9. 08:24, abyss오재 : 지나쳐서잇다
2021. 7. 9. 08:24, 정우 : 그럼
2021. 7. 9. 08:24, 정우 : 탈락
2021. 7. 9. 08:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:24, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:24, 정우 : 아니 봐서 결정함
2021. 7. 9. 08:24, 정우 : 후보군
2021. 7. 9. 08:24, abyss오재 : ㅇㅋㅇㅋ
2021. 7. 9. 08:24, 정우 : 저게끝>
2021. 7. 9. 08:24, abyss오재 : 그
2021. 7. 9. 08:24, 정우 : ?
2021. 7. 9. 08:24, abyss오재 : 일단
2021. 7. 9. 08:24, abyss오재 : ,,?
2021. 7. 9. 08:24, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:24, 정우 : ㅇㅋㅇㅋ
2021. 7. 9. 08:24, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:24, abyss오재 : 그
2021. 7. 9. 08:24, abyss오재 : 아님니네회사에서
2021. 7. 9. 08:24, abyss오재 : 울학교오는거찍어보셈
2021. 7. 9. 08:24, 정우 : 집에서갈건데
2021. 7. 9. 08:24, abyss오재 : 아하
2021. 7. 9. 08:24, 정우 : 왜회사에서찍음
2021. 7. 9. 08:24, abyss오재 : 그럼
2021. 7. 9. 08:24, abyss오재 : 죄송함
2021. 7. 9. 08:24, 정우 : ㅇㅋ
2021. 7. 9. 08:24, abyss오재 : 그러개
2021. 7. 9. 08:24, abyss오재 : ㅅㅂ
2021. 7. 9. 08:24, abyss오재 : 멍청이냐
2021. 7. 9. 08:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:25, 정우 : 집들렀다가야함
2021. 7. 9. 08:25, abyss오재 : ㅇㅋㅇㅋ
2021. 7. 9. 08:25, abyss오재 : 나는왜
2021. 7. 9. 08:25, abyss오재 : 6시20분에
2021. 7. 9. 08:25, abyss오재 : 일어낫는데아직도집임?
2021. 7. 9. 08:25, 경민 : 샵검색 : #회기 인생소곱창
2021. 7. 9. 08:25, abyss오재 : ㅅㅂ...................
2021. 7. 9. 08:25, 경민 : 역평점졸뉴
2021. 7. 9. 08:25, abyss오재 : 그러나
2021. 7. 9. 08:25, abyss오재 : 샵검색 : #회기 인생소곱창
2021. 7. 9. 08:25, abyss오재 : 지기네
2021. 7. 9. 08:25, abyss오재 : 니오늘약속만들어서
2021. 7. 9. 08:25, abyss오재 : 케텍타고올래?
2021. 7. 9. 08:25, 경민 : 샵검색 : #코지인 무르무르
2021. 7. 9. 08:25, 경민 : 여기도좋음
2021. 7. 9. 08:25, abyss오재 : 아니 시발
2021. 7. 9. 08:25, abyss오재 : 휴대폰밧데리
2021. 7. 9. 08:25, 경민 : ㅅㅂ
2021. 7. 9. 08:25, abyss오재 : 왜이십퍼남음
2021. 7. 9. 08:25, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:25, abyss오재 : ㅜ
2021. 7. 9. 08:25, 경민 : 하근데
2021. 7. 9. 08:26, abyss오재 : 출근해야하는데
2021. 7. 9. 08:26, 경민 : 고민이네
2021. 7. 9. 08:26, 정우 : 너네집직으면
2021. 7. 9. 08:26, 정우 : 1시간인데
2021. 7. 9. 08:26, 정우 : 너네학교찍으면 한시간반임
2021. 7. 9. 08:26, 정우 : ㅅㅂ
2021. 7. 9. 08:26, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:26, abyss오재 : 와우네
2021. 7. 9. 08:26, abyss오재 : 케텍타고올라올지?
2021. 7. 9. 08:26, abyss오재 : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:27, 경민 : 아니
2021. 7. 9. 08:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니지임마
2021. 7. 9. 08:27, 정우 : 모듭곱창도 좋네
2021. 7. 9. 08:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:27, 정우 : 2-3인에 3.5면
2021. 7. 9. 08:27, 정우 : ㄱㅊㄱㅊ
2021. 7. 9. 08:27, 경민 : 지금올라가는건좀그럼
2021. 7. 9. 08:27, 경민 : 집을빼버랄가,,,
2021. 7. 9. 08:27, 경민 : 근ㄷ나중에재택안하면
2021. 7. 9. 08:27, 경민 : (헉)(헉)
2021. 7. 9. 08:28, 정우 : ㄹㅇ
2021. 7. 9. 08:28, 정우 : 어렵네
2021. 7. 9. 08:28, 정우 : 야오재훈
2021. 7. 9. 08:28, 정우 : 인생소곱창 어떰
2021. 7. 9. 08:28, 정우 : 저거보니까 먹고싶어졌음
2021. 7. 9. 08:28, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:28, 경민 : 오예
2021. 7. 9. 08:28, 경민 : 낙찰된기분
2021. 7. 9. 08:28, 경민 : 이모티콘 
2021. 7. 9. 08:29, 정우 : 소치고 가격이 ㄱㅊㄱㅊ한게일단
2021. 7. 9. 08:29, 정우 : 맘에드는데
2021. 7. 9. 08:29, 정우 : 아닌가?
2021. 7. 9. 08:29, 정우 : 소곱창은 잘안먹어봐서모르겠네
2021. 7. 9. 08:29, 경민 : https://place.map.kakao.com/m/346833581?service=search_m
2021. 7. 9. 08:29, 경민 : 4.4
2021. 7. 9. 08:29, 경민 : 나는퍙점높은게맘에듬
2021. 7. 9. 08:30, 정우 : ㅇㅇ비주얼도............맘에듦
2021. 7. 9. 08:30, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:32, abyss오재 : ㅇㅋ
2021. 7. 9. 08:33, abyss오재 : 인소간다
2021. 7. 9. 08:34, abyss오재 : 저기우리저번에간데
2021. 7. 9. 08:34, abyss오재 : 맞은쳔곱창집아니냐
2021. 7. 9. 08:34, abyss오재 : 아속쓰려
2021. 7. 9. 08:34, abyss오재 : 웈
2021. 7. 9. 08:38, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:38, 정우 : 휴
2021. 7. 9. 08:38, 정우 : 오늘오후까지인일도
2021. 7. 9. 08:38, 정우 : 마무리함
2021. 7. 9. 08:39, 정우 : 기한걸린일없다 이제
2021. 7. 9. 08:39, 정우 : 개꿀
2021. 7. 9. 08:39, 경민 : 오
2021. 7. 9. 08:39, 경민 : 개꿀
2021. 7. 9. 08:39, 경민 : 잘하누
2021. 7. 9. 08:39, 경민 : ㅊㅋㅊㅋ
2021. 7. 9. 08:39, 정우 : ㄱㅅㄱㅅ
2021. 7. 9. 08:39, 정우 : 어제까지인거 존나많아서
2021. 7. 9. 08:39, 정우 : 어제 오후중간에 다상신하고 그때부터 커피빨면서
2021. 7. 9. 08:39, 경민 : 고생햇누
2021. 7. 9. 08:39, 정우 : 카톡하고 메신저하는중
2021. 7. 9. 08:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:39, 정우 : 근데 아침에 출근하니까 결재돼있다 개꿀
2021. 7. 9. 08:39, 정우 : 이게바로 개꿀이지
2021. 7. 9. 08:40, 경민 : ㄷㅈ한판하셈
2021. 7. 9. 08:40, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 08:40, 정우 : 아그건좀
2021. 7. 9. 08:40, 정우 : 눈치보임
